id	level	description
RF00579	Rfam	Small nucleolar RNA SNORD90
RF00580	Rfam	Small nucleolar RNA SNORD91 family
RF00581	Rfam	Small nucleolar SNORD12/SNORD106
RF00582	Rfam	Small Cajal body specific RNA 14
RF00584	Rfam	Small nucleolar RNA SNORD105
RF00586	Rfam	Small nucleolar RNA SNORA12
RF00588	Rfam	Small nucleolar RNA SNORD41
RF00591	Rfam	Small nucleolar RNA SNORD77
RF00592	Rfam	Small nucleolar RNA SNORD78
RF00593	Rfam	Small nucleolar RNA U83B
RF00594	Rfam	Small nucleolar RNA SNORD86
RF00598	Rfam	Small nucleolar RNA SNORA76
RF00599	Rfam	Small nucleolar RNA SNORA77
RF00600	Rfam	Small nucleolar RNA SNORA79
RF00601	Rfam	Small Cajal body specific RNA 20
RF00602	Rfam	Small Cajal body specific RNA 21
RF00603	Rfam	Small nucleolar RNA SNORD23
RF00604	Rfam	Small nucleolar RNA SNORD88
RF00606	Rfam	Small nucleolar RNA SNORD93
RF00607	Rfam	Small nucleolar RNA SNORD98
RF00608	Rfam	Small nucleolar RNA SNORD99
RF00609	Rfam	Small nucleolar RNA SNORD100
RF00610	Rfam	Small nucleolar RNA SNORD110
RF00611	Rfam	Small nucleolar RNA SNORD111
RF00612	Rfam	Small nucleolar RNA SNORD75
RF00613	Rfam	Small nucleolar RNA SNORD94
RF00614	Rfam	Small nucleolar RNA SNORA11
RF00615	Rfam	Listeria Hfq binding LhrA
RF00616	Rfam	Listeria Hfq binding LhrC
RF00617	Rfam	flavivirus capsid hairpin cHP
RF00618	Rfam	U4atac minor spliceosomal RNA
RF00619	Rfam	U6atac minor spliceosomal RNA
RF00620	Rfam	Hepatitis C alternative reading frame stem-loop
RF00621	Rfam	Beta-globin co-transcriptional cleavage ribozyme
RF00622	Rfam	Mammalian CPEB3 ribozyme
RF00623	Rfam	Pseudomonas sRNA P1
RF00624	Rfam	Pseudomonas sRNA P9
RF00625	Rfam	Pseudomonas sRNA P11
RF00626	Rfam	Gurken localisation signal
RF00627	Rfam	Pseudomonas sRNA P15
RF00628	Rfam	Pseudomonas sRNA P16
RF00629	Rfam	Pseudomonas sRNA P24
RF00630	Rfam	Pseudomonas sRNA P26
RF00632	Rfam	sxy 5' UTR element
RF00634	Rfam	S-adenosyl methionine (SAM) riboswitch,
RF00635	Rfam	Highly accelerated region 1A/1B
RF00636	Rfam	ncRNA Repressor of NFAT (nuclear factor of activated T cells)
RF00637	Rfam	microRNA mir-276
RF00638	Rfam	microRNA MIR159
RF00639	Rfam	microRNA mir-515
RF00640	Rfam	microRNA MIR167_1
RF00641	Rfam	microRNA mir-154
RF00642	Rfam	microRNA mir-23
RF00643	Rfam	microRNA MIR171_1
RF00644	Rfam	microRNA mir-27
RF00645	Rfam	microRNA MIR169_2
RF00646	Rfam	microRNA mir-204
RF00647	Rfam	microRNA MIR164
RF00648	Rfam	microRNA MIR396
RF00649	Rfam	microRNA mir-128
RF00650	Rfam	microRNA mir-153
RF00651	Rfam	microRNA mir-221
RF00652	Rfam	microRNA MIR478
RF00653	Rfam	microRNA mir-22
RF00654	Rfam	microRNA mir-216
RF00655	Rfam	microRNA mir-28
RF00656	Rfam	microRNA mir-205
RF00657	Rfam	microRNA mir-184
RF00658	Rfam	microRNA mir-21
RF00659	Rfam	microRNA mir-365
RF00660	Rfam	microRNA mir-214
RF00661	Rfam	microRNA mir-31
RF00662	Rfam	microRNA mir-132
RF00663	Rfam	microRNA mir-183
RF00664	Rfam	microRNA mir-223
RF00665	Rfam	microRNA mir-290
RF00666	Rfam	microRNA mir-32
RF00667	Rfam	microRNA mir-33
RF00668	Rfam	microRNA mir-302
RF00669	Rfam	microRNA mir-96
RF00670	Rfam	microRNA mir-105
RF00671	Rfam	microRNA mir-138
RF00672	Rfam	microRNA mir-190
RF00673	Rfam	microRNA mir-217
RF00674	Rfam	microRNA mir-187
RF00675	Rfam	microRNA mir-145
RF00676	Rfam	microRNA mir-127
RF00677	Rfam	microRNA MIR168
RF00678	Rfam	microRNA mir-140
RF00679	Rfam	microRNA mir-210
RF00680	Rfam	microRNA mir-224
RF00681	Rfam	microRNA mir-198
RF00682	Rfam	microRNA mir-144
RF00683	Rfam	microRNA mir-143
RF00684	Rfam	mir-122 microRNA precursor
RF00685	Rfam	microRNA mir-36
RF00686	Rfam	microRNA mir-338
RF00687	Rfam	microRNA mir-136
RF00688	Rfam	microRNA MIR394
RF00689	Rfam	microRNA MIR390
RF00690	Rfam	microRNA MIR408
RF00691	Rfam	microRNA mir-146
RF00692	Rfam	microRNA MIR171_2
RF00693	Rfam	microRNA mir-147
RF00694	Rfam	microRNA mir-137
RF00695	Rfam	microRNA MIR398
RF00696	Rfam	microRNA mir-203
RF00697	Rfam	microRNA mir-186
RF00698	Rfam	microRNA mir-489
RF00699	Rfam	microRNA mir-134
RF00700	Rfam	microRNA mir-375
RF00701	Rfam	microRNA mir-126
RF00702	Rfam	microRNA mir-182
RF00703	Rfam	microRNA mir-139
RF00704	Rfam	microRNA MIR397
RF00705	Rfam	microRNA mir-202
RF00706	Rfam	microRNA mir-263
RF00707	Rfam	microRNA mir-197
RF00708	Rfam	microRNA mir-450
RF00709	Rfam	microRNA mir-455
RF00710	Rfam	microRNA mir-44
RF00711	Rfam	microRNA mir-449
RF00712	Rfam	microRNA mir-460
RF00713	Rfam	microRNA mir-239
RF00714	Rfam	microRNA MIR535
RF00715	Rfam	microRNA mir-383
RF00716	Rfam	microRNA mir-3
RF00717	Rfam	microRNA mir-315
RF00718	Rfam	microRNA mir-431
RF00719	Rfam	microRNA mir-326
RF00720	Rfam	microRNA mir-317
RF00721	Rfam	microRNA MIR475
RF00722	Rfam	microRNA mir-451
RF00723	Rfam	microRNA mir-448
RF00724	Rfam	microRNA mir-282
RF00725	Rfam	microRNA mir-iab-4
RF00726	Rfam	microRNA mir-87
RF00727	Rfam	microRNA bantam
RF00728	Rfam	microRNA mir-81
RF00729	Rfam	microRNA mir-278
RF00730	Rfam	microRNA mir-277
RF00731	Rfam	microRNA mir-155
RF00732	Rfam	microRNA mir-305
RF00733	Rfam	microRNA mir-296
RF00734	Rfam	microRNA mir-52
RF00735	Rfam	microRNA mir-367
RF00736	Rfam	microRNA mir-320
RF00737	Rfam	microRNA mir-322
RF00739	Rfam	microRNA MIR476
RF00740	Rfam	microRNA mir-370
RF00741	Rfam	microRNA mir-378
RF00742	Rfam	microRNA MIR162_2
RF00743	Rfam	microRNA mir-308
RF00744	Rfam	microRNA mir-361
RF00745	Rfam	microRNA mir-499
RF00746	Rfam	microRNA mir-454
RF00747	Rfam	microRNA mir-283
RF00748	Rfam	microRNA mir-433
RF00749	Rfam	microRNA mir-208
RF00750	Rfam	microRNA mir-458
RF00751	Rfam	microRNA mir-12
RF00752	Rfam	microRNA mir-14
RF00753	Rfam	microRNA mir-503
RF00754	Rfam	microRNA mir-279
RF00755	Rfam	microRNA mir-542
RF00756	Rfam	microRNA mir-299
RF00757	Rfam	microRNA mir-275
RF00758	Rfam	microRNA mir-346
RF00760	Rfam	microRNA mir-342
RF00761	Rfam	microRNA mir-340
RF00762	Rfam	microRNA mir-412
RF00763	Rfam	microRNA mir-339
RF00764	Rfam	microRNA mir-191
RF00765	Rfam	microRNA mir-337
RF00766	Rfam	microRNA mir-335
RF00767	Rfam	microRNA mir-150
RF00768	Rfam	microRNA MIR405
RF00769	Rfam	microRNA mir-331
RF00770	Rfam	microRNA mir-330
RF00771	Rfam	microRNA mir-185
RF00772	Rfam	microRNA mir-328
RF00773	Rfam	microRNA mir-298
RF00774	Rfam	microRNA mir-360
RF00775	Rfam	microRNA mir-432
RF00776	Rfam	microRNA mir-540
RF00777	Rfam	microRNA mir-541
RF00778	Rfam	microRNA MIR473
RF00779	Rfam	microRNA MIR474
RF00780	Rfam	microRNA MIR477
RF00781	Rfam	microRNA mir-505
RF00782	Rfam	microRNA MIR480
RF00783	Rfam	microRNA mir-484
RF00784	Rfam	microRNA mir-486
RF00785	Rfam	microRNA mir-90
RF00786	Rfam	microRNA mir-289
RF00787	Rfam	microRNA mir-288
RF00788	Rfam	microRNA mir-287
RF00789	Rfam	microRNA mir-286
RF00790	Rfam	microRNA mir-358
RF00791	Rfam	microRNA mir-357
RF00792	Rfam	microRNA mir-490
RF00793	Rfam	microRNA mir-497
RF00794	Rfam	microRNA mir-42
RF00795	Rfam	microRNA mir-43
RF00796	Rfam	microRNA mir-48
RF00797	Rfam	microRNA mir-355
RF00798	Rfam	microRNA mir-49
RF00799	Rfam	microRNA mir-354
RF00800	Rfam	microRNA mir-353
RF00801	Rfam	microRNA mir-280
RF00802	Rfam	microRNA mir-207
RF00803	Rfam	microRNA mir-425
RF00804	Rfam	microRNA mir-240
RF00805	Rfam	microRNA mir-351
RF00806	Rfam	microRNA mir-350
RF00807	Rfam	microRNA mir-314
RF00808	Rfam	microRNA mir-86
RF00809	Rfam	microRNA mir-241
RF00810	Rfam	microRNA mir-85
RF00811	Rfam	microRNA mir-84
RF00812	Rfam	microRNA mir-83
RF00813	Rfam	microRNA mir-11
RF00814	Rfam	microRNA mir-316
RF00815	Rfam	microRNA mir-244
RF00816	Rfam	microRNA mir-245
RF00817	Rfam	microRNA mir-80
RF00818	Rfam	microRNA mir-318
RF00819	Rfam	microRNA mir-246
RF00820	Rfam	microRNA mir-248
RF00821	Rfam	microRNA mir-249
RF00822	Rfam	microRNA mir-274
RF00823	Rfam	microRNA lsy-6
RF00824	Rfam	microRNA mir-50
RF00825	Rfam	microRNA mir-344
RF00826	Rfam	microRNA mir-55
RF00827	Rfam	microRNA mir-77
RF00828	Rfam	microRNA mir-75
RF00829	Rfam	microRNA mir-149
RF00830	Rfam	microRNA mir-74
RF00831	Rfam	microRNA mir-73
RF00832	Rfam	microRNA mir-71
RF00833	Rfam	microRNA mir-70
RF00834	Rfam	microRNA mir-268
RF00835	Rfam	microRNA mir-58
RF00836	Rfam	microRNA mir-250
RF00837	Rfam	microRNA mir-251
RF00838	Rfam	microRNA mir-252
RF00839	Rfam	microRNA mir-452
RF00840	Rfam	microRNA mir-374
RF00841	Rfam	microRNA mir-384
RF00842	Rfam	microRNA MIR403
RF00843	Rfam	microRNA mir-228
RF00844	Rfam	microRNA mir-67
RF00845	Rfam	microRNA MIR158
RF00846	Rfam	microRNA mir-64
RF00847	Rfam	microRNA mir-62
RF00848	Rfam	microRNA mir-61
RF00849	Rfam	microRNA mir-60
RF00850	Rfam	microRNA mir-259
RF00851	Rfam	microRNA mir-230
RF00852	Rfam	microRNA mir-231
RF00853	Rfam	microRNA mir-304
RF00854	Rfam	microRNA mir-5
RF00855	Rfam	microRNA mir-254
RF00856	Rfam	microRNA mir-232
RF00857	Rfam	microRNA mir-233
RF00858	Rfam	microRNA mir-306
RF00859	Rfam	microRNA mir-234
RF00861	Rfam	microRNA mir-488
RF00862	Rfam	microRNA mir-491
RF00863	Rfam	microRNA mir-BART17
RF00864	Rfam	microRNA mir-BART20
RF00865	Rfam	microRNA MIR169_5
RF00866	Rfam	microRNA mir-BART3
RF00867	Rfam	microRNA mir-BART5
RF00868	Rfam	microRNA mir-BART15
RF00869	Rfam	microRNA mir-BART7
RF00870	Rfam	microRNA mir-423
RF00871	Rfam	microRNA mir-689
RF00872	Rfam	microRNA mir-652
RF00873	Rfam	microRNA mir-550
RF00874	Rfam	microRNA mir-BART12
RF00875	Rfam	microRNA mir-692
RF00876	Rfam	microRNA mir-684
RF00877	Rfam	microRNA mir-592
RF00878	Rfam	microRNA mir-456
RF00879	Rfam	microRNA mir-615
RF00882	Rfam	microRNA MIR811
RF00883	Rfam	microRNA MIR820
RF00884	Rfam	microRNA MIR815
RF00885	Rfam	microRNA MIR821
RF00886	Rfam	microRNA MIR807
RF00887	Rfam	microRNA mir-802
RF00888	Rfam	microRNA mir-770
RF00890	Rfam	microRNA mir-668
RF00891	Rfam	microRNA mir-671
RF00892	Rfam	microRNA mir-551
RF00893	Rfam	microRNA MIR854
RF00894	Rfam	microRNA mir-790
RF00895	Rfam	microRNA mir-786
RF00896	Rfam	microRNA mir-787
RF00897	Rfam	microRNA mir-675
RF00898	Rfam	microRNA mir-242
RF00899	Rfam	microRNA mir-235
RF00900	Rfam	microRNA mir-255
RF00901	Rfam	microRNA MIR845_1
RF00902	Rfam	microRNA mir-791
RF00903	Rfam	microRNA mir-359
RF00904	Rfam	microRNA mir-392
RF00905	Rfam	microRNA mir-789
RF00906	Rfam	microRNA MIR1122
RF00907	Rfam	microRNA mir-941
RF00908	Rfam	microRNA MIR529
RF00909	Rfam	microRNA mir-883
RF00910	Rfam	microRNA mir-873
RF00911	Rfam	microRNA mir-672
RF00912	Rfam	microRNA mir-877
RF00914	Rfam	microRNA mir-674
RF00915	Rfam	microRNA mir-760
RF00917	Rfam	microRNA mir-708
RF00918	Rfam	microRNA mir-872
RF00919	Rfam	microRNA mir-874
RF00920	Rfam	microRNA MIR444
RF00921	Rfam	microRNA mir-665
RF00922	Rfam	microRNA mir-673
RF00925	Rfam	microRNA MIR1027
RF00926	Rfam	microRNA MIR1151
RF00927	Rfam	microRNA mir-582
RF00928	Rfam	microRNA mir-590
RF00929	Rfam	microRNA mir-574
RF00931	Rfam	microRNA mir-879
RF00932	Rfam	microRNA mir-471
RF00933	Rfam	microRNA mir-875
RF00934	Rfam	microRNA mir-463
RF00935	Rfam	microRNA mir-876
RF00936	Rfam	microRNA mir-744
RF00937	Rfam	microRNA mir-653
RF00939	Rfam	microRNA mir-504
RF00940	Rfam	microRNA mir-327
RF00941	Rfam	microRNA mir-434
RF00942	Rfam	microRNA mir-1224
RF00943	Rfam	microRNA MIR824
RF00945	Rfam	microRNA mir-1226
RF00946	Rfam	microRNA mir-1225
RF00947	Rfam	microRNA mir-929
RF00948	Rfam	microRNA mir-996
RF00949	Rfam	microRNA mir-983
RF00950	Rfam	microRNA mir-927
RF00951	Rfam	microRNA mir-1302
RF00952	Rfam	microRNA mir-650
RF00953	Rfam	microRNA mir-1497
RF00954	Rfam	microRNA MIR1446
RF00955	Rfam	microRNA mir-1829
RF00956	Rfam	microRNA MIR1444
RF00957	Rfam	microRNA mir-663
RF00958	Rfam	microRNA mir-498
RF00959	Rfam	microRNA mir-612
RF00960	Rfam	microRNA mir-661
RF00961	Rfam	microRNA mir-581
RF00962	Rfam	microRNA mir-586
RF00963	Rfam	microRNA mir-642
RF00964	Rfam	microRNA mir-938
RF00965	Rfam	microRNA mir-549
RF00966	Rfam	microRNA mir-676
RF00967	Rfam	microRNA mir-281
RF00968	Rfam	microRNA mir-626
RF00969	Rfam	microRNA mir-556
RF00970	Rfam	microRNA mir-648
RF00971	Rfam	microRNA mir-578
RF00972	Rfam	microRNA mir-651
RF00973	Rfam	microRNA mir-597
RF00974	Rfam	microRNA mir-607
RF00975	Rfam	microRNA MIR845_2
RF00976	Rfam	microRNA mir-583
RF00977	Rfam	microRNA mir-600
RF00978	Rfam	microRNA mir-638
RF00979	Rfam	microRNA mir-553
RF00980	Rfam	microRNA mir-643
RF00981	Rfam	microRNA mir-939
RF00983	Rfam	microRNA mir-662
RF00984	Rfam	microRNA mir-576
RF00985	Rfam	microRNA mir-640
RF00986	Rfam	microRNA mir-920
RF00987	Rfam	microRNA mir-589
RF00988	Rfam	microRNA mir-657
RF00989	Rfam	microRNA mir-492
RF00990	Rfam	microRNA mir-552
RF00991	Rfam	microRNA mir-599
RF00992	Rfam	microRNA mir-593
RF00993	Rfam	microRNA mir-1473
RF00994	Rfam	microRNA mir-1255
RF00995	Rfam	microRNA mir-616
RF00996	Rfam	microRNA mir-631
RF00997	Rfam	microRNA mir-942
RF00998	Rfam	microRNA mir-562
RF00999	Rfam	microRNA mir-924
RF01000	Rfam	microRNA mir-580
RF01001	Rfam	microRNA mir-609
RF01002	Rfam	microRNA mir-936
RF01003	Rfam	microRNA mir-563
RF01004	Rfam	microRNA mir-557
RF01005	Rfam	microRNA MIR530
RF01006	Rfam	microRNA mir-601
RF01007	Rfam	microRNA mir-624
RF01008	Rfam	microRNA mir-636
RF01009	Rfam	microRNA mir-M7
RF01010	Rfam	microRNA mir-632
RF01011	Rfam	microRNA mir-605
RF01012	Rfam	microRNA mir-628
RF01013	Rfam	microRNA mir-577
RF01014	Rfam	microRNA mir-1306
RF01015	Rfam	microRNA mir-885
RF01016	Rfam	microRNA mir-584
RF01017	Rfam	microRNA mir-625
RF01018	Rfam	microRNA mir-569
RF01019	Rfam	microRNA mir-922
RF01020	Rfam	microRNA mir-572
RF01021	Rfam	microRNA mir-558
RF01022	Rfam	microRNA mir-611
RF01023	Rfam	microRNA mir-940
RF01024	Rfam	microRNA mir-944
RF01025	Rfam	microRNA mir-934
RF01026	Rfam	microRNA MIR828
RF01027	Rfam	microRNA mir-765
RF01028	Rfam	microRNA mir-633
RF01029	Rfam	microRNA mir-649
RF01030	Rfam	microRNA mir-422
RF01031	Rfam	microRNA mir-639
RF01032	Rfam	microRNA mir-554
RF01033	Rfam	microRNA mir-767
RF01034	Rfam	microRNA mir-618
RF01035	Rfam	microRNA mir-887
RF01036	Rfam	microRNA mir-567
RF01037	Rfam	microRNA mir-644
RF01038	Rfam	microRNA mir-1307
RF01039	Rfam	microRNA mir-937
RF01040	Rfam	microRNA mir-573
RF01041	Rfam	microRNA mir-604
RF01042	Rfam	microRNA mir-891
RF01043	Rfam	microRNA MIR1023
RF01044	Rfam	microRNA mir-345
RF01045	Rfam	microRNA mir-544
RF01046	Rfam	Wingless localisation element 3 (WLE3)
RF01047	Rfam	HBV RNA encapsidation signal epsilon
RF01050	Rfam	Saccharomyces telomerase
RF01051	Rfam	Cyclic di-GMP-I riboswitch
RF01052	Rfam	Arthropod 7SK RNA
RF01053	Rfam	Deinococcus radiodurans Y RNA
RF01054	Rfam	preQ1-II (pre queuosine) riboswitch
RF01055	Rfam	Moco (molybdenum cofactor) riboswitch
RF01056	Rfam	Magnesium Sensor
RF01057	Rfam	S-adenosyl-L-homocysteine riboswitch
RF01059	Rfam	microRNA mir-598
RF01061	Rfam	microRNA mir-548
RF01063	Rfam	microRNA mir-324
RF01064	Rfam	microRNA mir-253
RF01065	Rfam	23S methyl RNA motif
RF01066	Rfam	6C RNA
RF01067	Rfam	ATPC RNA motif
RF01068	Rfam	mini-ykkC RNA motif
RF01069	Rfam	purD RNA motif
RF01070	Rfam	SucA RNA motif
RF01071	Rfam	Ornate Large Extremophilic RNA
RF01072	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01073	Rfam	Gag/pol translational readthrough site
RF01074	Rfam	Putative RNA-dependent RNA polymerase ribosomal frameshift site
RF01075	Rfam	Pseudoknot of tRNA-like structure
RF01076	Rfam	Polymerase ribosomal frameshift site
RF01077	Rfam	Pseudoknot of tRNA-like structure
RF01078	Rfam	3'-terminal pseudoknot in PYVV
RF01079	Rfam	Putative RNA-dependent RNA polymerase ribosomal frameshift site
RF01080	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01081	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01082	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01083	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01084	Rfam	Pseudoknot of tRNA-like structure
RF01085	Rfam	Pseudoknot of tRNA-like structure
RF01087	Rfam	Pseudoknot of the regulatory region of the repZ gene
RF01088	Rfam	Pseudoknot of tRNA-like structure
RF01089	Rfam	Pseudoknot of the regulatory region of the repBA gene
RF01090	Rfam	Edr gene ribosomal frameshift signal
RF01091	Rfam	3'-terminal pseudoknot in SPCSV
RF01092	Rfam	Gag/pol translational readthrough site
RF01093	Rfam	Ma3 gene ribosomal frameshift signal
RF01094	Rfam	Polymerase ribosomal frameshift site
RF01095	Rfam	3'-terminal pseudoknot of CuYV/BPYV
RF01096	Rfam	HepA virus 3'-terminal pseudoknot
RF01097	Rfam	Gag/pro ribosomal frameshift site
RF01098	Rfam	Gag/pro ribosomal frameshift site
RF01099	Rfam	Pseudoknot of influenza A virus gene
RF01100	Rfam	3'-terminal pseudoknot in BYV
RF01101	Rfam	Pseudoknot of tRNA-like structure
RF01102	Rfam	5'-leader pseudoknot of TEV/CVMV
RF01103	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01104	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01105	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01106	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01107	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01108	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01109	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01111	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01112	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01113	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01114	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01115	Rfam	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01116	Rfam	Cyanobacterial functional RNA 1
RF01117	Rfam	Ciona microRNA mir-92
RF01118	Rfam	Pseudoknot of the domain G(G12) of 23S ribosomal RNA
RF01119	Rfam	Small nucleolar RNA sR32
RF01120	Rfam	Small nucleolar RNA sR33
RF01121	Rfam	Small nucleolar RNA sR38
RF01122	Rfam	Small nucleolar RNA sR39
RF01123	Rfam	Small nucleolar RNA sR35
RF01124	Rfam	Small nucleolar RNA sR36
RF01125	Rfam	Small nucleolar RNA sR4
RF01126	Rfam	Small nucleolar RNA sR41
RF01127	Rfam	Small nucleolar RNA sR42
RF01128	Rfam	Small nucleolar RNA sR42
RF01129	Rfam	Small nucleolar RNA sR44
RF01130	Rfam	Small nucleolar RNA sR46
RF01131	Rfam	Small nucleolar RNA sR47
RF01132	Rfam	Small nucleolar RNA sR48
RF01133	Rfam	Small nucleolar RNA sR3
RF01134	Rfam	Small nucleolar RNA sR30
RF01135	Rfam	Small nucleolar RNA sR24
RF01136	Rfam	Small nucleolar RNA sR28
RF01137	Rfam	Small nucleolar RNA sR21
RF01138	Rfam	Small nucleolar RNA sR23
RF01139	Rfam	Small nucleolar RNA sR2
RF01140	Rfam	Small nucleolar RNA sR20
RF01141	Rfam	Small nucleolar RNA sR18
RF01142	Rfam	Small nucleolar RNA sR19
RF01143	Rfam	Small nucleolar RNA sR16
RF01144	Rfam	Small nucleolar RNA sR17
RF01145	Rfam	Small nucleolar RNA sR14
RF01146	Rfam	Small nucleolar RNA sR15
RF01147	Rfam	Small nucleolar RNA sR12
RF01148	Rfam	Small nucleolar RNA sR13
RF01149	Rfam	Small nucleolar RNA sR10
RF01150	Rfam	Small nucleolar RNA sR11
RF01151	Rfam	Small nucleolar RNA U82P
RF01152	Rfam	Small nucleolar RNA sR1
RF01153	Rfam	Small nucleolar RNA sn3060
RF02276	Rfam	Hammerhead ribozyme (type II)
RF01155	Rfam	Small nucleolar RNA snoR101
RF01156	Rfam	Small nucleolar RNA SNORD123
RF01157	Rfam	Small nucleolar RNA sn1185
RF01158	Rfam	Small nucleolar RNA SNORD108
RF01159	Rfam	Small nucleolar RNA U18
RF01160	Rfam	Small nucleolar RNA sn2841
RF01161	Rfam	Small nucleolar RNA SNORD5
RF01162	Rfam	Small nucleolar RNA sn668
RF01163	Rfam	Small nucleolar RNA snoR64a
RF01164	Rfam	Small nucleolar RNA SNORD107
RF01165	Rfam	Small nucleolar RNA sn2317
RF01166	Rfam	Small nucleolar RNA sn3071
RF01167	Rfam	Small nucleolar RNA sn2429
RF01168	Rfam	Small nucleolar RNA SNORD126
RF01169	Rfam	Small nucleolar RNA SNORD112
RF01170	Rfam	Small nucleolar RNA U61
RF01171	Rfam	Small nucleolar RNA snoR4
RF01172	Rfam	Small nucleolar RNA sn2343
RF01173	Rfam	Small nucleolar RNA U105B
RF01174	Rfam	Small nucleolar RNA U43
RF01175	Rfam	Small nucleolar RNA U83
RF01176	Rfam	Small nucleolar RNA snR78
RF01177	Rfam	Small nucleolar RNA snR67
RF01178	Rfam	Small nucleolar RNA snoR77Y
RF01179	Rfam	Small nucleolar RNA U83
RF01180	Rfam	Small nucleolar RNA snoR110
RF01181	Rfam	Small nucleolar RNA snR77
RF01182	Rfam	Small nucleolar RNA SNORD11
RF01183	Rfam	Small nucleolar RNA SNORD19B
RF01184	Rfam	Small nucleolar RNA snR79
RF01185	Rfam	Small nucleolar RNA snR75
RF01186	Rfam	Small nucleolar RNA SNORD127
RF02275	Rfam	Hammerhead ribozyme HH9
RF01188	Rfam	Small nucleolar RNA snR56
RF01189	Rfam	Small nucleolar RNA sn1502
RF01190	Rfam	Small nucleolar RNA snR50
RF01191	Rfam	Small nucleolar RNA SNORD121A
RF01192	Rfam	Small nucleolar RNA SNORD11B
RF01193	Rfam	Small nucleolar RNA snoR20a
RF01194	Rfam	Small nucleolar RNA sn2903
RF01195	Rfam	Small nucleolar RNA snR52
RF01196	Rfam	Small nucleolar RNA Z30a
RF01197	Rfam	Small nucleolar RNA snR39
RF01198	Rfam	Small nucleolar RNA snoR69Y
RF01199	Rfam	Small nucleolar RNA snR58
RF01200	Rfam	Small nucleolar RNA SNORD125
RF01201	Rfam	Small nucleolar RNA snR40
RF01202	Rfam	Small nucleolar RNA sn2991
RF01203	Rfam	Small nucleolar RNA snR47
RF01204	Rfam	Small nucleolar RNA snR65
RF01205	Rfam	Small nucleolar RNA snR62
RF01206	Rfam	Small nucleolar RNA snoR109
RF01207	Rfam	Small nucleolar RNA snR73
RF01208	Rfam	Small nucleolar RNA snoR99
RF01209	Rfam	Small nucleolar RNA snR76
RF01210	Rfam	Small nucleolar RNA U13
RF01211	Rfam	Small nucleolar RNA SNORD124
RF01212	Rfam	Small nucleolar RNA sn2524
RF01213	Rfam	Small nucleolar RNA snoR103
RF01214	Rfam	Small nucleolar RNA snR51
RF01215	Rfam	Small nucleolar RNA snoR97
RF01216	Rfam	Small nucleolar RNA snR87
RF01218	Rfam	Small nucleolar RNA snR41
RF01219	Rfam	Small nucleolar RNA snoR100
RF01220	Rfam	Small nucleolar RNA snoR104
RF01221	Rfam	Small nucleolar RNA U6-47
RF01222	Rfam	Small nucleolar RNA sn2417
RF01223	Rfam	Small nucleolar RNA snR13
RF01224	Rfam	Small nucleolar RNA snoR80
RF01225	Rfam	Small nucleolar RNA ACA64
RF01226	Rfam	Small nucleolar RNA Z5
RF01227	Rfam	Small nucleolar RNA snoR83
RF01228	Rfam	Small nucleolar RNA snoR111
RF01229	Rfam	Small nucleolar RNA SNORA84
RF01230	Rfam	Small nucleolar RNA snoR77
RF01231	Rfam	Small nucleolar RNA snoR74
RF01232	Rfam	Small nucleolar RNA R442
RF01233	Rfam	Small nucleolar RNA U109
RF01234	Rfam	Small nucleolar RNA SNORA47
RF01235	Rfam	Small nucleolar RNA snR68
RF01236	Rfam	Small nucleolar RNA U19
RF01237	Rfam	Small nucleolar RNA snR161
RF01238	Rfam	Small nucleolar RNA snR70
RF01239	Rfam	Small nucleolar RNA snR49
RF01240	Rfam	Small nucleolar RNA snR85
RF01241	Rfam	Small nucleolar RNA SNORA81
RF01242	Rfam	Small nucleolar RNA snR36
RF01243	Rfam	Small nucleolar RNA snR33
RF01244	Rfam	Small nucleolar RNA snR4
RF01245	Rfam	Small nucleolar RNA snR9
RF01246	Rfam	Small nucleolar RNA snR81
RF01247	Rfam	Small nucleolar RNA snR32
RF01248	Rfam	Small nucleolar RNA snR8
RF01249	Rfam	Small nucleolar RNA snR190
