SeqID	Architecture
8929	_gap_,46689,_gap_
83706	_gap_,47031,50729,47031,50729
51194	_gap_,48371,_gap_
6778	48092,47655,49417,55550,_gap_
170691	_gap_,55486,82895,_gap_,82895,82895,82895,82895,_gap_
55161	_gap_
1607	47473,47473,57889,57889,_gap_,111331,_gap_
3980	_gap_,57716,117018,56091,50249,_gap_,52113
51531	118196,118196
27324	_gap_,47095,_gap_
80205	_gap_,54160,54160,52540,52540,_gap_,160481,160481,_gap_
55363	_gap_
5976	_gap_,52540,_gap_
285429	_gap_,50978
204219	_gap_,46689,_gap_
117584	57903,_gap_,68906,57850
5255	48208,_gap_
100130733	_gap_,52058,_gap_
10541	52058,_gap_
54187	51569,51269
55959	_gap_,53649,53649
84304	_gap_
389206	_gap_
728656	_gap_
140460	48403,158235
3698	_gap_,53300,_gap_
4035	57424,57424,57184,63825,_gap_,63825,57196,57424,57424,57424,57424,57424,57424,57424,57424,57184,63825,_gap_,63825,_gap_,63825,57184,63825,_gap_,57424,57424,57424,57424,57424,57424,57424,57424,57424,_gap_,57184,63825,_gap_,57424,57424,57424,57424,57424,57424,57424,57424,57424,57424,57424,57196,_gap_,63825,_gap_,57196,_gap_
5892	_gap_,52540
392636	_gap_
9830	57845,_gap_,49899
285671	_gap_,57850,_gap_
2657	_gap_,57501
220	53720
152573	_gap_
10396	_gap_,81653,_gap_,81660,56784,81665
401190	_gap_
10715	_gap_
4223	_gap_,46689,_gap_
100132916	_gap_
7464	50978,_gap_
645974	54928,_gap_
340529	54928,_gap_
285672	_gap_
79705	48403,52058,52540,_gap_,56112,50978,_gap_
25928	_gap_
645996	143113
2286	54534
4674	_gap_,143113,_gap_
10283	50891,_gap_
5934	_gap_,47954,_gap_,47954,47954,_gap_
100506049	52058,_gap_
54752	_gap_,49265,_gap_
53344	_gap_
57580	_gap_,48065,50729,46785,46785,50156,50156,_gap_
389207	_gap_,52833
9568	_gap_,53822,_gap_
57037	48403,_gap_,144232,_gap_
54475	_gap_,50978
386617	_gap_,54695,_gap_
11174	_gap_,55486,82895,_gap_,82895,82895,82895,82895,_gap_
285525	_gap_
22944	57667,_gap_
26472	81790
64400	_gap_,54495,_gap_
28969	48371
389874	_gap_,57756,57756,57756
60558	_gap_,52540,50447,54980,54980,_gap_
5331	50729,47473,_gap_,51695,49562,_gap_,69989
203286	48403,48403,_gap_,47769
132789	100950
23322	_gap_,49562,_gap_,49562,_gap_
509	52943
54555	_gap_,52540,_gap_
146862	48452,48371,48371
2565	_gap_,63712,90112
340533	_gap_
64105	_gap_
2555	63712,90112
22856	_gap_,53448,_gap_,53448
79695	_gap_,53448,50370
10564	_gap_,48425,_gap_,48371,_gap_
1306	49899,_gap_,56436,_gap_,56436
22	_gap_,90123,52540
27075	_gap_
6627	52058,_gap_
146861	_gap_,103481,103481
572	_gap_
10551	52833
170712	81423
11247	_gap_
56834	_gap_
91607	_gap_,52540
9454	50729,_gap_
1434	_gap_,48371,_gap_
6472	_gap_,53383
2557	63712,90112,_gap_
23398	_gap_,50978,_gap_,50891
155465	52833
2560	63712,90112
10952	_gap_
139596	_gap_,53271
2625	_gap_,57716,57716,_gap_
79191	_gap_,46689,_gap_
55106	_gap_
8013	_gap_,57716,48508
54951	_gap_
196	47459,55785,_gap_,55785,_gap_
50801	81324,81324,_gap_
10265	_gap_,46689,_gap_
6780	_gap_,54768,54768,54768,_gap_
57205	_gap_,81653,_gap_,81660,56784,81665
158866	_gap_
146857	_gap_,52540
10659	54928,_gap_,54928,_gap_
4313	47090,55486,57440,57440,57440,_gap_,50923
139599	_gap_
23161	_gap_,48097,64268,_gap_
23071	52833,52833,52833
373	57850,_gap_,57845,_gap_,52540
51260	_gap_
57692	_gap_
27130	48403,48403,_gap_
342618	_gap_,52540,_gap_
2101	_gap_,57716,48508
54947	69593,47473
10699	_gap_,63501,57424,57424,57424,57424,63501,57424,57424,57424,56487,50494
5193	_gap_,57850
246329	_gap_,57889,_gap_,50044,50044
6530	161070
80006	_gap_
51504	_gap_,158997
163	48371,_gap_,49348,55711
93436	48371
25824	_gap_,52833
54881	48371,_gap_
1066	_gap_,53474,_gap_
221823	_gap_,53271
152518	_gap_,57850,_gap_
9734	_gap_,52768,_gap_
284439	103506
80213	_gap_
54557	48452
91283	_gap_
283234	116907,_gap_
57486	_gap_,55486,_gap_
54929	_gap_
100526694	_gap_,100895,_gap_,100895,_gap_,57196,_gap_
123283	_gap_,81271,55186,55681,52954
8577	_gap_,100895,_gap_,100895,_gap_,57196,_gap_
91608	52540
55661	_gap_,52540,52540,_gap_
246176	47576,143575,_gap_
347273	_gap_
54886	48317
79746	52096
146853	_gap_
1259	_gap_,81324,_gap_,51206,_gap_
55914	52047,52058,_gap_,50156
2775	_gap_,47895,52540
83729	_gap_,57501
2735	_gap_,57667,57667,57667,_gap_
570	53474
8986	_gap_,56112,56112,_gap_
267	_gap_,57850,_gap_
84061	52833,_gap_
254427	_gap_
57169	48371,_gap_,52540,_gap_
8148	_gap_,54928,90209,_gap_
7743	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
100996455	_gap_
55867	_gap_,103473,_gap_
11051	55811
26019	48371,48371,48371,_gap_
390648	81321
7294	_gap_,50044,55550,56112
229	51569
390649	81321
64333	_gap_,50044,_gap_,51045,_gap_,50729,48350
26682	81321
7291	_gap_,47459
7006	50729,50044,55550,56112
256957	48371
222894	_gap_,47459
116085	_gap_,103473,_gap_
583	50978,_gap_
221830	_gap_
56254	_gap_,57850
256130	_gap_
5740	48264
57606	_gap_
346389	_gap_
8625	48403
201299	54928,54768,_gap_
84560	57868
9379	49899,49899,49899,49899,49899,49899,_gap_
116443	_gap_,53822,53850,_gap_
3696	_gap_,103575,_gap_,53300,69179,_gap_,57196,57196,_gap_
9334	_gap_,53448
201780	_gap_
140890	54928,_gap_,54928,_gap_
5535	47473
326340	_gap_
1539	_gap_
4141	_gap_,47616,_gap_,57770,52374,47323,47060
340273	_gap_,90123,52540,90123,52540
285527	_gap_,48371,_gap_,48371,_gap_
23315	_gap_
55526	_gap_,52518,52518,_gap_
10592	_gap_,52540,_gap_,75553,_gap_
375449	_gap_,140482,_gap_,56112,_gap_,50156,_gap_
57151	53955
4489	57868
6360	_gap_,54117
9825	_gap_
55176	103491
126382	49785
55905	57850,_gap_
1463	_gap_,48726,56436,56436,_gap_,57196,56436,57535,_gap_
6615	_gap_,57667,57667,57667
387522	_gap_,54495
6348	54117
404037	_gap_,48726,56436,56436
4501	57868
138805	81321
10235	48366,47473,57889,_gap_
53345	_gap_
138804	81321
138803	_gap_,81321
114785	54171,_gap_
7335	54495
138802	81321
138799	81321
54940	_gap_
392376	81321
286362	81321
6671	_gap_,57667,57667,_gap_
286365	_gap_,81321
11164	55811
6559	_gap_
25934	54909,54909
57794	_gap_,109905,109905,_gap_
55335	54909,54909
10540	_gap_
19	_gap_,52540,_gap_,52540,_gap_
9709	54236,_gap_
387521	_gap_
8872	_gap_
4064	_gap_,52058,52058,_gap_
414062	54117
5295	50044,48350,55550,_gap_,55550
23383	48452,48452
1051	_gap_,57959
51616	47113,_gap_
1071	55394,55394
55536	_gap_
10800	81321
5770	52799,_gap_
203430	_gap_,57756
2846	81321,_gap_
132299	_gap_
64924	_gap_,161111,_gap_
57118	56112,_gap_
140876	_gap_
84166	_gap_,52540,_gap_,52047,52047,52047,52047
23446	_gap_
27334	81321
9560	54117
84636	81321
9452	_gap_
5837	_gap_,53756,_gap_
80157	_gap_,56219
84612	54277,50156,_gap_
83643	_gap_
3798	52540,_gap_
55653	_gap_
50945	_gap_,49417,_gap_
83856	_gap_,49265,49899
83983	56112
891	_gap_,47954,47954
23142	_gap_
169966	_gap_
56940	52799
23394	_gap_,46689,_gap_
254065	_gap_,50978,_gap_,47370,_gap_,47370,_gap_
2218	_gap_
256227	_gap_
79837	_gap_,56104
7536	_gap_,54791,_gap_
64946	_gap_
3662	46785,_gap_,49879
8813	53448
221184	49562,49562,53300
374887	_gap_,64153
3569	_gap_,47266
6887	47459
92259	_gap_
55151	_gap_
80011	_gap_
196403	_gap_,57850,_gap_
55388	_gap_
339977	_gap_,52058,_gap_
6443	_gap_
1022	56112
55770	81296,_gap_
132671	_gap_
89970	48371,49899,57850
58499	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
115557	_gap_,48065,50729,_gap_
80714	_gap_,46689,_gap_
3755	_gap_,54695,_gap_,81324,_gap_
79366	_gap_
51090	_gap_
64854	_gap_,54001
101060321	_gap_,47923,_gap_
729877	_gap_,47923,_gap_
9170	81321,_gap_
54543	_gap_
6367	_gap_,54117
202243	_gap_
4773	_gap_,49417,81296,_gap_
5887	54236,_gap_,46934,_gap_,101238,46934
65012	_gap_,52091
51291	_gap_,103657,_gap_,57889,48350,_gap_
6361	_gap_,54117
221044	_gap_
5871	56112,_gap_
5264	51197
9326	144232,_gap_
84668	_gap_
65997	52540
57019	53335,_gap_
6451	52833
152579	_gap_,56815
9314	_gap_,57667,57667
10079	_gap_,81653,_gap_,81660,56784,81665
80179	_gap_,52540,_gap_
2583	_gap_,53448
81608	_gap_,56112,_gap_
102157402	47113,_gap_
57130	_gap_,81653,_gap_,81660,56784,81665
57017	_gap_
55975	54695,_gap_,117281
135458	_gap_
22929	55326,56042
10881	53067,53067
1538	_gap_
10956	_gap_,50911,_gap_
27330	_gap_,56112,56112
8518	69322,_gap_
2295	_gap_,46785,_gap_
2296	_gap_,46785,_gap_
57167	_gap_,57667,_gap_,57667,57667,_gap_,57667,_gap_
139324	46689,_gap_,46689,_gap_
5432	_gap_,56553,55257
84708	57850,_gap_,50156,50156,50156,50156
5884	_gap_,52540,_gap_
284098	_gap_
222389	_gap_
79893	_gap_
4221	_gap_
55734	_gap_,57667,57667,57667,57667,57667,57667,_gap_
2762	_gap_,51735
11097	_gap_
139322	_gap_
92922	_gap_,90257,_gap_
26511	_gap_
54942	_gap_,51230
340562	_gap_,55729
221188	_gap_
7561	109640,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
154386	_gap_
79154	51735
340156	_gap_,56112
8559	_gap_,158230,47938
8727	_gap_,47220,_gap_,47220,47220
170825	_gap_,46689,_gap_
7552	_gap_,57667,_gap_,57667,57667,57667,57667,57667
5156	48726,48726,48726,48726,_gap_,56112,_gap_
10457	_gap_,49299,_gap_
56897	_gap_,52540,48019
79922	55315,75217
153562	_gap_,144292
128553	_gap_
116986	_gap_,52540,50729,_gap_,57863,48403
3975	57716,57716,_gap_,46689,_gap_
9289	_gap_
23731	_gap_
79983	_gap_
3815	_gap_,48726,48726,48726,_gap_,56112,_gap_
1992	56574
55691	54236,47031,50729,_gap_
26574	_gap_
728340	_gap_,53300,_gap_,57889
7764	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
3791	_gap_,48726,48726,48726,48726,48726,48726,_gap_,56112,_gap_
5272	56574
54566	_gap_,54236,47031,50729,_gap_
1121	_gap_,51905,54373,_gap_
81931	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
90649	109640,_gap_,57667,57667,57667,57667,57667,57667
79644	_gap_
31	_gap_,52440,56059,51246,_gap_,51230,_gap_,52096,_gap_,52096,_gap_
55858	_gap_
6302	_gap_
117154	_gap_,46955,_gap_
10643	54928,_gap_,54791,54791,54791,54791
8537	_gap_
5774	54236,47031,50729,_gap_,50156,52799
1019	56112
9575	47459,55785,_gap_,55785,_gap_
100506658	103473,_gap_,144292
83641	_gap_
4835	52218
56062	_gap_,54695,_gap_,117281
222487	_gap_
1591	_gap_,48264
29896	_gap_,54928,_gap_
8293	_gap_
728492	_gap_
92979	_gap_,57850,_gap_
53336	_gap_
90316	_gap_,46689,_gap_
8737	56112,_gap_,47986
10874	_gap_
90693	_gap_
1594	_gap_,48264
55561	_gap_,56112,_gap_,57889,50729,_gap_
84229	54001,_gap_
6607	_gap_,63748,_gap_
6606	_gap_,63748,_gap_
140886	_gap_,54928,_gap_,54928,_gap_
55816	50729,50729,_gap_
340277	_gap_
10300	50978,_gap_
27328	_gap_,49313,49313,49313,49313,49313,49313,_gap_
55763	_gap_
4234	53335
670	53474
140689	_gap_,49842
56164	_gap_,63748,50199,_gap_,56112
4159	_gap_,81321
25895	53335
445815	_gap_
51182	53067,53067,100920
284099	_gap_
116151	_gap_
10102	_gap_,46934,54713,54713
7280	52490,55307
9662	_gap_
23130	_gap_
11217	_gap_
6790	_gap_,56112
4675	_gap_,143113
401546	_gap_
286499	_gap_
347733	52490,55307
7295	52833
11072	52799
132949	56801,47336,50998
255220	52833,_gap_
1258	_gap_,81324,_gap_,51206,_gap_
10106	_gap_,56784
79723	54160,82199
4852	_gap_
389362	_gap_
5526	48371
11276	_gap_,47473,_gap_
51678	_gap_,101288,50156,50044,52540
91419	_gap_
63027	_gap_,103473,_gap_
64421	56281,_gap_
57567	_gap_,57667,_gap_,57667,57667,57667,57667,57667,57667,57667
170589	57501
5471	56235,53271
1687	_gap_
121227	52047,52058,_gap_,48726,48726,48726,_gap_
283129	_gap_
29935	50249,46785
57526	_gap_,49313,49313,49313,49313,49313,_gap_
79650	_gap_
10606	56104,52255
116071	57959,_gap_
2966	_gap_,53300,_gap_,57889
4324	_gap_,47090,55486,50923,_gap_
26031	50729,_gap_,144000
402	52540
64102	_gap_
221749	64268,_gap_
29105	_gap_
7105	_gap_,48652,_gap_
1459	56112
29907	64268,_gap_,116846
26240	_gap_
6928	100957,_gap_,47413,_gap_,46689,_gap_
29070	_gap_
8899	_gap_,56112
9194	103473
221191	50494,_gap_
644890	_gap_
10004	_gap_,52025,53187,53187,47672
64785	160059,158573
57091	50044,_gap_
7639	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
338811	_gap_
84525	46689
27286	_gap_,57535,57535,_gap_,57535,_gap_
55301	53474
65009	53474
94121	57903,_gap_,49562,49562
51507	_gap_
9958	143791,54236,_gap_,54001,55205,_gap_
222826	_gap_
136895	_gap_
55814	_gap_,46689,_gap_
9397	_gap_,55729,55729
80264	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
404220	_gap_
9603	_gap_,47454,57959,_gap_
3181	_gap_,54928,54928,_gap_
6691	_gap_,100895
1478	54928,_gap_
4593	48726,48726,48726,_gap_,56112
5978	_gap_,57667,57667,57667,_gap_
10455	_gap_,47027,52096
113130	_gap_
7542	_gap_
27035	_gap_,63380,52343
11335	54160,54160
5431	64484
23019	_gap_
738	74788,_gap_
388799	_gap_
7022	_gap_
221060	_gap_
29887	64268,_gap_
1902	_gap_,81321
10557	_gap_,55315,_gap_
655	_gap_,57501
7108	_gap_
221061	_gap_
7562	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
402415	_gap_
9425	_gap_,54160,_gap_,52096
30837	_gap_,55550,158235
26248	_gap_,81321
285941	_gap_
392509	52540
23392	_gap_,48371,48371,48371,_gap_
8935	_gap_,50729,_gap_,50044
23626	_gap_,56726
64087	52096,52096
57636	_gap_,50156,_gap_,50729,48350,_gap_
23284	_gap_,81321,_gap_
284443	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
79979	_gap_,53335,_gap_
10799	_gap_
741	144232,_gap_
3198	_gap_,46689,_gap_
57460	_gap_,81606,_gap_
80013	_gap_,47473,_gap_
59353	_gap_
2491	_gap_
740	_gap_
353088	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
3199	_gap_,46689,_gap_
84447	_gap_,57850,_gap_
55544	54928,_gap_
283417	_gap_
3200	_gap_,46689,_gap_
9607	_gap_,64546
9317	51556
100170841	_gap_
4131	_gap_
140690	_gap_,57667,57667,57667,57667,57667,57667,57667,_gap_
1821	_gap_,46966,46966,51045,47473,47473,57850,_gap_
10329	_gap_
2806	53383
10667	55681,54991
389941	_gap_,49842
158399	_gap_,47353,109640,_gap_,57667,57667,57667,57667,57667,57667
3201	_gap_,46689,_gap_
54457	_gap_
22949	50129,51735,50129
23107	_gap_
6251	52058
3202	_gap_,46689
387778	_gap_
7703	57850,_gap_
1678	144122
1006	_gap_,49313,49313,49313,49313,49313,_gap_
3203	_gap_,46689
823	54001,49758,47473
2162	81296,54001,49309,49309
3204	_gap_,46689,_gap_
1060	_gap_,51182
5691	56235
3205	_gap_,46689
3206	_gap_,46689
79810	_gap_
8396	_gap_,56104
8029	_gap_,57196,57184,57196,57196,57196,57196,57196,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854,49854
26228	50729,55550
1003	_gap_,49313,49313,49313,49313,49313,_gap_
54883	_gap_
548645	_gap_,46565,_gap_
388381	_gap_
29110	56112,_gap_
113835	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
552891	_gap_,46565
7084	_gap_,52540
2790	48670
3207	_gap_,46689
3927	57716,_gap_,50044
6239	_gap_,57667,57667,_gap_,57667,_gap_,57667,57667,_gap_,57667,_gap_,57667,_gap_,57667,_gap_
158401	_gap_
51192	_gap_
9407	82671,50494
283349	_gap_,54236,_gap_
163223	_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667
2128	_gap_,46689,_gap_
113540	_gap_
339967	82671,50494
81030	46785,46785,_gap_
2799	_gap_,53649
11112	51735,48179
2717	51445,51011
494188	81383,_gap_
389208	_gap_,82671,50494
10435	_gap_
132724	82671,50494
8887	_gap_
57125	_gap_
3188	54928,54928,_gap_,54928,_gap_
6745	_gap_
64420	57184,57535,57535,_gap_
56937	_gap_
146225	_gap_
115548	103657,_gap_
123920	_gap_
28983	82671,50494
11197	_gap_
7367	53756
220359	46689,46689,_gap_
128602	_gap_
7431	_gap_,64593,_gap_,64593,_gap_
285782	_gap_
7366	53756
283130	103506
146223	_gap_
79799	53756
134285	_gap_
148198	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
23592	63451,_gap_,54928,_gap_
782	_gap_,50044,52540,_gap_
9991	_gap_,54928,54928,_gap_,54928,54928
221895	57667,_gap_
1783	52540,_gap_
134288	_gap_
10720	53756
51309	48371
54470	_gap_
689	_gap_
253827	51316
9586	57667,_gap_,57959,_gap_
51566	48371
83732	_gap_,56112,_gap_
57615	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
7364	53756
8883	69572
57763	_gap_,48403
9823	_gap_,48371
83786	_gap_,47031,_gap_
54490	53756
1832	_gap_,46966,_gap_,46966,_gap_,46966,_gap_,75399,75399,75399,75399,_gap_
9200	_gap_
57403	52540
84263	51735,55718
7363	53756
84135	_gap_,50978,_gap_
8027	48464,_gap_,50044,_gap_
55998	54928,52058,54427
57410	56112,48371
9217	49354,_gap_
100129940	_gap_
154007	_gap_,57667,_gap_
54504	_gap_,53474
766	51069
100129543	109640,_gap_,57667,57667,57667,57667,57667,57667,57667
654	_gap_,57501
64283	_gap_,57889,_gap_,48065,50729,_gap_
81567	52833,52833,52833
164284	_gap_
57546	_gap_,81606,_gap_
653567	_gap_
1014	49313,49313,49313,49313,49313,49313,_gap_
401548	_gap_,64268,103657
63915	_gap_
11213	47986,56112,_gap_
1124	55550,_gap_,57889,48350
8675	_gap_,47661,_gap_
6236	52540
140597	_gap_
57864	_gap_,103473
9521	_gap_,47616
1318	_gap_
51647	_gap_,117916
340542	_gap_
7644	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667,_gap_
100996648	_gap_
51000	_gap_
92797	_gap_,52540,52540,_gap_
8824	_gap_,53474,_gap_
23307	_gap_,54534,_gap_
8507	54695,_gap_,117281
4054	_gap_,57196,_gap_,57581,57196,57581,_gap_,57184,57184,57184,57581,57184,57581,57196,57196
23491	_gap_,53474,_gap_
4360	50370,57440,56436,56436,56436,56436,56436,56436,56436,56436,_gap_
23426	50156,50156,50156,_gap_,50156,50156,50156,_gap_,50156,_gap_
3074	_gap_,55545,51445
1317	_gap_
222171	_gap_
246184	_gap_
644150	_gap_
221074	_gap_
9128	_gap_,158230,_gap_,50978
56001	_gap_,54928,52058,54427,46934
728343	_gap_,54928,52058,54427,46934
100652930	_gap_,53187,_gap_
9805	_gap_
138065	57850,_gap_
865	50723
84340	52540,50447,54980,54211,54980
171392	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
114987	50978
80262	_gap_
2778	_gap_,47895,52540
783	_gap_,50044,52540,_gap_
7020	_gap_
55336	81383,52047,_gap_
54836	57845,_gap_,49899
3299	46785,_gap_
10412	_gap_
148213	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
55033	54534,47473
81932	56784
26049	_gap_
210	51569
84725	50729,_gap_,110004
388524	52313,_gap_
8996	_gap_,47986,_gap_
3458	47266
2651	_gap_
54107	47113
6143	48140,_gap_
64860	48371
222166	_gap_
257169	_gap_
653319	_gap_
221079	52540
3156	82866,_gap_,55035,56542
223082	_gap_,57850
9737	_gap_,48371
55801	47266
342667	_gap_,57889,_gap_,50044
9534	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667,57667,57667
10534	_gap_
5998	_gap_,49562,50156,_gap_,50729,_gap_,48097
10392	47986,_gap_,52047
50616	47266
283849	_gap_
114928	_gap_,48371
254102	_gap_,47576,_gap_
347744	_gap_
80823	_gap_,48371
56890	_gap_
1874	46785,144074,_gap_
79017	110857
55003	50978,_gap_
5469	_gap_
10089	81324,81324
51522	_gap_
79767	_gap_,48371,50729,_gap_
84898	_gap_
5908	52540
10087	_gap_,50729,_gap_,55961
342865	48726,_gap_
2617	_gap_,47060,55681,_gap_,52954
51755	_gap_,56112,_gap_
4296	_gap_,50044,56112,_gap_
81853	_gap_
26231	52047
55859	_gap_
1395	111418,81321
56000	_gap_,54928,_gap_,54427
79156	50729,57903,_gap_
84152	_gap_
399909	_gap_
57122	_gap_
29100	_gap_
51426	56672,100879,_gap_
83636	_gap_
29109	48371,101447,_gap_
114991	_gap_,57667,_gap_,57667,140996,_gap_,53098
898	_gap_,47954,47954
11185	53335
100526825	53335
6494	_gap_,111347,_gap_,50156,_gap_,90257
358	81338
259	50814,57362,57362
9247	90073,_gap_
56271	_gap_
6553	_gap_
1522	54001
221711	_gap_
113220	52540,_gap_
8725	46579,_gap_
90843	_gap_
81027	52490,55307
85301	49899,_gap_
54898	_gap_
84182	_gap_
25894	_gap_,52087,_gap_,48065,50729,_gap_
93210	_gap_
5970	49417,81296,_gap_
51012	_gap_
387640	46955,_gap_
134359	_gap_
4193	47592,_gap_,47592,90209,_gap_,57850
340543	_gap_
405754	_gap_,58069,_gap_
4739	50044,_gap_
9745	_gap_,57667,_gap_,57667,57667,_gap_,57667,_gap_,57667,_gap_
8028	57903,_gap_
128611	_gap_,57667,_gap_
56849	_gap_
2692	111418,81321
1908	_gap_
51186	_gap_
2064	52058,57184,52058,57184,_gap_,56112,_gap_
57616	_gap_
27018	_gap_
116154	_gap_
22987	_gap_,103473,103473,141571,_gap_
5004	50814
10524	_gap_,54160,_gap_,55729,_gap_
100113407	_gap_
84830	_gap_
117	111418,81321,_gap_
147991	_gap_
5005	50814
142684	52540,158235,_gap_
79921	_gap_
10788	47576,_gap_,48350,_gap_,143885
80709	_gap_
146212	54695,54695,_gap_,54695,_gap_
10388	_gap_
64215	_gap_,46565,_gap_,46689,_gap_,46689
1368	53187,49464
9141	46950
85012	_gap_
63974	_gap_,47459,_gap_
55282	52058,_gap_
84079	_gap_,109993,48403,48403,_gap_
11052	_gap_,54928,_gap_
1906	_gap_
9338	_gap_
9643	_gap_
2886	_gap_,54236,50729,_gap_,55550
5017	_gap_,57667,57667,_gap_
2151	_gap_,81321
10842	_gap_
2149	_gap_,81321,_gap_
254122	64268,_gap_
4069	53955
6783	52540
51673	47473
2150	_gap_,81321,_gap_
29800	_gap_
388531	_gap_
1446	_gap_
390916	_gap_,55811,_gap_
3291	_gap_,51735,_gap_
1393	_gap_,49854,_gap_
91646	63748,_gap_,52540,52540,63748,_gap_
80198	47802,_gap_,52980,_gap_
51256	_gap_,47923,47923
181	_gap_,57055
8089	_gap_
22806	_gap_,57667,57667,_gap_,57667
55109	_gap_,49879,_gap_
23658	50182
63939	_gap_
648	57850,_gap_
79567	_gap_,48371
10818	50729,_gap_
11136	_gap_
1447	_gap_
203197	_gap_
5509	_gap_
6779	_gap_
60437	_gap_,49313,49313,49313,49313,49313,_gap_
8622	_gap_,55785,_gap_,109604
23080	_gap_
30008	57184,57184,_gap_
9966	_gap_,49842
10576	48592,54849,52029,_gap_
3347	_gap_
3346	_gap_
944	_gap_,49842
124626	_gap_
3371	_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
84902	_gap_
54438	51735,55347,_gap_
401137	_gap_
55876	_gap_
25948	54695,_gap_,117281
10664	_gap_,57667,57667,57667,57667,57667,57667,57667,_gap_
23408	_gap_,52467
441509	63712,90112
9576	48371
54959	_gap_
284756	_gap_
146206	_gap_,52047,52047,_gap_
203562	_gap_
1521	54001
5354	_gap_
260436	_gap_
1002	49313,49313,49313,49313,49313,49313,_gap_
85415	46585,_gap_,50156,_gap_
376132	52058
1448	_gap_
144453	_gap_
51251	_gap_,56784
9158	_gap_
85438	_gap_
26952	_gap_
10048	_gap_,49899,101447,_gap_
10879	_gap_
94103	_gap_
5305	_gap_,56104
55094	_gap_
58503	_gap_
100505591	52058
65057	_gap_
6874	_gap_,158553,_gap_,47113,_gap_
117177	_gap_,144284,_gap_
4589	_gap_
63933	_gap_
284110	_gap_
221687	57850,_gap_
50855	54277,50156,_gap_
5709	_gap_,46785,_gap_
6100	_gap_
401138	_gap_
126248	50998
219681	48371,48371,_gap_
84080	_gap_
11007	_gap_
258	_gap_
27241	_gap_
149986	50182,_gap_
8061	_gap_,57959,_gap_
388284	_gap_
9308	48726,_gap_
51209	52540
81577	51735,55347,_gap_
4037	_gap_,49854,57424,57424,49854,_gap_,57424,57424,_gap_
3720	_gap_,46774,51197,_gap_
286436	47113
10117	_gap_
8546	48371,_gap_
4848	_gap_
83638	_gap_,55418
3512	_gap_
1440	_gap_,47266
84062	_gap_
401612	103506
10589	47113,_gap_
139231	_gap_
56301	_gap_
57050	_gap_
10184	_gap_
5688	56235
22921	51316
22902	_gap_,140741,_gap_,57903
80712	_gap_,46689,_gap_
26280	48726,48726,48726,_gap_,52200,_gap_
55815	_gap_
9092	_gap_
27345	_gap_
1050	_gap_,57959
411	53649
1054	_gap_,57959
55025	_gap_
256297	_gap_,47459,_gap_
168667	_gap_,57603,57603,57603,57603,57603,_gap_,57567
5787	50370,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,_gap_,52799
26039	_gap_
387642	_gap_
5184	53092,55920,_gap_
50514	_gap_
56157	_gap_,90209
256815	_gap_
29116	54236,47031,50729,_gap_,57850
5069	_gap_,49899,55486,_gap_,57535,57535,57535,57535,_gap_
80152	_gap_,47113
220213	_gap_,54001
6906	56574
2766	51412
387129	_gap_,81321,_gap_
56243	_gap_
2926	_gap_,54928,_gap_,54928,_gap_
29958	51905,54373,_gap_,103025,101790
6310	_gap_,102031,_gap_
139221	_gap_,63748,_gap_
23245	_gap_,49265,_gap_
7067	_gap_,57716,48508,_gap_
26164	_gap_,82051,52540
55086	50249,50249,_gap_
84285	50249
23333	_gap_
8815	47798
635	82282
79589	_gap_,52025,57850,_gap_
11255	81321,_gap_
64377	_gap_
9572	_gap_,57716,_gap_,48508
57057	_gap_,49417,_gap_
92597	101152
339287	_gap_
54885	_gap_,47923,47923,_gap_,47473,_gap_
1474	54403
221662	_gap_,54928,_gap_
1633	52540
57215	57716,_gap_
79047	_gap_,54695,_gap_
133746	_gap_,101447
117144	_gap_,81324,_gap_
64224	54236,_gap_
22794	_gap_
