id	level	description
55129	sf	Ribosomal protein L30p/L7e
55136	sf	Probable bacterial effector-binding domain
55144	sf	LigT-like
55149	sf	Pepsin inhibitor-3
55154	sf	CYTH-like phosphatases
55159	sf	eIF1-like
55166	sf	Hedgehog/DD-peptidase
55174	sf	Alpha-L RNA-binding motif
55186	sf	ThrRS/AlaRS common domain
55190	sf	Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain
55194	sf	Ribosome recycling factor, RRF
55200	sf	Translation initiation factor IF3, C-terminal domain
55205	sf	EPT/RTPC-like
55221	sf	Yeast killer toxins
55229	sf	Cell division protein MinE topological specificity domain
55234	sf	Cyanase C-terminal domain
55239	sf	RuBisCO, small subunit
55248	sf	PCD-like
55252	sf	C-terminal domain of arginine repressor
55257	sf	RBP11-like subunits of RNA polymerase
55261	sf	GAD domain-like
55267	sf	tRNA-intron endonuclease N-terminal domain-like
55271	sf	DNA repair protein MutS, domain I
55277	sf	GYF domain
55282	sf	RL5-like
55287	sf	RPB5-like RNA polymerase subunit
55298	sf	YjgF-like
55307	sf	Tubulin C-terminal domain-like
55315	sf	L30e-like
55326	sf	PurM N-terminal domain-like
55331	sf	Tautomerase/MIF
55347	sf	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain
55383	sf	Copper amine oxidase, domain N
55387	sf	Frataxin/Nqo15-like
55394	sf	Bactericidal permeability-increasing protein, BPI
55399	sf	Subtilisin inhibitor
55405	sf	RNA bacteriophage capsid protein
55418	sf	eIF4e-like
55424	sf	FAD/NAD-linked reductases, dimerisation (C-terminal) domain
55447	sf	CO dehydrogenase flavoprotein C-terminal domain-like
55455	sf	SRF-like
55464	sf	Origin of replication-binding domain, RBD-like
55469	sf	FMN-dependent nitroreductase-like
55481	sf	N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1
55486	sf	Metalloproteases ("zincins"), catalytic domain
55545	sf	beta-N-acetylhexosaminidase-like domain
55550	sf	SH2 domain
55594	sf	HPr-like
55604	sf	Glucose permease domain IIB
55608	sf	Homing endonucleases
55620	sf	Tetrahydrobiopterin biosynthesis enzymes-like
55637	sf	Cell cycle regulatory proteins
55648	sf	beta-lactamase-inhibitor protein, BLIP
55653	sf	Ribosomal protein L9 C-domain
55658	sf	L9 N-domain-like
55666	sf	Ribonuclease PH domain 2-like
55671	sf	Regulatory factor Nef
55676	sf	CytB endotoxin-like
55681	sf	Class II aaRS and biotin synthetases
55711	sf	Subdomain of clathrin and coatomer appendage domain
55718	sf	SCP-like
55724	sf	Mog1p/PsbP-like
55729	sf	Acyl-CoA N-acyltransferases (Nat)
55753	sf	Actin depolymerizing proteins
55770	sf	Profilin (actin-binding protein)
55781	sf	GAF domain-like
55785	sf	PYP-like sensor domain (PAS domain)
55797	sf	PR-1-like
55804	sf	Phoshotransferase/anion transport protein
55811	sf	Nudix
55816	sf	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain
55821	sf	YrdC/RibB
55826	sf	YbaK/ProRS associated domain
55831	sf	Thymidylate synthase/dCMP hydroxymethylase
55846	sf	N-acetylmuramoyl-L-alanine amidase-like
55856	sf	Cytochrome b5-like heme/steroid binding domain
55869	sf	DNA topoisomerase I domain
55874	sf	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
55890	sf	Sporulation response regulatory protein Spo0B
55895	sf	Ribonuclease Rh-like
55904	sf	Ornithine decarboxylase C-terminal domain
55909	sf	Pentein
55920	sf	Creatinase/aminopeptidase
55931	sf	Glutamine synthetase/guanido kinase
55945	sf	TATA-box binding protein-like
55957	sf	Phosphoglucomutase, C-terminal domain
55961	sf	Bet v1-like
55973	sf	S-adenosylmethionine synthetase
55979	sf	DNA clamp
56003	sf	Molybdenum cofactor-binding domain
56014	sf	Nitrite and sulphite reductase 4Fe-4S domain-like
56019	sf	The spindle assembly checkpoint protein mad2
56024	sf	Phospholipase D/nuclease
56029	sf	Monooxygenase (hydroxylase) regulatory protein
56037	sf	PheT/TilS domain
56042	sf	PurM C-terminal domain-like
56047	sf	Ribosomal protein S8
56053	sf	Ribosomal protein L6
56059	sf	Glutathione synthetase ATP-binding domain-like
56091	sf	DNA ligase/mRNA capping enzyme, catalytic domain
56104	sf	SAICAR synthase-like
56112	sf	Protein kinase-like (PK-like)
56176	sf	FAD-binding/transporter-associated domain-like
56194	sf	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain
56199	sf	Methenyltetrahydromethanopterin cyclohydrolase
56204	sf	Hect, E3 ligase catalytic domain
56209	sf	Nitrile hydratase alpha chain
56214	sf	4'-phosphopantetheinyl transferase
56219	sf	DNase I-like
56228	sf	Aldehyde ferredoxin oxidoreductase, N-terminal domain
56235	sf	N-terminal nucleophile aminohydrolases (Ntn hydrolases)
56266	sf	DmpA/ArgJ-like
56271	sf	Pyruvoyl-dependent histidine and arginine decarboxylases
56276	sf	S-adenosylmethionine decarboxylase
56281	sf	Metallo-hydrolase/oxidoreductase
56300	sf	Metallo-dependent phosphatases
56317	sf	Carbon-nitrogen hydrolase
56322	sf	ADC synthase
56327	sf	LDH C-terminal domain-like
56349	sf	DNA breaking-rejoining enzymes
56366	sf	SMAD MH1 domain
56371	sf	Ribosome inactivating proteins (RIP)
56399	sf	ADP-ribosylation
56420	sf	Peptide deformylase
56425	sf	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain
56436	sf	C-type lectin-like
56487	sf	SRCR-like
56491	sf	A heparin-binding domain
56496	sf	Fibrinogen C-terminal domain-like
56502	sf	gp120 core
56507	sf	Methionine synthase activation domain-like
56512	sf	Nitric oxide (NO) synthase oxygenase domain
56519	sf	Penicillin binding protein dimerisation domain
56524	sf	Oxidoreductase molybdopterin-binding domain
56529	sf	FAH
56534	sf	Aromatic aminoacid monoxygenases, catalytic and oligomerization domains
56542	sf	Substrate-binding domain of HMG-CoA reductase
56548	sf	Conserved core of transcriptional regulatory protein vp16
56553	sf	Insert subdomain of RNA polymerase alpha subunit
56558	sf	Baseplate structural protein gp11
56563	sf	Major capsid protein gp5
56568	sf	Non-globular alpha+beta subunits of globular proteins
56574	sf	Serpins
56596	sf	Replication terminator protein (Tus)
56601	sf	beta-lactamase/transpeptidase-like
56634	sf	Heme-dependent catalase-like
56645	sf	Acyl-CoA dehydrogenase NM domain-like
56655	sf	Carbohydrate phosphatase
56672	sf	DNA/RNA polymerases
56712	sf	Prokaryotic type I DNA topoisomerase
56719	sf	Type II DNA topoisomerase
56726	sf	DNA topoisomerase IV, alpha subunit
56731	sf	DNA primase core
56741	sf	Eukaryotic DNA topoisomerase I, N-terminal DNA-binding fragment
56747	sf	Prim-pol domain
56752	sf	D-aminoacid aminotransferase-like PLP-dependent enzymes
56762	sf	HydB/Nqo4-like
56770	sf	HydA/Nqo6-like
56784	sf	HAD-like
56796	sf	Dehydroquinate synthase-like
56801	sf	Acetyl-CoA synthetase-like
56808	sf	Ribosomal protein L1
56815	sf	Sec1/munc18-like (SM) proteins
56821	sf	Prismane protein-like
56826	sf	Upper collar protein gp10 (connector protein)
56831	sf	Reovirus inner layer core protein p3
56837	sf	Colicin
56845	sf	Diphtheria toxin, middle domain
56849	sf	delta-Endotoxin (insectocide), N-terminal domain
56854	sf	Bcl-2 inhibitors of programmed cell death
56864	sf	Exotoxin A, middle domain
56918	sf	Light-harvesting complex subunits
56925	sf	OMPA-like
56931	sf	Outer membrane phospholipase A (OMPLA)
56935	sf	Porins
56954	sf	Outer membrane efflux proteins (OEP)
56959	sf	Leukocidin-like
56968	sf	Lipovitellin-phosvitin complex; beta-sheet shell regions
56973	sf	Aerolisin/ETX pore-forming domain
56978	sf	Perfringolysin
56983	sf	Viral glycoprotein, central and dimerisation domains
56988	sf	Anthrax protective antigen
56994	sf	Insulin-like
57007	sf	Heat-stable enterotoxin B
57011	sf	Neurotoxin B-IV
57016	sf	Plant lectins/antimicrobial peptides
57027	sf	Plant inhibitors of proteinases and amylases
57038	sf	Cyclotides
57048	sf	Gurmarin-like
57055	sf	Agouti-related protein
57059	sf	omega toxin-like
57095	sf	Scorpion toxin-like
57180	sf	Cellulose-binding domain
57184	sf	Growth factor receptor domain
57190	sf	Colipase-like
57196	sf	EGF/Laminin
57243	sf	Bromelain inhibitor VI (cysteine protease inhibitor)
57247	sf	Bowman-Birk inhibitor, BBI
57256	sf	Elafin-like
57262	sf	Leech antihemostatic proteins
57277	sf	Granulin repeat
57283	sf	PMP inhibitors
57288	sf	Midkine
57296	sf	Amb V allergen
57302	sf	Snake toxin-like
57362	sf	BPTI-like
57392	sf	Defensin-like
57414	sf	Hairpin loop containing domain-like
57419	sf	Neurotoxin III (ATX III)
57424	sf	LDL receptor-like module
57429	sf	Crambin-like
57440	sf	Kringle-like
57492	sf	Trefoil
57501	sf	Cystine-knot cytokines
57535	sf	Complement control module/SCR domain
57546	sf	Crisp domain-like
57552	sf	Blood coagulation inhibitor (disintegrin)
57561	sf	Methylamine dehydrogenase, L chain
57567	sf	Serine protease inhibitors
57581	sf	TB module/8-cys domain
57586	sf	TNF receptor-like
57593	sf	Heparin-binding domain from vascular endothelial growth factor
57598	sf	Antifungal protein (AGAFP)
57603	sf	FnI-like domain
57610	sf	Thyroglobulin type-1 domain
57615	sf	Type X cellulose binding domain, CBDX
57620	sf	Carboxypeptidase inhibitor
57625	sf	Invertebrate chitin-binding proteins
57630	sf	GLA-domain
57642	sf	Cholecystokinin A receptor, N-domain
57647	sf	HIV-1 VPU cytoplasmic domain
57652	sf	HIPIP (high potential iron protein)
57662	sf	Ferredoxin thioredoxin reductase (FTR), catalytic beta chain
57667	sf	beta-beta-alpha zinc fingers
57701	sf	Zn2/Cys6 DNA-binding domain
57716	sf	Glucocorticoid receptor-like (DNA-binding domain)
57756	sf	Retrovirus zinc finger-like domains
57770	sf	Methionyl-tRNA synthetase (MetRS), Zn-domain
57774	sf	Microbial and mitochondrial ADK, insert "zinc finger" domain
57783	sf	Zinc beta-ribbon
57798	sf	Casein kinase II beta subunit
57802	sf	Rubredoxin-like
57821	sf	Hypothetical protein MTH1184
57825	sf	Aspartate carbamoyltransferase, Regulatory-chain, C-terminal domain
57829	sf	Zn-binding ribosomal proteins
57840	sf	Ribosomal protein L36
57845	sf	B-box zinc-binding domain
57850	sf	RING/U-box
57863	sf	ArfGap/RecO-like zinc finger
57868	sf	Metallothionein
57879	sf	Zinc domain conserved in yeast copper-regulated transcription factors
57884	sf	Ada DNA repair protein, N-terminal domain (N-Ada 10)
57889	sf	Cysteine-rich domain
57903	sf	FYVE/PHD zinc finger
57917	sf	Zn-binding domains of ADDBP
57924	sf	Inhibitor of apoptosis (IAP) repeat
57933	sf	TAZ domain
57938	sf	DnaJ/Hsp40 cysteine-rich domain
57944	sf	Triple coiled coil domain of C-type lectins
57953	sf	Trimerization domain of TRAF
57959	sf	Leucine zipper domain
57987	sf	Inovirus (filamentous phage) major coat protein
57997	sf	Tropomyosin
58002	sf	Chicken cartilage matrix protein
58006	sf	Assembly domain of cartilage oligomeric matrix protein
58010	sf	Fibrinogen coiled-coil and central regions
58014	sf	Coiled-coil domain of nucleotide exchange factor GrpE
58018	sf	Coiled-coil dimerization domain from cortexillin I
58022	sf	XRCC4, C-terminal oligomerization domain
58026	sf	Delta-sleep-inducing peptide immunoreactive peptide
58030	sf	Rotavirus nonstructural proteins
58034	sf	Multimerization domain of the phosphoprotein from sendai virus
58038	sf	SNARE fusion complex
58042	sf	Outer membrane lipoprotein
58046	sf	Fibritin
58050	sf	N-terminal coiled coil domain from apc
58054	sf	Tetrabrachion
58059	sf	Tetramerization domain of the Mnt repressor
58064	sf	Influenza hemagglutinin (stalk)
58069	sf	Virus ectodomain
58087	sf	Variant surface glycoprotein (N-terminal domain)
58091	sf	Clostridium neurotoxins, "coiled-coil" domain
58096	sf	Colicin Ia, N-terminal domain
58100	sf	Bacterial hemolysins
58104	sf	Methyl-accepting chemotaxis protein (MCP) signaling domain
58108	sf	Oligomerization domain of hepatitis delta antigen
58113	sf	Apolipoprotein A-I
58119	sf	Ribosome and ribosomal fragments
58136	sf	Helicase
58141	sf	ATP synthase
58147	sf	Electron transport chains
58156	sf	Photosystems
58163	sf	Viruses and virus-receptor complexes
58176	sf	Reovirus components
58181	sf	RNA polymerase
58188	sf	Blood clotting
58194	sf	Microtubule complexes
58199	sf	Computational models partly based on experimental data
58208	sf	Proteins of incorrect, partial and unknown sequence
58233	sf	Membrane ion channel-forming peptide antibiotics containing D-aminoacids
58244	sf	Lantibiotic peptides
58252	sf	Antimicrobial beta-hairpin
58269	sf	Antimicrobial helix
58279	sf	Macrocyclic bacteriocins
58284	sf	Peptide hormones
58308	sf	delta-Toxin
58313	sf	PSP1-like
58322	sf	30S ribosomal protein THX
58326	sf	HIV-1 REV fragments
58330	sf	RSG-1.2 peptide
58334	sf	TAT peptides
58339	sf	Box B RNA-binding N peptide
58344	sf	HTLV-1 peptide
58349	sf	DNA-binding domains of HMG-I(Y)
58354	sf	VPR protein fragments
58359	sf	Inactivation gate of potassium and sodium channels
58369	sf	Coagulation factor VIII, membrane-binding peptide
58374	sf	Phosphocholine cytidylyltransferase membrane-binding peptides
58379	sf	Parathyroid hormone fragments (residues between 1 and 39)
58385	sf	Corticotropin releasing hormone
58390	sf	Liposaccharide-binding protein CAP18 (residues 106-137)
58395	sf	Polymorphic antigen SPAM-H1 (residues 90-127)
58400	sf	Insect toxins
58405	sf	Tertiapin
58410	sf	Antifreeze polypeptide HPLC-6
58415	sf	Troponin I fragments
58421	sf	Pilin fragments
58428	sf	RP71935
58433	sf	Atrial natriuretic peptide
58438	sf	Compstatin
58443	sf	Membrane-bound antimicrobial peptides
58450	sf	Endothelin-like
58458	sf	Heat-stable enterotoxin (HSE)
58465	sf	Conotoxins
58495	sf	Conantokin
58503	sf	Contryphan-R
58508	sf	Immunodominant region of protein G of BRSV
58513	sf	Bradykinin
58518	sf	Transmembrane helical fragments
58556	sf	Ferredoxin chloroplastic transit peptide
58560	sf	Vacuolar targeting peptide from NA-PROPI (residues 29-54)
58564	sf	Microcin leader peptide
58569	sf	Phospholamban fragments
58575	sf	Fragments of bowman-birk inhibitor
58580	sf	Fragments of apolipoproteins
58594	sf	Transactivation protein TAT
58600	sf	Proline pipe
58605	sf	Amyloid peptides
58610	sf	Gelsolin fragment (residues 150-169)
58615	sf	Acetylcholine receptor fragment (residues alpha 67-76)
58620	sf	Thrombomodulin EGF domain fragment (residues 409-426)
58630	sf	Capsid protein major homology region peptide analog
58636	sf	CD4 and CD8 receptor regions
58641	sf	Heparin binding site of non collagenous domain I (nc1) of collagen facit xiv
58646	sf	GroES fragments
58651	sf	cAMP and cGMP phosphodiesterase (PDE) fragments
58658	sf	HIV-1 Nef protein fragments
58663	sf	HIV-1 envelope gp120 protein fragments
58668	sf	Hepatitis C virus N-terminal capsid protein fragment 2-45
58673	sf	P27(KIP1) fragment 22-106
58678	sf	Transducin alpha-1 subunit rhodopsin binding domain (res. 340-350)
58683	sf	alpha-lactalbumin peptide model
58688	sf	Coat protein-binding domain of bacteriophage P22 scaffolding protein
58693	sf	Immunoreceptor tyrosine kinase activation motif, ITAM
58698	sf	Integrin fragments
58703	sf	Human glutathione reductase (HGR) inhibitor
58708	sf	Small subunit C-terminal inhibitory peptide of ribonucleotide reductase
58713	sf	Histone H3 C-terminal fragment 130-135
58718	sf	Smad-binding domain of Sara
58723	sf	Peptide derived from p-21 activated kinase
58729	sf	pak1 autoregulatory domain
58734	sf	Translocated intimin receptor (tir) intimin-binding domain
58739	sf	Fragments of the L-type calcium channel alpha subunit Cav.1 (dihydropyridine receptor)
58744	sf	Tumor suppressor p53 fragments
58749	sf	FxFG nucleoporin repeats
58754	sf	beta-Catenine bound non-globular protein regions
58759	sf	Synaptobrevin-II fragments
58764	sf	VMIP-II fragment
58769	sf	Papillomavirus e6-interacting peptide of e6ap
58774	sf	Isolated insulin B-chain
58779	sf	N-terminal hairpin of ubiquitin (residues 1-17)
58784	sf	alpha-helical hairpin of p8mtcp1
58790	sf	Hybrid and chimeric proteins
58799	sf	Amphiphilic (amphipathic) alpha helix
58806	sf	Collagen-like peptides
58813	sf	Coiled serine
58823	sf	Designed heterodimeric coiled-coil
58828	sf	Thermostable heterotrimeric coiled coil
58833	sf	Designed four-helix bundle protein
58840	sf	Designed single chain three-helix bundle
58847	sf	Peptide f (amphiphilic octadecapeptide)
58852	sf	Retro-GCN4 leucine zipper
58857	sf	Zinc finger design
58864	sf	Protein A Ig(Fc)-binding domain mimics
58869	sf	Zinc finger based beta-beta-alpha motif
58878	sf	helix-turn-helix motif
58883	sf	alpha2d
58888	sf	Right-handed coiled coil
58893	sf	Erythropoietin (EPO) mimetic peptides
58898	sf	IL-1 receptor type 1 antagonist peptide AF10847
58903	sf	Octreotide (Sandostatine), a somatostatine analogue
58908	sf	Calmodulin
58913	sf	WW domain-based designs
58918	sf	Scorpion toxin-based designs
58926	sf	Inhibitor of mammalian ribonucleotide reductase
63380	sf	Riboflavin synthase domain-like
63388	sf	C-terminal fragment of thermolysin
63393	sf	RNA polymerase subunits
63411	sf	LuxS/MPP-like metallohydrolase
63418	sf	MurE/MurF N-terminal domain
63433	sf	Fumarylacetoacetate hydrolase, FAH, N-terminal domain
63446	sf	Type I dockerin domain
63451	sf	LEM domain
63491	sf	BAG domain
63501	sf	Frizzled cysteine-rich domain
63515	sf	Outer surface protein C (OspC)
63520	sf	PTS-regulatory domain, PRD
63562	sf	RPB6/omega subunit-like
63570	sf	PABC (PABP) domain
63592	sf	Flagellar transcriptional activator FlhD
63600	sf	Telomeric repeat binding factor (TRF) dimerisation domain
63697	sf	Olfactory marker protein
63707	sf	Ganglioside M2 (gm2) activator
63712	sf	Nicotinic receptor ligand binding domain-like
63724	sf	Cytolysin/lectin
63737	sf	Leukotriene A4 hydrolase N-terminal domain
63748	sf	Tudor/PWWP/MBT
63763	sf	SAND domain-like
63817	sf	Sortase
63825	sf	YWTD domain
63829	sf	Calcium-dependent phosphotriesterase
63840	sf	Ribonuclease domain of colicin E3
63848	sf	Cell-division inhibitor MinC, C-terminal domain
63862	sf	Thiamin pyrophosphokinase, substrate-binding domain
63867	sf	MoeA C-terminal domain-like
63877	sf	Methuselah ectodomain
63882	sf	MoeA N-terminal region -like
63887	sf	P-domain of calnexin/calreticulin
63892	sf	Pyridoxine 5'-phosphate synthase
63965	sf	Precorrin-8X methylmutase CbiC/CobH
63992	sf	Dipeptide transport protein
63999	sf	Thiamin pyrophosphokinase, catalytic domain
64005	sf	Undecaprenyl diphosphate synthase
64043	sf	Cell-division inhibitor MinC, N-terminal domain
64076	sf	MTH938-like
64153	sf	YjeF N-terminal domain-like
64158	sf	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain
64167	sf	SurE-like
64182	sf	DHH phosphoesterases
64210	sf	Head-to-tail joining protein W, gpW
64234	sf	Photosystem I subunit PsaD
64263	sf	Prokaryotic ribosomal protein L17
64268	sf	PX domain
64288	sf	Chorismate lyase-like
64307	sf	SirA-like
64356	sf	SNARE-like
64376	sf	YlxR-like
64383	sf	Cell-division protein ZipA, C-terminal domain
64397	sf	Hsp33 domain
64438	sf	CNF1/YfiH-like putative cysteine hydrolases
64449	sf	YopH tyrosine phosphatase N-terminal domain
64465	sf	Outer capsid protein sigma 3
64484	sf	beta and beta-prime subunits of DNA dependent RNA-polymerase
64496	sf	DNA-binding domain of intron-encoded endonucleases
64518	sf	Phase 1 flagellin
64546	sf	Satiety factor CART (cocaine and amphetamine regulated transcript)
64571	sf	Cellulose docking domain, dockering
64586	sf	C-terminal domain of ProRS
64593	sf	Intermediate filament protein, coiled coil region
64602	sf	F1 ATPase inhibitor, IF1, C-terminal domain
64607	sf	Multidrug resistance ABC transporter
64612	sf	Bacteriophage HK97 procapsid (prohead II)
64617	sf	Muscle protein complexes
64632	sf	Influenza hemagglutinin fragments
64639	sf	Syndecan-4 cytoplasmic domain
64644	sf	Pituitary adenylate cyclase activating polypeptide, pacap21
64649	sf	Cholecystokinin receptor fragments
64654	sf	Trypsin inhibitor SFTIf-1
64659	sf	Ribosomal protein L10
64674	sf	TH (toxin hand)-motif beta-sheet mini-protein designs
64683	sf	Integrin-binding RGD peptide
64688	sf	Peptide antagonists of IGF-1
64693	sf	beta-hairpin design
64704	sf	Synthetic high affinity IgE receptor antagonists
68906	sf	SAP domain
68912	sf	Rho N-terminal domain-like
68918	sf	Recombination endonuclease VII, C-terminal and dimerization domains
68923	sf	PEP carboxykinase N-terminal domain
68930	sf	Protein-L-isoaspartyl O-methyltransferase, C-terminal domain
68989	sf	Hemolysin expression modulating protein HHA
68993	sf	FAT domain of focal adhesion kinase
69000	sf	FAD-dependent thiol oxidase
69008	sf	RecG, N-terminal domain
69012	sf	alpha-ketoacid dehydrogenase kinase, N-terminal domain
69025	sf	Hypothetical protein MTH865
69036	sf	Bcr-Abl oncoprotein oligomerization domain
69047	sf	Hypothetical protein YjbJ
69055	sf	1-deoxy-D-xylulose-5-phosphate reductoisomerase, C-terminal domain
69060	sf	Arp2/3 complex 21 kDa subunit ARPC3
69065	sf	RNase III domain-like
69070	sf	Anti-sigma factor AsiA
69075	sf	Glutamyl tRNA-reductase dimerization domain
69099	sf	Ran-GTPase activating protein 1 (RanGAP1), C-terminal domain
69103	sf	Arp2/3 complex 16 kDa subunit ARPC5
69118	sf	AhpD-like
69125	sf	Nuclear receptor coactivator interlocking domain
69131	sf	Quinohemoprotein amine dehydrogenase C chain
69179	sf	Integrin domains
69189	sf	Penicillin-binding protein associated domain
69203	sf	Nucleoplasmin-like core domain
69255	sf	gp5 N-terminal domain-like
69279	sf	Phage tail proteins
69287	sf	Urease metallochaperone UreE, N-terminal domain
69298	sf	Quinohemoprotein amine dehydrogenase A chain, domain 3
69304	sf	Tricorn protease N-terminal domain
69318	sf	Integrin alpha N-terminal domain
69322	sf	Tricorn protease domain 2
69336	sf	Alpha subunit of glutamate synthase, C-terminal domain
69340	sf	C-terminal domain of adenylylcyclase associated protein
69349	sf	Phage fibre proteins
69360	sf	Cell wall binding repeat
69369	sf	Cloacin translocation domain
69500	sf	DTD-like
69572	sf	Activating enzymes of the ubiquitin-like proteins
69593	sf	Glycerol-3-phosphate (1)-acyltransferase
69618	sf	HemD-like
69635	sf	Type III secretory system chaperone-like
69645	sf	Arp2/3 complex subunits
69652	sf	DNA-binding C-terminal domain of the transcription factor MotA
69687	sf	Integrin beta tail domain
69695	sf	SRP19
69705	sf	Transcription factor NusA, N-terminal domain
69721	sf	DsrC, the gamma subunit of dissimilatory sulfite reductase
69737	sf	Urease metallochaperone UreE, C-terminal domain
69742	sf	Glutamyl tRNA-reductase catalytic, N-terminal domain
69754	sf	Ribosome binding protein Y (YfiA homologue)
69761	sf	GTP cyclohydrolase I feedback regulatory protein, GFRP
69765	sf	IpsF-like
69786	sf	YggU-like
69796	sf	Thymidylate synthase-complementing protein Thy1
69819	sf	MTH1598-like
69848	sf	LCCL domain
69864	sf	Argininosuccinate synthetase, C-terminal domain
69903	sf	NSP3 homodimer
69908	sf	Membrane penetration protein mu1
69917	sf	OMPT-like
69922	sf	Head and neck region of the ectodomain of NDV fusion glycoprotein
69964	sf	Pheromone ER-23
69979	sf	Eea1 homodimerisation domain
69985	sf	Colicin E3 receptor domain
69989	sf	C-terminal domain of PLC-beta
69999	sf	GroE chaperon
70011	sf	HIV-1 gp41 fragments
70018	sf	Actin-binding peptides
70023	sf	Rack1 interaction site of the CAMP-specific phosphodiesterase pde4d5.
70028	sf	Prepeptide of 5-ALAS
70033	sf	the cytoplasmic N-terminus of the bk beta-subunit kcnmb2
70038	sf	Prion protein fragments
70043	sf	Tumor suppressor protein p19-ARF fragment
70048	sf	Antennapedia homeodomain fragments
70054	sf	Glytm1bzip
74650	sf	Galactose mutarotase-like
74653	sf	TolA/TonB C-terminal domain
74731	sf	Ribosomal protein L20
74748	sf	Variable surface antigen VlsE
74778	sf	Aconitase B, N-terminal domain
74784	sf	Translin
74788	sf	Cullin repeat-like
74800	sf	Transactivation domain
74853	sf	Lamin A/C globular tail domain
74863	sf	Thiol:disulfide interchange protein DsbD, N-terminal domain (DsbD-alpha)
74877	sf	Major surface antigen p30, SAG1
74914	sf	V-region of surface antigen I/II (SA I/II, PAC)
74924	sf	Cap-Gly domain
74942	sf	YhbC-like, C-terminal domain
74982	sf	Small protein B (SmpB)
75001	sf	Dipeptidyl peptidase I (cathepsin C), exclusion domain
75005	sf	Arabinanase/levansucrase/invertase
75011	sf	3-carboxy-cis,cis-mucoante lactonizing enzyme
75098	sf	Monomethylamine methyltransferase MtmB
75138	sf	HprK N-terminal domain-like
75169	sf	DsrEFH-like
75181	sf	Hypothetical protein MTH777 (MT0777)
75217	sf	alpha/beta knot
75304	sf	Amidase signature (AS) enzymes
75347	sf	Rotavirus NSP2 fragment, C-terminal domain
75399	sf	Plakin repeat
75404	sf	VSV matrix protein
75412	sf	Hypothetical protein MTH1880
75420	sf	YhbC-like, N-terminal domain
75445	sf	D-ribose-5-phosphate isomerase (RpiA), lid domain
75471	sf	YhbY-like
75500	sf	Putative transcriptional regulator TM1602, C-terminal domain
75516	sf	Pheromone-binding domain of LuxR-like quorum-sensing transcription factors
75553	sf	Smc hinge domain
75569	sf	Archaeal IMP cyclohydrolase PurO
75574	sf	Rotavirus NSP2 fragment, N-terminal domain
75615	sf	Siroheme synthase middle domains-like
75620	sf	Release factor
75625	sf	YebC-like
75632	sf	Cullin homology domain
75689	sf	Zinc-binding domain of translation initiation factor 2 beta
75704	sf	Mitotic arrest deficient-like 1, Mad1
75708	sf	Chemotaxis phosphatase CheZ
75712	sf	Rad50 coiled-coil Zn hook
75719	sf	Virus envelope proteins
75739	sf	Potassium channel toxins
75752	sf	Sheep myeloid antimicrobial peptide SMAP29 based peptides
75757	sf	alpha-2a adrenergic receptor pepride t3-i2
75762	sf	Catestatin fragment from chromogranin A
75770	sf	Trp-cage miniprotein
75780	sf	IFN mimetic syr6
75785	sf	TAZ (CH) Zn-binding domain based design
75790	sf	Beta-sheet designs
75797	sf	PW2, a tryptophan-rich anticocidial peptide
81271	sf	TGS-like
81273	sf	H-NS histone-like proteins
81277	sf	C-terminal domain of mollusc hemocyanin
81296	sf	E set domains
81298	sf	Adenylylcyclase toxin (the edema factor)
81301	sf	Nucleotidyltransferase
81321	sf	Family A G protein-coupled receptor-like
81324	sf	Voltage-gated potassium channels
81327	sf	Small-conductance potassium channel
81330	sf	Gated mechanosensitive channel
81333	sf	F1F0 ATP synthase subunit C
81336	sf	F1F0 ATP synthase subunit A
81338	sf	Aquaporin-like
81340	sf	Clc chloride channel
81342	sf	Transmembrane di-heme cytochromes
81343	sf	Fumarate reductase respiratory complex transmembrane subunits
81345	sf	ABC transporter involved in vitamin B12 uptake, BtuC
81382	sf	Skp1 dimerisation domain-like
81383	sf	F-box domain
81406	sf	Mitochondrial cytochrome c oxidase subunit IV
81411	sf	Mitochondrial cytochrome c oxidase subunit VIa
81415	sf	Mitochondrial cytochrome c oxidase subunit VIc
81419	sf	Mitochondrial cytochrome c oxidase subunit VIIa
81423	sf	Mitochondrial cytochrome c oxidase subunit VIIb
81427	sf	Mitochondrial cytochrome c oxidase subunit VIIc (aka VIIIa)
81431	sf	Mitochondrial cytochrome c oxidase subunit VIIIb (aka IX)
81442	sf	Cytochrome c oxidase subunit I-like
81452	sf	Cytochrome c oxidase subunit III-like
81464	sf	Cytochrome c oxidase subunit II-like, transmembrane region
81469	sf	Bacterial aa3 type cytochrome c oxidase subunit IV
81473	sf	Bacterial ba3 type cytochrome c oxidase subunit IIa
81483	sf	Bacterial photosystem II reaction centre, L and M subunits
81490	sf	Photosystem II reaction centre subunit H, transmembrane region
