SeqID	Architecture
ENSP00000394239	_gap_,52540
ENSP00000423362	_gap_,52540,_gap_
ENSP00000267068	_gap_,52540
ENSP00000382328	_gap_
ENSP00000370930	54189
ENSP00000380466	54189
ENSP00000380465	54189,_gap_
ENSP00000370925	54189
ENSP00000380462	54189
ENSP00000407156	54189
ENSP00000388565	48317
ENSP00000329697	48317
ENSP00000269812	48317
ENSP00000240100	52821,52799
ENSP00000240101	52799
ENSP00000000412	50911,_gap_
ENSP00000300632	56994,_gap_
ENSP00000370796	56994,_gap_
ENSP00000370802	56994,_gap_
ENSP00000402047	56994,_gap_
ENSP00000414497	56994,_gap_
ENSP00000370799	56994,_gap_
ENSP00000370813	56994,_gap_
ENSP00000391826	_gap_,56994,_gap_
ENSP00000264819	_gap_,46689,_gap_
ENSP00000313851	_gap_,48371,_gap_
ENSP00000401619	_gap_,48371,_gap_
ENSP00000407005	_gap_
ENSP00000256255	_gap_
ENSP00000428281	_gap_
ENSP00000314625	_gap_
ENSP00000264820	_gap_
ENSP00000340088	_gap_
ENSP00000266551	56436
ENSP00000349477	56436
ENSP00000314196	_gap_
ENSP00000328677	_gap_,49562
ENSP00000221114	51161
ENSP00000264554	_gap_,50729,_gap_,55550
ENSP00000323929	_gap_,81296,48239,_gap_,49410
ENSP00000385710	_gap_
ENSP00000318102	54928,_gap_
ENSP00000380486	54928,_gap_
ENSP00000287771	54928,_gap_
ENSP00000340176	54928,_gap_
ENSP00000348986	56994,_gap_
ENSP00000380440	56994,_gap_
ENSP00000250971	56994
ENSP00000370731	56994
ENSP00000380432	56994
ENSP00000408400	56994
ENSP00000424008	56994
ENSP00000372143	_gap_
ENSP00000318029	_gap_
ENSP00000372130	48726,_gap_
ENSP00000215637	48726,48726,_gap_
ENSP00000304247	48726,48726,_gap_
ENSP00000369442	_gap_,51445,51445,_gap_
ENSP00000261336	_gap_,81296,48239,_gap_,49410
ENSP00000382300	_gap_,48350,55961
ENSP00000255486	_gap_,47769,_gap_,48350,55961
ENSP00000338785	_gap_,47769,_gap_,48350,55961
ENSP00000352265	47391,_gap_
ENSP00000348168	_gap_,46785,_gap_
ENSP00000215574	54495,_gap_
ENSP00000325951	_gap_,55021,56534
ENSP00000370571	_gap_,55021,56534
ENSP00000370567	_gap_,55021,56534
ENSP00000325831	_gap_
ENSP00000403440	56534
ENSP00000403546	56534
ENSP00000370560	_gap_
ENSP00000328814	_gap_,55021,56534
ENSP00000364347	_gap_,57959,_gap_
ENSP00000372642	_gap_,57959,_gap_
ENSP00000391131	_gap_,57959,_gap_
ENSP00000399764	_gap_,57959,_gap_
ENSP00000293709	_gap_,57959,_gap_
ENSP00000364349	_gap_,57959,_gap_
ENSP00000404725	_gap_,57959,_gap_
ENSP00000404814	_gap_,57959,_gap_
ENSP00000389467	_gap_
ENSP00000393419	_gap_
ENSP00000399944	_gap_
ENSP00000412066	_gap_
ENSP00000221130	_gap_,51905,55424
ENSP00000369411	52540,48019
ENSP00000401001	52540,48019
ENSP00000264553	50494
ENSP00000344707	48726,_gap_
ENSP00000343809	_gap_,48726,_gap_
ENSP00000483737	_gap_,48726,_gap_
ENSP00000333769	48726,48726,48726,_gap_
ENSP00000369271	_gap_,49899,_gap_,48371,_gap_,50729,81837,50978
ENSP00000369254	81837,_gap_,50978
ENSP00000383295	_gap_,49899,_gap_,48371,_gap_,50729,81837,50978
ENSP00000412439	_gap_,54534,48452
ENSP00000397570	_gap_,50978,50978,_gap_
ENSP00000427582	50978
ENSP00000421891	_gap_
ENSP00000393099	_gap_,50978,50978,_gap_
ENSP00000426154	50978,50998,_gap_
ENSP00000422132	50978
ENSP00000320431	_gap_
ENSP00000229402	_gap_,56436
ENSP00000221138	_gap_,56300
ENSP00000332293	_gap_,47459,_gap_
ENSP00000290855	56436
ENSP00000371409	56436
ENSP00000399744	56436
ENSP00000413045	56436
ENSP00000261340	56436
ENSP00000443065	56436
ENSP00000419185	_gap_,47413,46689
ENSP00000370545	_gap_
ENSP00000406541	_gap_
ENSP00000402159	53474
ENSP00000403457	53474
ENSP00000416062	53474
ENSP00000392744	53474
ENSP00000393629	53474
ENSP00000397037	53474
ENSP00000433262	53474
ENSP00000435258	53474
ENSP00000399332	53474
ENSP00000412844	53474
ENSP00000408333	53474
ENSP00000410001	53474
ENSP00000389505	53474
ENSP00000396015	53474
ENSP00000251287	_gap_,81324,_gap_,51206,_gap_
ENSP00000405001	_gap_
ENSP00000182290	_gap_,48652,_gap_
ENSP00000395018	_gap_,48652,_gap_
ENSP00000370513	_gap_,48652,_gap_
ENSP00000343285	_gap_
ENSP00000405205	_gap_,48652,_gap_
ENSP00000370509	_gap_,48652,_gap_
ENSP00000482901	_gap_,48652,_gap_
ENSP00000262093	_gap_,53800
ENSP00000372326	_gap_,53800
ENSP00000256854	_gap_,50249,55681
ENSP00000442496	_gap_
ENSP00000465759	_gap_,56672,_gap_
ENSP00000331766	_gap_,56436
ENSP00000228434	_gap_,56436
ENSP00000483880	_gap_
ENSP00000484826	_gap_
ENSP00000393107	_gap_
ENSP00000400675	_gap_
ENSP00000482853	_gap_
ENSP00000263645	_gap_,48652
ENSP00000370424	_gap_,48652
ENSP00000283684	_gap_,81653,_gap_,81660,56784,81665
ENSP00000445359	_gap_,81653,_gap_,81660,56784,81665
ENSP00000215530	50353
ENSP00000380467	51197
ENSP00000384174	51197
ENSP00000399600	51197
ENSP00000424127	51197
ENSP00000228438	56436
ENSP00000292363	_gap_,57850
ENSP00000339732	56436
ENSP00000396163	56436
ENSP00000256830	_gap_,49562,51045,_gap_,51045,51045,56204
ENSP00000348847	_gap_,49562,51045,_gap_,51045,51045,56204
ENSP00000372301	_gap_,49562,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000383199	_gap_,49562,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000350569	49562,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000389406	_gap_,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000411947	_gap_,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000393395	_gap_,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000405440	_gap_,51045,_gap_,51045,_gap_,51045,51045,56204
ENSP00000302804	_gap_,56436
ENSP00000345448	_gap_,56436
ENSP00000344563	_gap_,56436
ENSP00000379759	_gap_,56436
ENSP00000439561	_gap_,56436
ENSP00000331087	_gap_
ENSP00000411224	_gap_
ENSP00000370384	_gap_
ENSP00000370380	_gap_
ENSP00000396925	_gap_
ENSP00000403475	_gap_
ENSP00000416937	_gap_
ENSP00000369251	_gap_
ENSP00000155858	_gap_
ENSP00000255448	_gap_,89837,89837,_gap_,56112
ENSP00000353846	_gap_,89837,89837,_gap_,56112,_gap_
ENSP00000369223	_gap_,56112,_gap_
ENSP00000369222	_gap_,89837,89837,_gap_
ENSP00000484452	_gap_,56112
ENSP00000411804	_gap_,53300,_gap_
ENSP00000155840	_gap_,81324,_gap_
ENSP00000334497	81324,_gap_
ENSP00000382290	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044
ENSP00000400079	47473
ENSP00000370719	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044,48065,50729,49562
ENSP00000370691	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044
ENSP00000382301	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044,48065,50729,49562
ENSP00000382289	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044
ENSP00000382286	47473,47473,_gap_,50044,_gap_,50044,50044,50044
ENSP00000382292	47473,47473,_gap_,50044,_gap_,50044,50044,50044
ENSP00000407132	47473
ENSP00000370683	47473,47473,_gap_
ENSP00000411464	47473
ENSP00000415302	50044
ENSP00000396054	50044,_gap_
ENSP00000413290	50044
ENSP00000370684	48065,50729,49562
ENSP00000408319	48065
ENSP00000409800	48065,50729,49562
ENSP00000382275	47473,47473,_gap_,50044,_gap_
ENSP00000166139	57581,100895,100895
ENSP00000371886	51197,49562,_gap_,52151
ENSP00000342785	51197,49562,_gap_,52151
ENSP00000396045	49562,_gap_,52151
ENSP00000416610	49562,_gap_,52151
ENSP00000411552	_gap_
ENSP00000413720	_gap_
ENSP00000370101	_gap_
ENSP00000411257	_gap_
ENSP00000327169	56436
ENSP00000406338	56436
ENSP00000298527	_gap_,56436
ENSP00000382025	54452,48726,_gap_
ENSP00000410107	54452,48726
ENSP00000414079	54452,48726
ENSP00000393979	54452,48726
ENSP00000394159	54452,48726
ENSP00000369210	_gap_,47459,_gap_
ENSP00000326838	_gap_
ENSP00000364076	54452,48726,_gap_
ENSP00000393431	54452,48726,_gap_
ENSP00000401098	54452,48726,_gap_
ENSP00000405833	54452,48726,_gap_
ENSP00000447668	54452,48726,_gap_
ENSP00000448003	54452,48726,_gap_
ENSP00000421868	_gap_,47459,_gap_
ENSP00000317790	47576,_gap_,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,_gap_,46966,46966,46966,50729
ENSP00000420862	_gap_
ENSP00000369193	_gap_
ENSP00000425252	_gap_
ENSP00000426174	_gap_
ENSP00000239860	_gap_
ENSP00000369191	90257
ENSP00000427495	90257
ENSP00000239859	_gap_
ENSP00000307859	103473
ENSP00000311139	103473
ENSP00000369948	103473
ENSP00000348074	_gap_,56436
ENSP00000417010	56436
ENSP00000415048	_gap_,56436
ENSP00000326407	_gap_,56436
ENSP00000482358	50494
ENSP00000397268	54452,48726,_gap_
ENSP00000264560	_gap_
ENSP00000341911	_gap_
ENSP00000266456	56436
ENSP00000379743	56436
ENSP00000312089	_gap_
ENSP00000302569	_gap_,56436
ENSP00000432876	_gap_,56436
ENSP00000431461	_gap_,56436
ENSP00000344723	_gap_
ENSP00000434392	_gap_,56436
ENSP00000436923	_gap_
ENSP00000434954	_gap_
ENSP00000347314	116846,_gap_
ENSP00000406061	116846,_gap_
ENSP00000414147	116846,_gap_
ENSP00000473599	116846,_gap_
ENSP00000319231	50729
ENSP00000483602	50729
ENSP00000215582	_gap_
ENSP00000369915	_gap_,143113
ENSP00000483728	_gap_,143113
ENSP00000387783	_gap_,143113
ENSP00000405912	_gap_,143113
ENSP00000436397	_gap_,143113,_gap_
ENSP00000478654	_gap_,143113,_gap_
ENSP00000481412	_gap_,143113,_gap_
ENSP00000220325	52540,_gap_,47473
ENSP00000349428	_gap_,54928,54928,_gap_,54928,54928
ENSP00000408096	_gap_,54928,54928,_gap_,54928,_gap_
ENSP00000014112	_gap_,54928,54928,_gap_,54928,54928
ENSP00000382434	_gap_,49562,_gap_,52151
ENSP00000290472	49562,_gap_,52151
ENSP00000406878	56235
ENSP00000396430	56235
ENSP00000369177	_gap_
ENSP00000474217	_gap_
ENSP00000475099	_gap_
ENSP00000309124	_gap_,56436
ENSP00000405116	_gap_
ENSP00000255465	_gap_,47954,47954
ENSP00000400666	_gap_,47954,47954
ENSP00000380300	_gap_,52374,47323,_gap_
ENSP00000369897	47616,_gap_,52374,47323,_gap_
ENSP00000482336	47616,_gap_,52374,47323,_gap_
ENSP00000278224	_gap_,52374,47323,_gap_
ENSP00000380442	49562,_gap_,52151
ENSP00000354991	48726,_gap_,48726,56112
ENSP00000319279	47986,48726,48726,52129,_gap_
ENSP00000304161	47986,48726,48726,52129,_gap_
ENSP00000371348	_gap_
ENSP00000298530	_gap_
ENSP00000256246	_gap_
ENSP00000266458	54236
ENSP00000444186	54236
ENSP00000411256	54236,_gap_
ENSP00000445857	54236,_gap_
ENSP00000325776	_gap_
ENSP00000352962	48317,_gap_
ENSP00000345168	_gap_
ENSP00000418721	_gap_
ENSP00000255476	_gap_
ENSP00000338217	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
ENSP00000465709	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
ENSP00000466007	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
ENSP00000468238	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
ENSP00000468532	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
ENSP00000298139	53098,_gap_,52540,_gap_,46785,_gap_,47819,_gap_
ENSP00000369154	56366,_gap_,49879
ENSP00000382216	56366,_gap_,49879
ENSP00000239885	56366,_gap_,49879
ENSP00000290299	47928,_gap_
ENSP00000393496	47928
ENSP00000407220	_gap_
ENSP00000393211	47928,_gap_
ENSP00000403964	_gap_
ENSP00000468633	51306
ENSP00000256857	_gap_
ENSP00000389696	_gap_
ENSP00000434101	_gap_
ENSP00000310929	56436
ENSP00000443584	56436
ENSP00000338130	56436
ENSP00000371333	56436
ENSP00000344858	_gap_
ENSP00000239891	53448
ENSP00000390533	53448
ENSP00000334813	_gap_,46689,_gap_
ENSP00000256852	_gap_
ENSP00000233997	50494
ENSP00000479183	50494
ENSP00000299721	_gap_
ENSP00000382250	54995
ENSP00000251047	49899,_gap_
ENSP00000263650	_gap_,50729,144000,_gap_
ENSP00000302872	_gap_,144000,_gap_
ENSP00000374639	_gap_,144000,_gap_
ENSP00000326534	50978,_gap_
ENSP00000335193	_gap_
ENSP00000434640	_gap_,48726,57196
ENSP00000384620	48726,57196,_gap_
ENSP00000287842	48726,57196,_gap_
ENSP00000428828	48726,57196,_gap_
ENSP00000433289	_gap_,57196
ENSP00000374354	54211,55666
ENSP00000239893	_gap_
ENSP00000419203	54211,55666
ENSP00000234347	50494
ENSP00000478977	50494
ENSP00000290310	_gap_
ENSP00000240618	_gap_,56436
ENSP00000446003	_gap_,56436
ENSP00000480609	_gap_,56436
ENSP00000404464	_gap_,57196,57196,_gap_
ENSP00000382238	_gap_
ENSP00000483089	_gap_
ENSP00000382231	_gap_
ENSP00000382234	_gap_
ENSP00000482011	_gap_
ENSP00000263621	50494
ENSP00000466090	50494
ENSP00000480128	50494
ENSP00000403906	54452,48726
ENSP00000402739	54452,48726
ENSP00000398951	48726
ENSP00000408520	54452,48726
ENSP00000400783	54452,48726
ENSP00000374484	_gap_
ENSP00000405379	_gap_
ENSP00000305894	_gap_
ENSP00000326119	_gap_
ENSP00000269518	_gap_
ENSP00000332139	50494
ENSP00000478745	50494
ENSP00000348512	_gap_
ENSP00000353388	_gap_
ENSP00000419754	_gap_
ENSP00000417510	_gap_
ENSP00000218894	_gap_
ENSP00000420170	_gap_
ENSP00000299766	_gap_,81321
ENSP00000310216	_gap_,56436
ENSP00000325612	50978,50952,_gap_
ENSP00000464810	50978,50952,_gap_
ENSP00000379153	50978,50952,_gap_
ENSP00000308528	50978,50952,_gap_
ENSP00000262717	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000442226	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000444767	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000330612	81321
ENSP00000316628	57850,_gap_
ENSP00000374482	81321
ENSP00000350263	53649,_gap_
ENSP00000383188	53649,_gap_
ENSP00000386791	_gap_
ENSP00000484413	_gap_
ENSP00000326227	74650,51445,51011,_gap_
ENSP00000399557	_gap_
ENSP00000397039	_gap_
ENSP00000382511	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
ENSP00000346613	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
ENSP00000005082	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
ENSP00000337255	_gap_
ENSP00000382225	_gap_
ENSP00000382226	_gap_
ENSP00000382228	_gap_
ENSP00000412498	_gap_
ENSP00000416258	_gap_
ENSP00000478215	_gap_
ENSP00000483895	_gap_
ENSP00000379716	_gap_,56436
ENSP00000371329	_gap_,56436
ENSP00000371328	_gap_,56436
ENSP00000391113	_gap_
ENSP00000393706	_gap_
ENSP00000413125	_gap_
ENSP00000428080	_gap_
ENSP00000403393	_gap_
ENSP00000183936	_gap_,54001,49758,47473
ENSP00000336840	47473
ENSP00000348667	47473
ENSP00000380387	47473
ENSP00000455254	47473
ENSP00000350181	_gap_,54001,_gap_,49758,47473
ENSP00000380349	_gap_,54001,_gap_,49758,47473
ENSP00000371326	_gap_,56436
ENSP00000371327	_gap_,56436
ENSP00000479152	56436
ENSP00000369126	56112
ENSP00000355385	_gap_,82708
ENSP00000369073	_gap_,82153,82153,82153,82153,_gap_
ENSP00000369071	_gap_,82153,82153,82153,82153,_gap_
ENSP00000369067	_gap_,82153,82153,82153,82153,_gap_
ENSP00000369066	_gap_,82153,82153,82153,82153,_gap_
ENSP00000381198	_gap_,48371
ENSP00000256858	_gap_,48371
ENSP00000392438	_gap_
ENSP00000419252	_gap_
ENSP00000419624	_gap_
ENSP00000477646	_gap_
ENSP00000320768	_gap_,54928,_gap_
ENSP00000370524	54928,_gap_
ENSP00000382214	54928,_gap_
ENSP00000417926	_gap_,54928,_gap_
ENSP00000352992	56399
ENSP00000380258	56399
ENSP00000402737	56399,_gap_
ENSP00000380257	56399
ENSP00000256965	_gap_,56436
ENSP00000385304	_gap_,56436
ENSP00000352064	_gap_,56436
ENSP00000438038	_gap_,56436
ENSP00000234371	81321,_gap_
ENSP00000250693	_gap_,56399,_gap_
ENSP00000465500	_gap_,57586,57586,57586,_gap_
ENSP00000332757	53756
ENSP00000250699	63712,90112
ENSP00000369027	48403,_gap_
ENSP00000342580	48403,_gap_
ENSP00000369001	48403,_gap_
ENSP00000348025	48403,_gap_
ENSP00000351264	48403,_gap_
ENSP00000368995	48403,_gap_
ENSP00000435969	48403,_gap_
ENSP00000269499	_gap_,64268,_gap_,57756
ENSP00000316032	_gap_,82215,_gap_
ENSP00000413146	_gap_
ENSP00000380199	_gap_,82215,_gap_
ENSP00000380202	_gap_,82215,_gap_
ENSP00000347404	_gap_,82215,_gap_
ENSP00000263620	_gap_,46774,_gap_
ENSP00000323063	52540,50447,50465
ENSP00000319240	89817
ENSP00000353959	_gap_,52833,47616
ENSP00000290332	_gap_,52833,47616
ENSP00000262719	_gap_,50729,_gap_,52058,52058,_gap_,81606,_gap_
ENSP00000340690	49417,_gap_
ENSP00000300305	49417,_gap_
ENSP00000409227	49417,_gap_
ENSP00000382184	49417,_gap_
ENSP00000351123	49417
ENSP00000382182	49417
ENSP00000388189	49417
ENSP00000405158	_gap_
ENSP00000476117	50978,_gap_
ENSP00000353246	_gap_
ENSP00000075503	_gap_,56112
ENSP00000353971	48371
ENSP00000411169	48371
ENSP00000478396	48371
ENSP00000228251	_gap_,50249,_gap_
ENSP00000279550	_gap_,50249,_gap_
ENSP00000329623	56854
ENSP00000381185	56854
ENSP00000466417	56854
ENSP00000263805	_gap_,50978
ENSP00000234389	53822,53850,_gap_
ENSP00000256257	_gap_,57850
ENSP00000256261	52799
ENSP00000429176	52799
ENSP00000349087	_gap_
ENSP00000331423	_gap_
ENSP00000368970	54236
ENSP00000239878	54236
ENSP00000402378	54236
ENSP00000278243	_gap_
ENSP00000434631	_gap_
ENSP00000300730	_gap_
ENSP00000240687	81321
ENSP00000458498	81321
ENSP00000484743	81321
ENSP00000398170	49899,_gap_
ENSP00000398256	49899,_gap_
ENSP00000405520	49899,_gap_
ENSP00000339915	49899,_gap_
ENSP00000447062	49899,_gap_
ENSP00000263097	47576,_gap_
ENSP00000340129	47576,_gap_
ENSP00000240615	81321
ENSP00000461158	81321
ENSP00000484163	81321
ENSP00000385143	_gap_,48726,48726,82895,82895,_gap_,47986
ENSP00000287272	_gap_,48726,48726,82895,_gap_,47986
ENSP00000392739	_gap_,48726,48726,82895,_gap_,47986
ENSP00000412652	_gap_,48726,48726,82895,82895,_gap_,47986
ENSP00000394303	_gap_,48726,48726,82895,82895,_gap_,47986
ENSP00000397211	_gap_,47986
ENSP00000364543	_gap_,52540,_gap_
ENSP00000394400	_gap_,52540,_gap_
ENSP00000385083	_gap_,51735
ENSP00000312939	51735
ENSP00000240691	81321
ENSP00000460247	81321
ENSP00000480069	81321
ENSP00000240619	81321
ENSP00000461683	81321
ENSP00000482990	81321
ENSP00000249647	58038,_gap_,58038
ENSP00000207062	58038,58038
ENSP00000380327	58038,58038
ENSP00000238497	116846,52540
ENSP00000228811	_gap_
ENSP00000459468	_gap_
ENSP00000477689	_gap_
ENSP00000382770	_gap_,81324,_gap_
ENSP00000329189	82199,_gap_
ENSP00000382163	82199,_gap_
ENSP00000382161	82199,_gap_
ENSP00000382152	82199
ENSP00000382156	82199
ENSP00000382158	82199
ENSP00000382159	82199
ENSP00000399998	82199
ENSP00000396837	82199
ENSP00000413318	82199
ENSP00000394822	82199
ENSP00000392463	_gap_
ENSP00000372221	56574
ENSP00000408821	56574
ENSP00000412436	_gap_
ENSP00000479778	_gap_
ENSP00000482363	_gap_
ENSP00000326817	52058
ENSP00000380319	52058
ENSP00000455445	52058
ENSP00000375095	81321
ENSP00000461365	81321
ENSP00000478277	81321
ENSP00000263094	_gap_,52540,_gap_,52540,_gap_
ENSP00000414062	_gap_,52540,_gap_,52540,_gap_
ENSP00000465322	_gap_,52540,_gap_,52540,_gap_
ENSP00000269491	56574
ENSP00000372218	56574
ENSP00000332325	_gap_
ENSP00000371271	_gap_
ENSP00000379682	_gap_
ENSP00000458690	_gap_
ENSP00000461041	_gap_
ENSP00000481810	_gap_
ENSP00000483458	_gap_
ENSP00000260372	_gap_
ENSP00000456578	_gap_
ENSP00000341584	56574
ENSP00000394592	56574
ENSP00000391156	56574
ENSP00000388300	56574
ENSP00000328874	_gap_
ENSP00000368952	_gap_,117892,_gap_
ENSP00000401989	_gap_,117892,_gap_
ENSP00000276461	_gap_
ENSP00000428112	_gap_
ENSP00000335220	_gap_
ENSP00000380405	_gap_
ENSP00000339467	52540
ENSP00000380175	52540
ENSP00000380176	52540
ENSP00000436932	52540
ENSP00000332034	_gap_
ENSP00000413879	_gap_
ENSP00000300737	_gap_,47769,_gap_
ENSP00000441949	81321
ENSP00000458544	81321
ENSP00000484251	81321
ENSP00000290349	51735
ENSP00000382143	51735
ENSP00000434613	51735
ENSP00000424040	81321
ENSP00000458551	81321
ENSP00000479785	81321
ENSP00000343445	56574
ENSP00000398645	56574
ENSP00000399796	56574
ENSP00000300738	48168,51998
ENSP00000439601	_gap_,103657,_gap_,57889,48350,_gap_
ENSP00000316772	_gap_,103657,_gap_,57889,48350,_gap_
ENSP00000348564	_gap_
ENSP00000441624	81321
ENSP00000459353	81321
ENSP00000375091	81321
ENSP00000461533	81321
ENSP00000333551	51419
ENSP00000407942	_gap_,47686,_gap_,48239,_gap_,49410,50242
ENSP00000415941	_gap_,47686,_gap_,48239,_gap_,49410,50242
ENSP00000421854	56574
ENSP00000441497	56574
ENSP00000290354	51735
ENSP00000270190	_gap_
ENSP00000382104	_gap_
ENSP00000418127	101898
ENSP00000368920	_gap_,101898
ENSP00000368919	101898
ENSP00000283752	56574
ENSP00000329498	56574
ENSP00000337212	56574
ENSP00000381101	56574
ENSP00000444861	56574
ENSP00000393947	56574
ENSP00000397301	56574
ENSP00000402362	56574
ENSP00000368908	_gap_
ENSP00000371264	_gap_
ENSP00000481020	_gap_
ENSP00000383333	55874,_gap_
ENSP00000400860	52058
ENSP00000323508	52058,111418,_gap_
ENSP00000406367	52058,111418,_gap_
ENSP00000464739	53036,55287
ENSP00000478303	53036,55287
ENSP00000485021	53036,55287
ENSP00000267890	56112,_gap_
ENSP00000479984	56112,64593,_gap_,64593,_gap_
ENSP00000455734	56112,_gap_
ENSP00000386160	81321
ENSP00000254436	57850,57845,_gap_,49899
ENSP00000372645	_gap_,49265,49265,49265,_gap_,49265,49265,49265,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
ENSP00000449211	_gap_,49265,49265,49265,_gap_,49265,49265,49265,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
ENSP00000397441	_gap_
ENSP00000403733	_gap_
ENSP00000315700	_gap_,50978,_gap_
ENSP00000346103	_gap_,52833
ENSP00000299502	56574
ENSP00000401645	56574
ENSP00000402386	56574
ENSP00000397096	56574
ENSP00000385397	56574
ENSP00000318956	81321
ENSP00000339292	_gap_
ENSP00000382087	_gap_
ENSP00000382088	_gap_
ENSP00000382090	_gap_
ENSP00000382092	_gap_
ENSP00000354733	_gap_,52540,_gap_,52540,_gap_
ENSP00000477651	_gap_,52540,_gap_,52540,_gap_
ENSP00000400762	_gap_,52540,_gap_,52540,_gap_
ENSP00000482802	_gap_,52540,_gap_,52540,_gap_
ENSP00000279575	_gap_
ENSP00000442834	_gap_
ENSP00000479661	_gap_
ENSP00000374013	_gap_
ENSP00000290399	47459,55785,55785,_gap_
ENSP00000392003	55785,55785,_gap_
ENSP00000220659	57783,47954,_gap_
ENSP00000368880	_gap_,46785,_gap_
ENSP00000315397	_gap_
ENSP00000379658	47769,_gap_,46785
ENSP00000338387	_gap_,55681
ENSP00000382071	_gap_,55681
ENSP00000479939	_gap_,55681
ENSP00000392923	_gap_
ENSP00000396370	_gap_
ENSP00000396443	_gap_
ENSP00000302422	81321
ENSP00000331342	49562,_gap_,144270
ENSP00000287263	49562,_gap_,144270
ENSP00000430680	_gap_
ENSP00000399454	_gap_,50978,_gap_
ENSP00000402869	_gap_,50978,_gap_
ENSP00000405614	_gap_,50978,_gap_
ENSP00000407066	_gap_,50978
ENSP00000408651	_gap_,50978
ENSP00000412069	_gap_,50978
ENSP00000238508	56574
ENSP00000479385	56574
ENSP00000381082	56574,56574
ENSP00000392381	56574,56574
ENSP00000290650	_gap_,54736,_gap_,46785,_gap_
ENSP00000353343	81321
ENSP00000342267	103506
ENSP00000415826	103506
ENSP00000386207	56574
ENSP00000302918	_gap_
ENSP00000331734	_gap_
ENSP00000308764	_gap_,81321
ENSP00000331368	56574
ENSP00000381072	56574
ENSP00000381075	56574
ENSP00000295211	56574
ENSP00000414580	56574
ENSP00000393456	56574
ENSP00000353719	_gap_
ENSP00000382053	_gap_
ENSP00000382054	_gap_
ENSP00000382049	_gap_
ENSP00000388372	_gap_
ENSP00000419617	_gap_
ENSP00000309132	_gap_,56854
ENSP00000379653	_gap_,56854
ENSP00000467086	_gap_,56854
ENSP00000266434	_gap_,56854
ENSP00000298566	_gap_,56854
ENSP00000409094	_gap_,81321
ENSP00000300747	57850,57845,_gap_,49899
ENSP00000324856	_gap_,56112,_gap_
ENSP00000303077	53383
ENSP00000403943	_gap_,48452,48452,_gap_
ENSP00000408456	_gap_,48452,48452,_gap_
ENSP00000391891	_gap_,48452,48452,_gap_
ENSP00000381974	_gap_,48452
ENSP00000346791	_gap_,48452,48452,_gap_,57850
ENSP00000347889	_gap_,48452,48452,_gap_,57850
ENSP00000381981	_gap_,48452,48452,_gap_,57850
ENSP00000414658	_gap_
ENSP00000387880	_gap_
ENSP00000393681	_gap_,57850
ENSP00000343782	81321,_gap_
ENSP00000480325	81321,_gap_
ENSP00000319166	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000381058	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000261349	63825,57196,63825,57196,63825,57196,63825,57196,57424,57424,57424,_gap_
ENSP00000350222	81321
ENSP00000239882	_gap_,46785,_gap_
ENSP00000384135	_gap_
ENSP00000380155	81321
ENSP00000340691	_gap_
ENSP00000371917	_gap_
ENSP00000380153	81321
ENSP00000340896	_gap_,49899,_gap_
ENSP00000430259	_gap_,49899
ENSP00000395310	_gap_,49899,_gap_
ENSP00000262150	_gap_,49313,49313,49313,49313,49313,_gap_
ENSP00000260403	56300,_gap_
ENSP00000215375	_gap_,51344,46604
ENSP00000378995	_gap_,51344,46604
ENSP00000464863	_gap_,51344,46604
ENSP00000310565	_gap_,52540
ENSP00000460321	_gap_,52540
ENSP00000300762	55486
ENSP00000369753	55486
ENSP00000368801	57667,_gap_,51045,51045,_gap_
