id	level	description
IPR001550	InterPro	Transcription antiterminator, conserved site
IPR001551	InterPro	Cannabinoid receptor type 2
IPR001554	InterPro	Glycoside hydrolase, family 14
IPR001555	InterPro	Phosphoribosylglycinamide formyltransferase, active site
IPR001556	InterPro	Bombesin receptor
IPR001557	InterPro	L-lactate/malate dehydrogenase
IPR001558	InterPro	HIV negative factor Nef
IPR001559	InterPro	Aryldialkylphosphatase
IPR001560	InterPro	Bombesin receptor type 3
IPR001561	InterPro	Influenza matrix M1, N-terminal
IPR001562	InterPro	Zinc finger, Btk motif
IPR001563	InterPro	Peptidase S10, serine carboxypeptidase
IPR001564	InterPro	Nucleoside diphosphate kinase
IPR001565	InterPro	Synaptotagmin
IPR001566	InterPro	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
IPR001567	InterPro	Peptidase M3A/M3B
IPR001568	InterPro	Ribonuclease T2-like
IPR001569	InterPro	Ribosomal protein L37e
IPR001570	InterPro	Peptidase M4, C-terminal
IPR001571	InterPro	GPCR, family 2, vasoactive intestinal peptide receptor
IPR001573	InterPro	Protein kinase A anchoring, WSK motif
IPR001574	InterPro	Ribosome-inactivating protein
IPR001576	InterPro	Phosphoglycerate kinase
IPR001577	InterPro	Peptidase M8, leishmanolysin
IPR001578	InterPro	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001579	InterPro	Glycoside hydrolase, chitinase active site
IPR001580	InterPro	Calreticulin/calnexin
IPR001581	InterPro	Leukemia inhibitory factor /oncostatin
IPR001584	InterPro	Integrase, catalytic core
IPR001585	InterPro	Transaldolase
IPR001586	InterPro	Beta-lactamase, class-C active site
IPR001588	InterPro	Casein, alpha/beta
IPR001590	InterPro	Peptidase M12B, ADAM/reprolysin
IPR001591	InterPro	RNA polymerase, PB2 subunit, orthomyxoviridae
IPR001592	InterPro	Potyvirus coat protein
IPR001593	InterPro	Ribosomal protein S3Ae
IPR001594	InterPro	Zinc finger, DHHC-type, palmitoyltransferase
IPR001597	InterPro	Aromatic amino acid beta-eliminating lyase/threonine aldolase
IPR001598	InterPro	Transposase, IS30, conserved site
IPR001599	InterPro	Alpha-2-macroglobulin
IPR001604	InterPro	DNA/RNA non-specific endonuclease
IPR001605	InterPro	Pleckstrin homology domain, spectrin-type
IPR001606	InterPro	ARID/BRIGHT DNA-binding domain
IPR001607	InterPro	Zinc finger, UBP-type
IPR001609	InterPro	Myosin head, motor domain
IPR001611	InterPro	Leucine-rich repeat
IPR001613	InterPro	Flavin amine oxidase
IPR001614	InterPro	Myelin proteolipid protein PLP
IPR001615	InterPro	Delta-endotoxin CytB
IPR001616	InterPro	Alphaherpesvirus alkaline exonuclease
IPR001619	InterPro	Sec1-like protein
IPR001620	InterPro	Dopamine D3 receptor
IPR001621	InterPro	Fungal ligninase
IPR001624	InterPro	Flagellar hook-basal body complex protein FliE
IPR001626	InterPro	ABC-3
IPR001627	InterPro	Sema domain
IPR001628	InterPro	Zinc finger, nuclear hormone receptor-type
IPR001630	InterPro	cAMP response element binding (CREB) protein
IPR001631	InterPro	DNA topoisomerase I
IPR001634	InterPro	Adenosine receptor
IPR001635	InterPro	Flagellar hook-length control protein FliK
IPR001636	InterPro	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IPR001638	InterPro	Extracellular solute-binding protein, family 3
IPR001639	InterPro	Type II secretion system protein C
IPR001640	InterPro	Prolipoprotein diacylglyceryl transferase
IPR001641	InterPro	Spumavirus aspartic protease A9
IPR001642	InterPro	Neuromedin B receptor
IPR001644	InterPro	C3a anaphylatoxin chemotactic receptor
IPR001645	InterPro	Folylpolyglutamate synthetase
IPR001647	InterPro	DNA-binding HTH domain, TetR-type
IPR001648	InterPro	Ribosomal protein S18
IPR001651	InterPro	Gastrin/cholecystokinin peptide hormone
IPR001653	InterPro	Diaminopimelate epimerase, DapF
IPR001655	InterPro	Neutrophil cytosol factor 1
IPR001656	InterPro	Pseudouridine synthase, TruD
IPR001657	InterPro	Hedgehog protein
IPR001658	InterPro	Gonadotrophin-releasing hormone receptor family
IPR001660	InterPro	Sterile alpha motif domain
IPR001661	InterPro	Glycoside hydrolase, family 37
IPR001662	InterPro	Translation elongation factor EF1B, gamma chain, conserved
IPR001663	InterPro	Aromatic-ring-hydroxylating dioxygenase, alpha subunit
IPR001664	InterPro	Intermediate filament protein
IPR001665	InterPro	Norovirus peptidase C37
IPR001666	InterPro	Phosphatidylinositol transfer protein
IPR001668	InterPro	Plasmid recombination enzyme
IPR001669	InterPro	Arginine repressor
IPR001670	InterPro	Alcohol dehydrogenase, iron-type
IPR001671	InterPro	Melanocortin/ACTH receptor
IPR001672	InterPro	Phosphoglucose isomerase (PGI)
IPR001674	InterPro	GMP synthase, C-terminal
IPR001675	InterPro	Glycosyl transferase, family 29
IPR001676	InterPro	Picornavirus capsid
IPR001677	InterPro	Solute-binding protein, transferrin-binding protein-like
IPR001679	InterPro	NAD-dependent DNA ligase
IPR001680	InterPro	WD40 repeat
IPR001681	InterPro	Neurokinin receptor
IPR001683	InterPro	Phox homologous domain
IPR001684	InterPro	Ribosomal protein L27
IPR001686	InterPro	Peptidase A22A, presenilin, nematode type
IPR001688	InterPro	GPCR, family 2, calcitonin receptor
IPR001689	InterPro	Flagellar motor switch protein FliM
IPR001690	InterPro	Autoinducer synthesis protein
IPR001692	InterPro	Histidinol dehydrogenase, conserved site
IPR001693	InterPro	Calcitonin peptide-like
IPR001694	InterPro	NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H
IPR001695	InterPro	Lysyl oxidase
IPR001696	InterPro	Voltage gated sodium channel, alpha subunit
IPR001697	InterPro	Pyruvate kinase
IPR001698	InterPro	F-actin-capping protein subunit beta
IPR001699	InterPro	Transcription factor, T-box
IPR001701	InterPro	Glycoside hydrolase, family 9
IPR001702	InterPro	Porin, Gram-negative type
IPR001703	InterPro	Alpha-fetoprotein
IPR001704	InterPro	Prepro-orexin
IPR001705	InterPro	Ribosomal protein L33
IPR001706	InterPro	Ribosomal protein L35, non-mitochondrial
IPR001707	InterPro	Chloramphenicol acetyltransferase
IPR001708	InterPro	Membrane insertase OXA1/ALB3/YidC
IPR001709	InterPro	Flavoprotein pyridine nucleotide cytochrome reductase
IPR001710	InterPro	Adrenomedullin
IPR001711	InterPro	Phospholipase C, phosphatidylinositol-specific, Y domain
IPR001712	InterPro	Type III secretion system FHIPEP
IPR001713	InterPro	Proteinase inhibitor I25A, stefin A
IPR001714	InterPro	Peptidase M24, methionine aminopeptidase
IPR001715	InterPro	Calponin homology domain
IPR001717	InterPro	Anion exchange protein
IPR001718	InterPro	CC chemokine receptor 7
IPR001719	InterPro	AP endonuclease 2
IPR001720	InterPro	PI3 kinase, P85 regulatory subunit
IPR001722	InterPro	Glycoside hydrolase, family 7
IPR001723	InterPro	Steroid hormone receptor
IPR001726	InterPro	DNA nucleotidylexotransferase (TdT) / DNA-directed DNA/RNA polymerase mu
IPR001727	InterPro	Uncharacterised protein family UPF0016
IPR001728	InterPro	Thyroid hormone receptor
IPR001729	InterPro	Surfactant-associated polypeptide
IPR001730	InterPro	Potyvirus NIa protease (NIa-pro) domain
IPR001731	InterPro	Porphobilinogen synthase
IPR001732	InterPro	UDP-glucose/GDP-mannose dehydrogenase, N-terminal
IPR001733	InterPro	Peptidase S26B, eukaryotic signal peptidase
IPR001734	InterPro	Sodium/solute symporter
IPR001735	InterPro	Opsin RH1/RH2
IPR001736	InterPro	Phospholipase D/Transphosphatidylase
IPR001737	InterPro	Ribosomal RNA adenine methylase transferase
IPR001738	InterPro	Rab escort (choroideraemia) protein
IPR001739	InterPro	Methyl-CpG DNA binding
IPR001740	InterPro	GPCR, family 2, EMR1 hormone receptor
IPR001742	InterPro	Outer capsid protein VP2, Orbivirus
IPR001743	InterPro	Photosystem II PsbT
IPR001746	InterPro	Polyhedrin
IPR001747	InterPro	Lipid transport protein, N-terminal
IPR001748	InterPro	G10 protein
IPR001749	InterPro	GPCR, family 2, gastric inhibitory polypeptide receptor
IPR001750	InterPro	NADH:ubiquinone/plastoquinone oxidoreductase
IPR001751	InterPro	S100/Calbindin-D9k, conserved site
IPR001752	InterPro	Kinesin, motor domain
IPR001753	InterPro	Crotonase superfamily
IPR001754	InterPro	Orotidine 5'-phosphate decarboxylase domain
IPR001757	InterPro	Cation-transporting P-type ATPase
IPR001758	InterPro	Prostanoid EP4 receptor
IPR001760	InterPro	Opsin
IPR001764	InterPro	Glycoside hydrolase, family 3, N-terminal
IPR001765	InterPro	Carbonic anhydrase
IPR001766	InterPro	Transcription factor, fork head
IPR001767	InterPro	Hedgehog protein, Hint domain
IPR001769	InterPro	Gingipain
IPR001770	InterPro	G-protein, gamma subunit
IPR001771	InterPro	GPCR, family 2, vasoactive intestinal peptide receptor 1
IPR001774	InterPro	Delta/Serrate/lag-2 (DSL) protein
IPR001778	InterPro	Pollen allergen Poa pIX/Phl pVI
IPR001779	InterPro	Two pore domain potassium channel, TWIK-1
IPR001780	InterPro	Ribosomal protein L35A
IPR001781	InterPro	Zinc finger, LIM-type
IPR001782	InterPro	Flagellar P-ring protein
IPR001783	InterPro	Lumazine-binding protein
IPR001784	InterPro	Bunyavirus nucleocapsid (N) protein
IPR001786	InterPro	GPCR, family 3, metabotropic glutamate receptor 4
IPR001787	InterPro	Ribosomal protein L21
IPR001788	InterPro	Tymovirus, RNA-dependent RNA polymerase
IPR001789	InterPro	Signal transduction response regulator, receiver domain
IPR001790	InterPro	Ribosomal protein L10/acidic P0
IPR001793	InterPro	Retinal pigment epithelium GPCR
IPR001795	InterPro	RNA-directed RNA polymerase, luteovirus
IPR001796	InterPro	Dihydrofolate reductase domain
IPR001799	InterPro	Ephrin
IPR001800	InterPro	Lipoprotein, type 6
IPR001801	InterPro	Histone-like protein H-NS
IPR001802	InterPro	Mercuric transport protein periplasmic component/copper chaperone CopZ
IPR001803	InterPro	Orbivirus inner capsid protein VP7
IPR001804	InterPro	Isocitrate and isopropylmalate dehydrogenases family
IPR001805	InterPro	Adenosine kinase
IPR001806	InterPro	Small GTPase superfamily
IPR001807	InterPro	Chloride channel, voltage gated
IPR001808	InterPro	Transcription regulator HTH, Crp
IPR001809	InterPro	Outer surface lipoprotein, Borrelia
IPR001810	InterPro	F-box domain
IPR001811	InterPro	Chemokine interleukin-8-like domain
IPR001812	InterPro	Trypanosome variant surface glycoprotein, A-type, N-terminal domain
IPR001813	InterPro	Ribosomal protein L10/L12
IPR001815	InterPro	Trichovirus movement protein
IPR001816	InterPro	Translation elongation factor EFTs/EF1B
IPR001817	InterPro	Vasopressin receptor
IPR001818	InterPro	Peptidase M10, metallopeptidase
IPR001819	InterPro	Chromogranin A/B
IPR001820	InterPro	Proteinase inhibitor I35, tissue inhibitor of metalloproteinase
IPR001821	InterPro	[NiFe]-hydrogenase, small subunit
IPR001824	InterPro	Tyrosine-protein kinase, receptor class III, conserved site
IPR001827	InterPro	Homeobox protein, antennapedia type, conserved site
IPR001829	InterPro	Pili assembly chaperone, bacterial
IPR001830	InterPro	Glycosyl transferase, family 20
IPR001831	InterPro	Immunodeficiency virus transactivating regulatory protein (Tat)
IPR001834	InterPro	NADH:cytochrome b5 reductase (CBR)
IPR001835	InterPro	Heat-labile enterotoxin, B chain
IPR001837	InterPro	Adenylate cyclase-associated CAP
IPR001839	InterPro	Transforming growth factor-beta, C-terminal
IPR001840	InterPro	Anaphylatoxin, complement system domain
IPR001841	InterPro	Zinc finger, RING-type
IPR001842	InterPro	Peptidase M36, fungalysin
IPR001843	InterPro	Fragilysin
IPR001844	InterPro	Chaperonin Cpn60
IPR001845	InterPro	HTH ArsR-type DNA-binding domain
IPR001847	InterPro	Peptidase S21
IPR001848	InterPro	Ribosomal protein S10
IPR001850	InterPro	Flavivirus NS3, petidase S7
IPR001851	InterPro	ABC transporter, permease
IPR001852	InterPro	Pyridoxine biosynthesis protein
IPR001853	InterPro	DSBA-like thioredoxin domain
IPR001854	InterPro	Ribosomal protein L29
IPR001855	InterPro	Beta defensin type
IPR001856	InterPro	Somatostatin receptor 3
IPR001857	InterPro	Ribosomal protein L19
IPR001859	InterPro	Trypanosoma cruzi ribosomal protein P2-like
IPR001860	InterPro	Glycoside hydrolase, family 34
IPR001862	InterPro	Membrane attack complex component/perforin/complement C9
IPR001863	InterPro	Glypican
IPR001864	InterPro	Trypanothione reductase
IPR001865	InterPro	Ribosomal protein S2
IPR001866	InterPro	Papillomavirus E2, N-terminal
IPR001867	InterPro	Signal transduction response regulator, C-terminal
IPR001869	InterPro	Thiol-activated cytolysin
IPR001872	InterPro	Peptidase A8, signal peptidase II
IPR001873	InterPro	Na+ channel, amiloride-sensitive
IPR001874	InterPro	Dehydroquinase, class II
IPR001875	InterPro	Death effector domain
IPR001876	InterPro	Zinc finger, RanBP2-type
IPR001878	InterPro	Zinc finger, CCHC-type
IPR001879	InterPro	GPCR, family 2, extracellular hormone receptor domain
IPR001881	InterPro	EGF-like calcium-binding domain
IPR001883	InterPro	GPCR, family 3, metabotropic glutamate receptor 7
IPR001884	InterPro	Translation elongation factor IF5A
IPR001885	InterPro	Lipoxygenase, mammalian
IPR001887	InterPro	Barnase
IPR001889	InterPro	Herpesvirus thymidine kinase
IPR001890	InterPro	RNA-binding, CRM domain
IPR001891	InterPro	Malic oxidoreductase
IPR001892	InterPro	Ribosomal protein S13
IPR001893	InterPro	Cysteine-rich Golgi apparatus protein 1 repeat
IPR001894	InterPro	Cathelicidin
IPR001895	InterPro	Ras guanine-nucleotide exchange factors catalytic domain
IPR001897	InterPro	Porin, gammaproteobacterial
IPR001898	InterPro	Sodium/sulphate symporter
IPR001901	InterPro	Protein translocase complex, SecE/Sec61-gamma subunit
IPR001902	InterPro	Sulphate anion transporter
IPR001903	InterPro	Rhabdovirus spike glycoprotein
IPR001904	InterPro	Paxillin
IPR001905	InterPro	Ammonium transporter
IPR001906	InterPro	Terpene synthase, N-terminal domain
IPR001907	InterPro	ATP-dependent Clp protease proteolytic subunit
IPR001908	InterPro	Melanocortin receptor
IPR001909	InterPro	Krueppel-associated box
IPR001911	InterPro	Ribosomal protein S21
IPR001912	InterPro	Ribosomal protein S4/S9, N-terminal
IPR001915	InterPro	Peptidase M48
IPR001917	InterPro	Aminotransferase, class-II, pyridoxal-phosphate binding site
IPR001919	InterPro	Cellulose-binding domain, family II, bacterial-type
IPR001920	InterPro	Asp/Glu racemase
IPR001922	InterPro	Dopamine D2 receptor
IPR001923	InterPro	Prostanoid EP2 receptor
IPR001925	InterPro	Porin, eukaryotic type
IPR001927	InterPro	Sodium:galactoside symporter
IPR001928	InterPro	Endothelin-like toxin
IPR001929	InterPro	Germin
IPR001930	InterPro	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
IPR001931	InterPro	Ribosomal protein S21e
IPR001932	InterPro	Protein phosphatase 2C (PP2C)-like domain
IPR001933	InterPro	Neuropeptide Y4 receptor
IPR001936	InterPro	Ras GTPase-activating protein
IPR001937	InterPro	Galactose-1-phosphate uridyl transferase, class I
IPR001940	InterPro	Peptidase S1C
IPR001941	InterPro	Pro-opiomelanocortin/corticotropin, ACTH
IPR001943	InterPro	UVR domain
IPR001944	InterPro	Glycoside hydrolase, family 35
IPR001945	InterPro	Xeroderma pigmentosum group D protein
IPR001946	InterPro	Alpha 2A adrenoceptor
IPR001947	InterPro	Scorpion short chain toxin, potassium channel inhibitor
IPR001948	InterPro	Peptidase M18
IPR001949	InterPro	NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site
IPR001950	InterPro	Translation initiation factor SUI1
IPR001951	InterPro	Histone H4
IPR001952	InterPro	Alkaline phosphatase
IPR001953	InterPro	Na+/H+ exchanger, isoform 2 (NHE2)
IPR001954	InterPro	Gliadin/LMW glutenin
IPR001955	InterPro	Pancreatic hormone-like
IPR001956	InterPro	Bacterial type 3a cellulose-binding domain
IPR001957	InterPro	Chromosomal replication control, initiator DnaA
IPR001958	InterPro	Tetracycline resistance protein, TetA/multidrug resistance protein MdtG
IPR001962	InterPro	Asparagine synthase
IPR001963	InterPro	Glycoprotein VP7
IPR001965	InterPro	Zinc finger, PHD-type
IPR001966	InterPro	Gastrin-releasing peptide receptor
IPR001967	InterPro	Peptidase S11, D-alanyl-D-alanine carboxypeptidase A, N-terminal
IPR001969	InterPro	Aspartic peptidase, active site
IPR001970	InterPro	Na+/H+ exchanger, isoform 1 (NHE1)
IPR001971	InterPro	Ribosomal protein S11
IPR001972	InterPro	Stomatin family
IPR001973	InterPro	P2Y6 purinoceptor
IPR001975	InterPro	Ribosomal protein L40e
IPR001976	InterPro	Ribosomal protein S24e
IPR001977	InterPro	Dephospho-CoA kinase
IPR001978	InterPro	Troponin
IPR001980	InterPro	Coenzyme A biosynthesis protein
IPR001981	InterPro	Colipase
IPR001982	InterPro	Homing endonuclease, LAGLIDADG/HNH
IPR001985	InterPro	S-adenosylmethionine decarboxylase
IPR001986	InterPro	Enolpyruvate transferase domain
IPR001988	InterPro	Caulimovirus coat protein
IPR001989	InterPro	Radical-activating enzyme, conserved site
IPR001990	InterPro	Chromogranin/secretogranin
IPR001991	InterPro	Sodium:dicarboxylate symporter
IPR001992	InterPro	Type II secretion system conserved site
IPR001995	InterPro	Peptidase A2A, retrovirus, catalytic
IPR001996	InterPro	Phosphotransferase system, IIB component, type 1
IPR001997	InterPro	Calponin
IPR001998	InterPro	Xylose isomerase
IPR001999	InterPro	Osteonectin-like, conserved site
IPR002000	InterPro	Lysosome-associated membrane glycoprotein
IPR002001	InterPro	GPCR, family 2, diuretic hormone receptor
IPR002002	InterPro	Octopamine receptor
IPR002003	InterPro	Gas vesicle protein GvpC
IPR002004	InterPro	Polyadenylate-binding protein/Hyperplastic disc protein
IPR002006	InterPro	Viral capsid, core, Hepatitis B virus
IPR002008	InterPro	DNA polymerase family X, beta-like
IPR002009	InterPro	Bromovirus coat protein
IPR002010	InterPro	Type III secretion system inner membrane R protein
IPR002011	InterPro	Tyrosine-protein kinase, receptor class II, conserved site
IPR002012	InterPro	Gonadotropin-releasing hormone
IPR002013	InterPro	Synaptojanin, N-terminal
IPR002014	InterPro	VHS
IPR002016	InterPro	Haem peroxidase, plant/fungal/bacterial
IPR002017	InterPro	Spectrin repeat
IPR002020	InterPro	Citrate synthase-like
IPR002021	InterPro	Paramyxovirus nucleocapsid protein
IPR002023	InterPro	NADH-quinone oxidoreductase subunit E-like
IPR002024	InterPro	Bacterioferritin
IPR002026	InterPro	Urease, gamma/gamma-beta subunit
IPR002028	InterPro	Tryptophan synthase, alpha chain
IPR002030	InterPro	Mitochondrial brown fat uncoupling protein
IPR002031	InterPro	Peptidase A22A, presenilin 1
IPR002033	InterPro	Sec-independent periplasmic protein translocase TatC
IPR002034	InterPro	Alpha-isopropylmalate/homocitrate synthase, conserved site
IPR002036	InterPro	Endoribonuclease YbeY
IPR002037	InterPro	Glycoside hydrolase, family 8
IPR002038	InterPro	Osteopontin
IPR002040	InterPro	Neurokinin/Substance P
IPR002041	InterPro	Ran GTPase
IPR002043	InterPro	Uracil-DNA glycosylase
IPR002044	InterPro	Carbohydrate binding module family 20
IPR002045	InterPro	Metallothionein, family 3, crustacean
IPR002047	InterPro	Adipokinetic hormone, conserved site
IPR002048	InterPro	EF-hand domain
IPR002051	InterPro	Haem oxygenase
IPR002052	InterPro	DNA methylase, N-6 adenine-specific, conserved site
IPR002053	InterPro	Glycoside hydrolase, family 25
IPR002054	InterPro	DNA-directed DNA polymerase X
IPR002056	InterPro	Protein import receptor MAS20-related
IPR002057	InterPro	Isopenicillin N synthase, conserved site
IPR002059	InterPro	Cold-shock protein, DNA-binding
IPR002060	InterPro	Squalene/phytoene synthase
IPR002061	InterPro	Scorpion long chain toxin/defensin
IPR002062	InterPro	Oxytocin receptor
IPR002063	InterPro	Haemerythrin
IPR002065	InterPro	Putative thiol peroxidase Tpx
IPR002067	InterPro	Mitochondrial carrier protein
IPR002069	InterPro	Interferon gamma
IPR002070	InterPro	Transcription factor, Brachyury
IPR002071	InterPro	Thermonuclease active site
IPR002072	InterPro	Nerve growth factor-related
IPR002073	InterPro	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
IPR002074	InterPro	Somatostatin receptor 2
IPR002075	InterPro	Nuclear transport factor 2
IPR002076	InterPro	GNS1/SUR4 membrane protein
IPR002077	InterPro	Voltage-dependent calcium channel, alpha-1 subunit
IPR002078	InterPro	RNA polymerase sigma factor 54 interaction domain
IPR002079	InterPro	Gag polyprotein, inner coat protein p12
IPR002081	InterPro	Cryptochrome/DNA photolyase, class 1
IPR002082	InterPro	Aspartate carbamoyltransferase
IPR002083	InterPro	MATH
IPR002084	InterPro	Methionine repressor MetJ
IPR002085	InterPro	Alcohol dehydrogenase superfamily, zinc-type
IPR002088	InterPro	Protein prenyltransferase, alpha subunit
IPR002089	InterPro	Influenza virus matrix protein 2
IPR002090	InterPro	Na+/H+ exchanger, isoform 6 (NHE6)
IPR002091	InterPro	Aromatic amino acid permease
IPR002092	InterPro	DNA-directed RNA polymerase, phage-type
IPR002093	InterPro	BRCA2 repeat
IPR002098	InterPro	Seminal vesicle protein I
IPR002099	InterPro	DNA mismatch repair protein family
IPR002100	InterPro	Transcription factor, MADS-box
IPR002101	InterPro	Myristoylated alanine-rich C-kinase substrate MARCKS
IPR002102	InterPro	Cellulosome anchoring protein, cohesin domain
IPR002103	InterPro	Bacterial luciferase
IPR002104	InterPro	Integrase, catalytic
IPR002105	InterPro	Cellulosome enzyme, dockerin type I, calcium-binding motif
IPR002108	InterPro	Actin-depolymerising factor homology domain
IPR002109	InterPro	Glutaredoxin
IPR002110	InterPro	Ankyrin repeat
IPR002112	InterPro	Transcription factor Jun
IPR002113	InterPro	Adenine nucleotide translocator 1
IPR002115	InterPro	Protein-tyrosine phosphatase, low molecular weight, mammalian
IPR002116	InterPro	Melittin/ Api allergen
IPR002117	InterPro	p53 tumour suppressor family
IPR002119	InterPro	Histone H2A
IPR002120	InterPro	Thyrotropin-releasing hormone receptor
IPR002121	InterPro	HRDC domain
IPR002122	InterPro	Melanocortin 3 receptor
IPR002123	InterPro	Phospholipid/glycerol acyltransferase
IPR002124	InterPro	Cytochrome c oxidase, subunit Vb
IPR002125	InterPro	CMP/dCMP deaminase, zinc-binding
IPR002126	InterPro	Cadherin
IPR002128	InterPro	NADH:ubiquinone/plastoquinone oxidoreductase, chloroplast chain 5, C-terminal
IPR002129	InterPro	Pyridoxal phosphate-dependent decarboxylase
IPR002130	InterPro	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002131	InterPro	Glycoprotein hormone receptor family
IPR002132	InterPro	Ribosomal protein L5
IPR002133	InterPro	S-adenosylmethionine synthetase
IPR002136	InterPro	Ribosomal protein L4/L1e
IPR002137	InterPro	Beta-lactamase, class-D active site
IPR002138	InterPro	Peptidase C14, caspase non-catalytic subunit p10
IPR002139	InterPro	Ribokinase
IPR002141	InterPro	Influenza virus nucleoprotein (NP)
IPR002142	InterPro	Peptidase S49
IPR002143	InterPro	Ribosomal protein L1
IPR002144	InterPro	GPCR, family 2, secretin receptor
IPR002145	InterPro	Ribbon-helix-helix protein, copG
IPR002146	InterPro	ATPase, F0 complex, subunit B/B', bacterial/chloroplast
IPR002147	InterPro	5-Hydroxytryptamine 1B receptor
IPR002148	InterPro	Rotavirus non-structural protein 1
IPR002150	InterPro	Ribosomal protein L31
IPR002151	InterPro	Kinesin light chain
IPR002152	InterPro	Glycoside hydrolase, family 23
IPR002153	InterPro	Transient receptor potential channel, canonical
IPR002154	InterPro	Neuregulin 1-related, C-terminal
IPR002155	InterPro	Thiolase
IPR002156	InterPro	Ribonuclease H domain
IPR002157	InterPro	Cobalamin (vitamin B12)-binding transporter, eukaryotic
IPR002159	InterPro	CD36 antigen
IPR002160	InterPro	Proteinase inhibitor I3, Kunitz legume
IPR002161	InterPro	PdxT/SNO family
IPR002164	InterPro	Nucleosome assembly protein (NAP)
IPR002165	InterPro	Plexin
IPR002166	InterPro	RNA dependent RNA polymerase, hepatitis C virus
IPR002167	InterPro	Graves disease carrier protein
IPR002168	InterPro	Lipase, GDXG, active site
IPR002169	InterPro	Peptidase M9A/M9B, collagenase, bacterial
IPR002170	InterPro	GPCR, family 2, parathyroid hormone receptor
IPR002171	InterPro	Ribosomal protein L2
IPR002172	InterPro	Low-density lipoprotein (LDL) receptor class A repeat
IPR002173	InterPro	Carbohydrate/puine kinase, PfkB, conserved site
IPR002175	InterPro	Endothelin receptor A
IPR002176	InterPro	Crossover junction endodeoxyribonuclease RuvC
IPR002177	InterPro	DNA-binding protein Dps
IPR002180	InterPro	6,7-dimethyl-8-ribityllumazine synthase
IPR002182	InterPro	NB-ARC
IPR002183	InterPro	Interleukin-3
IPR002184	InterPro	7TM GPCR, serpentine receptor class b (Srb)
IPR002185	InterPro	Dopamine D4 receptor
IPR002186	InterPro	Neocarzinostatin, bacterial
IPR002187	InterPro	Nitrogen regulatory protein PII
IPR002189	InterPro	F-actin-capping protein subunit alpha
IPR002191	InterPro	Bacterial export protein family 3
IPR002192	InterPro	Pyruvate phosphate dikinase, PEP/pyruvate-binding
IPR002194	InterPro	Chaperonin TCP-1, conserved site
IPR002195	InterPro	Dihydroorotase, conserved site
IPR002196	InterPro	Glycoside hydrolase, family 24
IPR002197	InterPro	DNA binding HTH domain,  Fis-type
IPR002198	InterPro	Short-chain dehydrogenase/reductase SDR
IPR002200	InterPro	Elicitin
IPR002201	InterPro	Glycosyl transferase, family 9
IPR002202	InterPro	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002204	InterPro	3-hydroxyisobutyrate dehydrogenase-related, conserved site
IPR002205	InterPro	DNA topoisomerase, type IIA, subunit A/C-terminal
IPR002206	InterPro	Opsin, pineal type
IPR002207	InterPro	Plant ascorbate peroxidase
IPR002208	InterPro	SecY/SEC61-alpha family
IPR002209	InterPro	Fibroblast growth factor family
IPR002210	InterPro	Major capsid L1 (late) protein, Papillomavirus
IPR002211	InterPro	Lymphocyte-specific protein
IPR002213	InterPro	UDP-glucuronosyl/UDP-glucosyltransferase
IPR002214	InterPro	Hantavirus nucleocapsid protein
IPR002217	InterPro	Lipoprotein LPP20
IPR002218	InterPro	Glucose-inhibited division protein A-related
IPR002219	InterPro	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
IPR002220	InterPro	DapA-like
IPR002222	InterPro	Ribosomal protein S19/S15
IPR002223	InterPro	Proteinase inhibitor I2, Kunitz metazoa
IPR002225	InterPro	3-beta hydroxysteroid dehydrogenase/isomerase
IPR002226	InterPro	Catalase haem-binding site
IPR002227	InterPro	Tyrosinase copper-binding domain
IPR002228	InterPro	Muscarinic acetylcholine receptor M1
IPR002229	InterPro	Blood group Rhesus C/E/D polypeptide
IPR002230	InterPro	Cannabinoid receptor family
IPR002231	InterPro	5-hydroxytryptamine receptor family
IPR002232	InterPro	5-Hydroxytryptamine 6 receptor
IPR002233	InterPro	Adrenoceptor family
IPR002234	InterPro	Anaphylatoxin chemotactic receptor family
IPR002235	InterPro	CXC chemokine receptor 6
IPR002236	InterPro	CC chemokine receptor 1
IPR002237	InterPro	CC chemokine receptor 2
IPR002238	InterPro	CC chemokine receptor 3
IPR002239	InterPro	CC chemokine receptor 4
IPR002240	InterPro	CC chemokine receptor 5
IPR002241	InterPro	Glycoside hydrolase, family 27
IPR002242	InterPro	Chloride channel ClC-0
IPR002243	InterPro	Chloride channel ClC-1
IPR002244	InterPro	Chloride channel ClC-2
IPR002245	InterPro	Chloride channel ClC-3
IPR002246	InterPro	Chloride channel ClC-4
IPR002247	InterPro	Chloride channel ClC-5
IPR002248	InterPro	Chloride channel ClC-6
IPR002249	InterPro	Chloride channel ClC-7
IPR002250	InterPro	Chloride channel ClC-K
