id	level	description
PF03950	Pfam	tRNA synthetases class I (E and Q), anti-codon binding domain
PF00750	Pfam	tRNA synthetases class I (R)
PF01406	Pfam	tRNA synthetases class I (C) catalytic domain
PF01921	Pfam	tRNA synthetases class I (K)
PF00152	Pfam	tRNA synthetases class II (D, K and N) 
PF02081	Pfam	Tryptophan RNA-binding attenuator protein
PF00587	Pfam	tRNA synthetase class II core domain (G, H, P, S and T)
PF01411	Pfam	tRNA synthetases class II (A)
PF01974	Pfam	tRNA intron endonuclease, catalytic C-terminal domain
PF02778	Pfam	tRNA intron endonuclease, N-terminal domain
PF01746	Pfam	tRNA (Guanine-1)-methyltransferase
PF03054	Pfam	tRNA methyl transferase
PF04558	Pfam	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1    
PF04557	Pfam	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2    
PF02091	Pfam	Glycyl-tRNA synthetase alpha subunit
PF02092	Pfam	Glycyl-tRNA synthetase beta subunit
PF00261	Pfam	Tropomyosin
PF03301	Pfam	Tryptophan 2,3-dioxygenase
PF04820	Pfam	Tryptophan halogenase
PF01371	Pfam	Trp repressor protein
PF00290	Pfam	Tryptophan synthase alpha chain
PF03222	Pfam	Tryptophan/tyrosine permease family
PF01509	Pfam	TruB family pseudouridylate synthase (N terminal domain)
PF01456	Pfam	Mucin-like glycoprotein
PF00913	Pfam	Trypanosome variant surface glycoprotein (A-type)
PF03249	Pfam	Type specific antigen
PF01166	Pfam	TSC-22/dip/bun family
PF04668	Pfam	Twisted gastrulation (Tsg) protein conserved region
PF04705	Pfam	Thiostrepton-resistance methylase, N terminus
PF00090	Pfam	Thrombospondin type 1 domain
PF02412	Pfam	Thrombospondin type 3 repeat
PF03073	Pfam	TspO/MBR family
PF02956	Pfam	TT viral orf 1
PF02957	Pfam	TT viral ORF2
PF03542	Pfam	Tuberin
PF00091	Pfam	Tubulin/FtsZ family, GTPase domain
PF00418	Pfam	Tau and MAP protein, tubulin-binding repeat
PF01021	Pfam	TYA transposon protein
PF03251	Pfam	Tymovirus 45/70Kd protein
PF00983	Pfam	Tymovirus coat protein
PF00264	Pfam	Common central domain of tyrosinase
PF03064	Pfam	HSV U79 / HCMV P34
PF02134	Pfam	Repeat in ubiquitin-activating (UBA) protein
PF01977	Pfam	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PF01209	Pfam	ubiE/COQ5 methyltransferase family
PF03981	Pfam	Ubiquinol-cytochrome C chaperone 
PF02271	Pfam	Ubiquinol-cytochrome C reductase complex 14kD subunit
PF02320	Pfam	Ubiquinol-cytochrome C reductase hinge protein
PF02921	Pfam	Ubiquinol cytochrome reductase transmembrane region
PF02939	Pfam	UcrQ family
PF00984	Pfam	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF03720	Pfam	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	Pfam	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF01704	Pfam	UTP--glucose-1-phosphate uridylyltransferase
PF00201	Pfam	UDP-glucoronosyl and UDP-glucosyl transferase
PF03152	Pfam	Ubiquitin fusion degradation protein UFD1
PF02512	Pfam	Virulence determinant
PF03044	Pfam	Herpesvirus UL16/UL94 family
PF03252	Pfam	Herpesvirus UL21
PF01499	Pfam	Herpesvirus UL25 family
PF04496	Pfam	Herpesvirus UL35 family 
PF03970	Pfam	Herpesvirus UL37 tegument protein
PF02282	Pfam	DNA polymerase processivity factor (UL42)
PF03117	Pfam	UL49 family
PF03121	Pfam	Herpesviridae UL52/UL70 DNA primase
PF03049	Pfam	UL79 family
PF03043	Pfam	Herpesvirus UL87 family
PF03048	Pfam	UL92 family
PF03038	Pfam	UL95 family
PF04817	Pfam	Umbravirus long distance movement (LDM) family 
PF00021	Pfam	u-PAR/Ly-6 domain
PF00919	Pfam	Uncharacterized protein family UPF0004
PF03649	Pfam	Uncharacterised protein family (UPF0014)
PF01169	Pfam	Uncharacterized protein family UPF0016
PF01170	Pfam	Putative RNA methylase family UPF0020
PF01171	Pfam	PP-loop family
PF01172	Pfam	Shwachman-Bodian-Diamond syndrome (SBDS) protein 
PF01142	Pfam	tRNA pseudouridine synthase D (TruD)
PF01139	Pfam	tRNA-splicing ligase RtcB
PF01205	Pfam	Uncharacterized protein family UPF0029
PF01256	Pfam	Carbohydrate kinase
PF00902	Pfam	Sec-independent protein translocase protein (TatC)
PF01206	Pfam	Sulfurtransferase TusA
PF02381	Pfam	MraZ protein
PF03650	Pfam	Uncharacterised protein family (UPF0041)
PF03668	Pfam	P-loop ATPase protein family
PF01985	Pfam	CRS1 / YhbY (CRM) domain
PF01894	Pfam	Uncharacterised protein family UPF0047
PF01458	Pfam	Uncharacterized protein family (UPF0051)
PF01933	Pfam	Uncharacterised protein family UPF0052
PF02130	Pfam	Uncharacterized protein family UPF0054
PF01679	Pfam	Proteolipid membrane potential modulator
PF01893	Pfam	Uncharacterised protein family UPF0058
PF02694	Pfam	Uncharacterised BCR, YnfA/UPF0060 family
PF02696	Pfam	Uncharacterized ACR, YdiU/UPF0061 family
PF03401	Pfam	Tripartite tricarboxylate transporter family receptor
PF01980	Pfam	Uncharacterised protein family UPF0066
PF03006	Pfam	Haemolysin-III related
PF02082	Pfam	Transcriptional regulator
PF03702	Pfam	Uncharacterised protein family (UPF0075)
PF02367	Pfam	Uncharacterised P-loop hydrolase UPF0079
PF03652	Pfam	Uncharacterised protein family (UPF0081)
PF01868	Pfam	Domain of unknown function UPF0086
PF03007	Pfam	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03653	Pfam	Uncharacterised protein family (UPF0093)
PF02016	Pfam	LD-carboxypeptidase
PF01981	Pfam	Peptidyl-tRNA hydrolase PTH2
PF02021	Pfam	Uncharacterised protein family UPF0102
PF01875	Pfam	Memo-like protein
PF03706	Pfam	Uncharacterised protein family (UPF0104)
PF03656	Pfam	Pam16
PF03657	Pfam	Uncharacterised protein family (UPF0113)
PF03350	Pfam	Uncharacterized protein family, UPF0114
PF01594	Pfam	Domain of unknown function DUF20
PF03715	Pfam	Noc2p family
PF03661	Pfam	Uncharacterised protein family (UPF0121)
PF04297	Pfam	Putative helix-turn-helix protein, YlxM / p13 like
PF03660	Pfam	PHF5-like protein
PF03658	Pfam	RnfH family Ubiquitin
PF03458	Pfam	UPF0126 domain
PF03673	Pfam	Uncharacterised protein family (UPF0128)
PF03647	Pfam	Transmembrane proteins 14C
PF03677	Pfam	Uncharacterised protein family (UPF0137)
PF03669	Pfam	Uncharacterised protein family (UPF0139)
PF03686	Pfam	Uncharacterised protein family (UPF0146)
PF03685	Pfam	Uncharacterised protein family (UPF0147)
PF03695	Pfam	Uncharacterised protein family (UPF0149)
PF03681	Pfam	Uncharacterised protein family (UPF0150)
PF03692	Pfam	Putative zinc- or iron-chelating domain
PF03672	Pfam	Uncharacterised protein family (UPF0154)
PF03693	Pfam	Uncharacterised protein family (UPF0156)
PF04229	Pfam	GrpB protein
PF03682	Pfam	Uncharacterised protein family (UPF0158)
PF03690	Pfam	Uncharacterised protein family (UPF0160)
PF03687	Pfam	Uncharacterised protein family (UPF0164)
PF03691	Pfam	Uncharacterised protein family (UPF0167)
PF03666	Pfam	Nitrogen Permease regulator of amino acid transport activity 3
PF03665	Pfam	Uncharacterised protein family (UPF0172)
PF02476	Pfam	US2 family
PF03683	Pfam	Uncharacterised protein family (UPF0175)
PF03698	Pfam	Uncharacterised protein family (UPF0180)
PF03701	Pfam	Uncharacterised protein family (UPF0181)
PF03670	Pfam	Uncharacterised protein family (UPF0184)
PF04050	Pfam	Up-frameshift suppressor 2 
PF01255	Pfam	Putative undecaprenyl diphosphate synthase
PF00449	Pfam	Urease alpha-subunit, N-terminal domain
PF00699	Pfam	Urease beta subunit
PF00547	Pfam	Urease, gamma subunit
PF01774	Pfam	UreD urease accessory protein
PF05194	Pfam	UreE urease accessory protein, C-terminal domain
PF01730	Pfam	UreF
PF04115	Pfam	Ureidoglycolate hydrolase 
PF01014	Pfam	Uricase
PF01208	Pfam	Uroporphyrinogen decarboxylase (URO-D)
PF01175	Pfam	Urocanase
PF02083	Pfam	Urotensin II
PF02393	Pfam	US22 like
PF00577	Pfam	Outer membrane usher protein
PF04871	Pfam	Uso1 / p115 like vesicle tethering protein, C terminal region
PF04869	Pfam	Uso1 / p115 like vesicle tethering protein, head region
PF00582	Pfam	Universal stress protein family
PF03253	Pfam	Urea transporter
PF01099	Pfam	Uteroglobin family
PF03998	Pfam	Utp11 protein
PF04003	Pfam	Dip2/Utp12 Family
PF04615	Pfam	Utp14 protein
PF03851	Pfam	UV-endonuclease UvdE
PF00580	Pfam	UvrD/REP helicase N-terminal domain
PF02614	Pfam	Glucuronate isomerase
PF03786	Pfam	D-mannonate dehydratase (UxuA)
PF03223	Pfam	V-ATPase subunit C
PF03179	Pfam	Vacuolar (H+)-ATPase G subunit
PF03224	Pfam	V-ATPase subunit H
PF01639	Pfam	Viral family 110
PF03402	Pfam	Vomeronasal organ pheromone receptor family, V1R
PF02830	Pfam	V4R domain
PF01496	Pfam	V-type ATPase 116kDa subunit family  
PF02346	Pfam	Chordopoxvirus fusion protein
PF02691	Pfam	Vacuolating cyotoxin
PF03077	Pfam	Putative vacuolating cytotoxin
PF04333	Pfam	VacJ like lipoprotein
PF04294	Pfam	VanW like protein
PF02557	Pfam	D-alanyl-D-alanine carboxypeptidase
PF04892	Pfam	VanZ like family 
PF03490	Pfam	Variant-surface-glycoprotein phospholipase C
PF01992	Pfam	ATP synthase (C/AC39) subunit
PF01991	Pfam	ATP synthase (E/31 kDa) subunit
PF01505	Pfam	Major Vault Protein repeat
PF01847	Pfam	von Hippel-Lindau disease tumour suppressor protein
PF02209	Pfam	Villin headpiece domain
PF04702	Pfam	Vicilin N terminal region
PF00559	Pfam	Retroviral Vif (Viral infectivity) protein
PF01044	Pfam	Vinculin family
PF02236	Pfam	Viral DNA-binding protein, all alpha domain
PF03728	Pfam	Viral DNA-binding protein, zinc binding domain
PF00426	Pfam	Outer Capsid protein VP4 (Hemagglutinin)
PF03225	Pfam	Viral heat shock protein Hsp90 homologue 
PF04530	Pfam	Viral Beta C/D like family
PF00729	Pfam	Viral coat protein (S domain)
PF00747	Pfam	ssDNA binding protein
PF01443	Pfam	Viral (Superfamily 1) RNA helicase
PF04521	Pfam	ssRNA positive strand viral 18kD cysteine rich protein
PF00998	Pfam	Viral RNA dependent RNA polymerase
PF02407	Pfam	Putative viral replication protein
PF05101	Pfam	Type IV secretory pathway, VirB3-like protein
PF04335	Pfam	VirB8 protein
PF00286	Pfam	Viral coat protein
PF01347	Pfam	Lipoprotein amino terminal region
PF05090	Pfam	Vitamin K-dependent gamma-carboxylase
PF04649	Pfam	Mycoplasma hyorhinis VlpA repeat 
PF01660	Pfam	Viral methyltransferase
PF00695	Pfam	Major surface antigen from hepadnavirus
PF03762	Pfam	Vitelline membrane outer layer protein I (VOMI) 
PF00434	Pfam	Glycoprotein VP7
PF00522	Pfam	VPR/VPX protein
PF03643	Pfam	Vacuolar protein sorting-associated protein 26 
PF03997	Pfam	VPS28 protein
PF04133	Pfam	Vacuolar protein sorting 55 
PF00558	Pfam	Vpu protein
PF03852	Pfam	DNA mismatch endonuclease Vsr
PF00093	Pfam	von Willebrand factor type C domain
PF02020	Pfam	eIF4-gamma/eIF5/eIF2-epsilon
PF03716	Pfam	WCCH motif 
PF00458	Pfam	WHEP-TRS domain
PF00110	Pfam	wnt family
PF01822	Pfam	WSC domain
PF02165	Pfam	Wilm's tumour protein
PF03303	Pfam	WTF protein
PF04932	Pfam	O-Antigen ligase
PF00739	Pfam	Trans-activation protein X
PF00860	Pfam	Permease family
PF04921	Pfam	XAP5, circadian clock regulator
PF02625	Pfam	XdhC and CoxI family
PF03894	Pfam	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03469	Pfam	XH domain
PF03468	Pfam	XS domain
PF04555	Pfam	Restriction endonuclease XhoI
PF00193	Pfam	Extracellular link domain
PF00867	Pfam	XPG I-region
PF00752	Pfam	XPG N-terminal domain
PF01834	Pfam	XRCC1 N terminal domain
PF02162	Pfam	XYPPX repeat (two copies)
PF04690	Pfam	YABBY protein
PF03895	Pfam	YadA-like C-terminal region
PF02699	Pfam	Preprotein translocase subunit
PF04073	Pfam	Aminoacyl-tRNA editing domain
PF02392	Pfam	Ycf4
PF01737	Pfam	YCF9
PF03795	Pfam	YCII-related domain
PF02182	Pfam	SAD/SRA domain
PF04794	Pfam	YdjC-like protein
PF00399	Pfam	Yeast PIR protein repeat
PF03366	Pfam	YEATS family
PF03543	Pfam	Yersinia/Haemophilus virulence surface antigen
PF03545	Pfam	Yersinia virulence determinant (YopE)
PF03887	Pfam	YfbU domain
PF02542	Pfam	YgbB family
PF02325	Pfam	YGGT family
PF04945	Pfam	YHS domain
PF03755	Pfam	YicC-like family, N-terminal region 
PF03853	Pfam	YjeF-related protein N-terminus
PF03739	Pfam	Predicted permease YjgP/YjgQ family
PF02326	Pfam	Plant ATP synthase F0
PF01514	Pfam	Secretory protein of YscJ/FliF family
PF04650	Pfam	YSIRK type signal peptide
PF02295	Pfam	Adenosine deaminase z-alpha domain
PF01559	Pfam	Zein seed storage protein
PF01754	Pfam	A20-like zinc finger
PF01428	Pfam	AN1-like Zinc finger
PF00096	Pfam	Zinc finger, C2H2 type
PF00105	Pfam	Zinc finger, C4 type (two domains)
PF01396	Pfam	Topoisomerase DNA binding C4 zinc finger
PF02928	Pfam	C5HC2 zinc finger
PF01807	Pfam	CHC2 zinc finger
PF05207	Pfam	CSL zinc finger
PF05180	Pfam	DNL zinc finger
PF02701	Pfam	Dof domain, zinc finger
PF04770	Pfam	ZF-HD protein dimerisation region
PF01422	Pfam	NF-X1 type zinc finger
PF00645	Pfam	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00641	Pfam	Zn-finger in Ran binding protein and others
PF02135	Pfam	TAZ zinc finger
PF02953	Pfam	Tim10/DDP family zinc finger
PF02176	Pfam	TRAF-type zinc finger
PF02207	Pfam	Putative zinc finger in N-recognin (UBR box)
PF03470	Pfam	XS zinc finger domain
PF01258	Pfam	Prokaryotic dksA/traR C4-type zinc finger
PF04071	Pfam	Cysteine-rich small domain
PF04354	Pfam	ZipA, C-terminal FtsZ-binding domain
PF00172	Pfam	Fungal Zn(2)-Cys(6) binuclear cluster domain
PF00882	Pfam	Zinc dependent phospholipase C
PF04228	Pfam	Putative neutral zinc metallopeptidase
PF04298	Pfam	Putative neutral zinc metallopeptidase
PF03854	Pfam	P-11 zinc finger
PF03367	Pfam	ZPR1 zinc-finger domain
PF00791	Pfam	ZU5 domain
PF00569	Pfam	Zinc finger, ZZ type
PF04358	Pfam	DsrC like protein
PF04252	Pfam	Predicted SAM-dependent RNA methyltransferase
PF04359	Pfam	Protein of unknown function (DUF493)
PF04205	Pfam	FMN-binding domain
PF04432	Pfam	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
PF04609	Pfam	Methyl-coenzyme M reductase operon protein C
PF04607	Pfam	Region found in RelA / SpoT proteins
PF04226	Pfam	Transglycosylase associated protein
PF04264	Pfam	YceI-like domain
PF04431	Pfam	Pectate lyase, N terminus
PF05223	Pfam	NTF2-like N-terminal transpeptidase domain
PF05224	Pfam	NDT80 / PhoG like DNA-binding  family
PF05225	Pfam	helix-turn-helix, Psq domain
PF05226	Pfam	CHASE2 domain
PF05227	Pfam	CHASE3 domain
PF05228	Pfam	CHASE4 domain
PF05229	Pfam	Spore Coat Protein U domain
PF05230	Pfam	MASE2 domain
PF05231	Pfam	MASE1
PF05232	Pfam	Bacterial Transmembrane Pair family
PF05233	Pfam	PHB accumulation regulatory domain
PF05234	Pfam	UAF complex subunit Rrn10
PF05235	Pfam	CHAD domain
PF05236	Pfam	Transcription initiation factor TFIID component TAF4 family
PF05237	Pfam	MoeZ/MoeB domain
PF05238	Pfam	Kinetochore protein CHL4 like
PF05239	Pfam	PRC-barrel domain
PF05240	Pfam	APOBEC-like C-terminal domain
PF05241	Pfam	Emopamil binding protein 
PF05242	Pfam	Glycosylation-dependent cell adhesion molecule 1 (GlyCAM-1)
PF05244	Pfam	Brucella outer membrane protein 2
PF05246	Pfam	Protein of unknown function (DUF735)
PF05247	Pfam	Flagellar transcriptional activator (FlhD)
PF05248	Pfam	Adenovirus E3A
PF05250	Pfam	Uncharacterised protein family (UPF0193)
PF05251	Pfam	Uncharacterised protein family (UPF0197)
PF05253	Pfam	U11-48K-like CHHC zinc finger
PF05254	Pfam	Uncharacterised protein family (UPF0203)
PF05255	Pfam	Uncharacterised protein family (UPF0220)
PF05256	Pfam	Uncharacterised protein family (UPF0223)
PF05257	Pfam	CHAP domain
PF05258	Pfam	Protein of unknown function (DUF721)
PF05259	Pfam	Herpesvirus glycoprotein L
PF05261	Pfam	TraM protein, DNA-binding
PF05262	Pfam	Borrelia P83/100 protein
PF05263	Pfam	Protein of unknown function (DUF722)
PF05264	Pfam	Choristoneura fumiferana antifreeze protein (CfAFP)
PF05265	Pfam	Protein of unknown function (DUF723)
PF05266	Pfam	Protein of unknown function (DUF724)
PF05267	Pfam	Protein of unknown function (DUF725)
PF05268	Pfam	Phage tail fibre adhesin Gp38
PF05269	Pfam	Bacteriophage CII protein
PF05270	Pfam	Alpha-L-arabinofuranosidase B (ABFB)
PF05271	Pfam	Tobravirus 2B protein
PF05272	Pfam	Virulence-associated protein E
PF05273	Pfam	Poxvirus RNA polymerase 22 kDa subunit
PF05274	Pfam	Occlusion-derived virus envelope protein E25
PF05275	Pfam	Copper resistance protein B precursor (CopB)
PF05276	Pfam	SH3 domain-binding protein 5 (SH3BP5)
PF05277	Pfam	Protein of unknown function (DUF726)
PF05278	Pfam	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05279	Pfam	Aspartyl beta-hydroxylase N-terminal region
PF05280	Pfam	Flagellar transcriptional activator (FlhC)
PF05281	Pfam	Neuroendocrine protein 7B2 precursor (Secretogranin V)
PF05282	Pfam	AAR2 protein
PF05283	Pfam	Multi-glycosylated core protein 24 (MGC-24)
PF05284	Pfam	Protein of unknown function (DUF736)
PF05285	Pfam	SDA1
PF05287	Pfam	PMG protein
PF05288	Pfam	Poxvirus A3L Protein
PF05289	Pfam	Borrelia hemolysin accessory protein
PF05290	Pfam	Baculovirus immediate-early protein (IE-0)
PF05291	Pfam	Bystin
PF05292	Pfam	Malonyl-CoA decarboxylase (MCD)
PF05293	Pfam	African swine fever virus (ASFV) L11L protein
PF05294	Pfam	Scorpion short toxin
PF05295	Pfam	Luciferase/LBP N-terminal domain
PF05296	Pfam	Mammalian taste receptor protein (TAS2R)
PF05297	Pfam	Herpesvirus latent membrane protein 1 (LMP1)
PF05298	Pfam	Bombinin
PF05299	Pfam	M61 glycyl aminopeptidase
PF05300	Pfam	Protein of unknown function (DUF737)
PF05301	Pfam	Touch receptor neuron protein Mec-17
PF05302	Pfam	Protein of unknown function (DUF720)
PF05303	Pfam	Protein of unknown function (DUF727)
PF05304	Pfam	Protein of unknown function (DUF728)
PF05305	Pfam	Protein of unknown function (DUF732)
PF05306	Pfam	Protein of unknown function (DUF733)
PF05307	Pfam	Bundlin
PF05308	Pfam	Mitochondrial fission regulator
PF05309	Pfam	TraE protein
PF05310	Pfam	Tenuivirus movement protein
PF05311	Pfam	Baculovirus 33KDa late protein (PP31)
PF05313	Pfam	Poxvirus P21 membrane protein
PF05314	Pfam	Baculovirus occlusion-derived virus envelope protein EC27
PF05315	Pfam	ICEA Protein
PF05316	Pfam	Mitochondrial ribosomal protein (VAR1)
PF05317	Pfam	Thermopsin
PF05318	Pfam	Tombusvirus movement protein
PF05320	Pfam	Poxvirus DNA-directed RNA polymerase 19 kDa subunit
PF05321	Pfam	Haemolysin expression modulating protein
PF05322	Pfam	NINE Protein
PF05323	Pfam	Poxvirus A21 Protein
PF05324	Pfam	Sperm antigen HE2
PF05325	Pfam	Protein of unknown function (DUF730)
PF05326	Pfam	Seminal vesicle autoantigen (SVA)
PF05327	Pfam	RNA polymerase I specific transcription initiation factor RRN3
PF05328	Pfam	CybS
PF05331	Pfam	Protein of unknown function (DUF742)
PF05332	Pfam	Protein of unknown function (DUF743)
PF05334	Pfam	Protein of unknown function (DUF719)
PF05335	Pfam	Protein of unknown function (DUF745)
PF05336	Pfam	Domain of unknown function (DUF718)
PF05337	Pfam	Macrophage colony stimulating factor-1 (CSF-1)
PF05338	Pfam	Protein of unknown function (DUF717)
PF05339	Pfam	Protein of unknown function (DUF739)
PF05340	Pfam	Protein of unknown function (DUF740)
PF05341	Pfam	Protein of unknown function (DUF708)
PF05342	Pfam	M26 IgA1-specific Metallo-endopeptidase N-terminal region
PF05343	Pfam	M42 glutamyl aminopeptidase
PF05344	Pfam	Domain of Unknown Function (DUF746)
PF05345	Pfam	Putative Ig domain
PF05346	Pfam	Eukaryotic membrane protein family
PF05347	Pfam	Complex 1 protein (LYR family)
PF05348	Pfam	Proteasome maturation factor UMP1
PF05349	Pfam	GATA-type transcription activator, N-terminal 
PF05350	Pfam	Glycogen synthase kinase-3 binding
PF05351	Pfam	GMP-PDE, delta subunit
PF05352	Pfam	Phage Connector (GP10)
PF05353	Pfam	Delta Atracotoxin
PF05354	Pfam	Phage Head-Tail Attachment
PF05355	Pfam	Apolipoprotein C-II
PF05356	Pfam	Phage Coat protein B 
PF05357	Pfam	Phage Coat Protein A
PF05358	Pfam	DicB protein
PF05359	Pfam	Domain of Unknown Function (DUF748)
PF05360	Pfam	yiaA/B two helix domain
PF05361	Pfam	PKC-activated protein phosphatase-1 inhibitor
PF05362	Pfam	Lon protease (S16) C-terminal proteolytic domain
PF05363	Pfam	Herpesvirus US12 family
PF05364	Pfam	Salmonella type III secretion SopE effector N-terminus
PF05365	Pfam	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
PF05366	Pfam	Sarcolipin
PF05367	Pfam	Phage endonuclease I
PF05368	Pfam	NmrA-like family
PF05369	Pfam	Monomethylamine methyltransferase MtmB
PF05370	Pfam	Domain of unknown function (DUF749)
PF05371	Pfam	Phage major coat protein, Gp8
PF05372	Pfam	Delta lysin family
PF05373	Pfam	L-proline 3-hydroxylase, C-terminal
PF05374	Pfam	Mu-Conotoxin
PF05375	Pfam	Pacifastin inhibitor (LCMII)
PF05377	Pfam	Flagella accessory protein C (FlaC)
PF05378	Pfam	Hydantoinase/oxoprolinase N-terminal region
PF05379	Pfam	Carlavirus endopeptidase 
PF05380	Pfam	Pao retrotransposon peptidase 
PF05381	Pfam	Tymovirus endopeptidase
PF05382	Pfam	Bacteriophage peptidoglycan hydrolase 
PF05383	Pfam	La domain
PF05384	Pfam	Sensor protein DegS
PF05385	Pfam	Mastadenovirus early E4 13 kDa protein
PF05386	Pfam	TEP1 N-terminal domain
PF05387	Pfam	Chorion family 3
PF05388	Pfam	Carboxypeptidase Y pro-peptide
PF05389	Pfam	Negative regulator of genetic competence (MecA)
PF05390	Pfam	Yeast cell wall synthesis protein KRE9/KNH1
PF05391	Pfam	Lsm interaction motif
PF05392	Pfam	Cytochrome C oxidase chain VIIB
PF05393	Pfam	Human adenovirus early E3A glycoprotein
PF05394	Pfam	Avirulence protein
PF05395	Pfam	Protein phosphatase inhibitor 1/DARPP-32
PF05396	Pfam	Phage T7 capsid assembly protein
PF05397	Pfam	Mediator complex subunit 15
PF05398	Pfam	PufQ cytochrome subunit
PF05399	Pfam	Ectropic viral integration site 2A protein (EVI2A)
PF05400	Pfam	Flagellar protein FliT
PF05401	Pfam	Nodulation protein S (NodS)
PF05402	Pfam	Coenzyme PQQ synthesis protein D (PqqD)
PF05403	Pfam	Plasmodium histidine-rich protein (HRPII/III)
PF05404	Pfam	Translocon-associated protein, delta subunit precursor (TRAP-delta)
PF05405	Pfam	Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
PF05406	Pfam	WGR domain
PF05407	Pfam	Rubella virus endopeptidase
PF05408	Pfam	Foot-and-mouth virus L-proteinase
PF05409	Pfam	Coronavirus  endopeptidase C30
PF05410	Pfam	Porcine arterivirus-type cysteine proteinase alpha
PF05411	Pfam	Equine arteritis virus putative proteinase
PF05412	Pfam	Equine arterivirus Nsp2-type cysteine proteinase
PF05413	Pfam	Putative closterovirus papain-like endopeptidase
PF05414	Pfam	Viral domain of unknown function (DUF1717)
PF05415	Pfam	Beet necrotic yellow vein furovirus-type papain-like endopeptidase
PF05416	Pfam	Southampton virus-type processing peptidase
PF05417	Pfam	Hepatitis E cysteine protease
PF05418	Pfam	Apovitellenin I (Apo-VLDL-II)
PF05419	Pfam	GUN4-like 
PF05420	Pfam	Cellulose synthase operon protein C C-terminus (BCSC_C)
PF05421	Pfam	Protein of unknown function (DUF751)
PF05422	Pfam	Stress-activated map kinase interacting protein 1 (SIN1)
PF05423	Pfam	Mycobacterium membrane protein
PF05424	Pfam	Duffy binding domain
PF05425	Pfam	Copper resistance protein D
PF05426	Pfam	Alginate lyase
PF05427	Pfam	Acidic fibroblast growth factor binding (FIBP) 
PF05428	Pfam	Corticotropin-releasing factor binding protein (CRF-BP)
PF05430	Pfam	S-adenosyl-L-methionine-dependent methyltransferase
PF05431	Pfam	Insecticidal Crystal Toxin, P42 
PF05432	Pfam	Bone sialoprotein II (BSP-II)
PF05433	Pfam	Glycine zipper 2TM domain
PF05434	Pfam	TMEM9
PF05435	Pfam	Phi-29 DNA terminal protein GP3
PF05436	Pfam	Mating factor alpha precursor N-terminus
PF05437	Pfam	Branched-chain amino acid transport protein (AzlD)
PF05438	Pfam	Thyrotropin-releasing hormone (TRH)
PF05439	Pfam	Jumping translocation breakpoint protein (JTB)
PF05440	Pfam	Tetrahydromethanopterin S-methyltransferase subunit B
PF05443	Pfam	ROS/MUCR transcriptional regulator protein
PF05444	Pfam	Protein of unknown function (DUF753)
PF05445	Pfam	Poxvirus serine/threonine protein kinase
PF05448	Pfam	Acetyl xylan esterase (AXE1)
PF05449	Pfam	Protein of unknown function (DUF754)
PF05450	Pfam	Nicastrin
PF05451	Pfam	Phytoreovirus nonstructural protein Pns10/11
PF05452	Pfam	Clavanin
PF05453	Pfam	BmTXKS1/BmP02 toxin family
PF05454	Pfam	Dystroglycan (Dystrophin-associated glycoprotein 1)
PF05455	Pfam	GvpH
PF05456	Pfam	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
PF05458	Pfam	Cd27 binding protein (Siva)
PF05459	Pfam	Herpesvirus transcriptional regulator family
PF05460	Pfam	Origin recognition complex subunit 6 (ORC6)
PF05461	Pfam	Apolipoprotein L
PF05462	Pfam	Slime mold cyclic AMP receptor
PF05463	Pfam	Sclerostin (SOST)
PF05464	Pfam	Phi-29-like late genes activator (early protein GP4)
PF05465	Pfam	Halobacterial gas vesicle protein C (GVPC) repeat
PF05466	Pfam	Brain acid soluble protein 1 (BASP1 protein)
PF05467	Pfam	Herpesvirus glycoprotein U47
PF05470	Pfam	Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF05472	Pfam	DNA replication terminus site-binding protein (Ter protein)
PF05473	Pfam	UL45 protein
PF05474	Pfam	Semenogelin
PF05475	Pfam	Chlamydia virulence protein PGP3-D
PF05476	Pfam	PET122
PF05477	Pfam	Surfeit locus protein 2 (SURF2)
PF05478	Pfam	Prominin
PF05479	Pfam	Photosystem I reaction centre subunit N (PSAN or PSI-N)
PF05480	Pfam	Staphylococcus haemolytic protein
PF05481	Pfam	Mycobacterium 19 kDa lipoprotein antigen
PF05482	Pfam	Serendipity locus alpha protein (SRY-A)
PF05483	Pfam	Synaptonemal complex protein 1 (SCP-1)
PF05484	Pfam	LRV protein FeS4 cluster
PF05485	Pfam	THAP domain
PF05486	Pfam	Signal recognition particle 9 kDa protein (SRP9)
PF05488	Pfam	PAAR motif
