id	level	description
51883	fa	Aminoacid dehydrogenase-like, C-terminal domain
51900	fa	CoA-binding domain
51906	fa	C-terminal domain of adrenodoxin reductase-like
51913	fa	FAD-linked reductases, N-terminal domain
51931	fa	GDI-like N domain
51934	fa	Succinate dehydrogenase/fumarate reductase flavoprotein N-terminal domain
51943	fa	FAD/NAD-linked reductases, N-terminal and central domains
51972	fa	N-terminal domain of adrenodoxin reductase-like
51979	fa	D-aminoacid oxidase, N-terminal domain
51985	fa	MurCD N-terminal domain
51990	fa	Glycosyl hydrolases family 6, cellulases
51999	fa	PFL-like
52002	fa	R1 subunit of ribonucleotide reductase, C-terminal domain
52005	fa	Class III anaerobic ribonucleotide reductase NRDD subunit
52010	fa	Pyruvate phosphate dikinase, central domain
52013	fa	N-terminal domain of enzyme I of the PEP:sugar phosphotransferase system
52017	fa	LeuD-like
52022	fa	Carbamoyl phosphate synthetase, small subunit N-terminal domain
52026	fa	PA domain
52030	fa	GroEL-like chaperone, apical domain
52034	fa	Group II chaperonin (CCT, TRIC), apical domain
52039	fa	Barstar-related
52043	fa	Ribosomal protein L32e
52048	fa	28-residue LRR
52052	fa	Rna1p (RanGAP1), N-terminal domain
52055	fa	Cyclin A/CDK2-associated p19, Skp2
52059	fa	Internalin LRR domain
52062	fa	Rab geranylgeranyltransferase alpha-subunit, C-terminal domain
52065	fa	mRNA export factor tap
52068	fa	U2A'-like
52071	fa	L domain
52076	fa	Outer arm dynein light chain 1
52081	fa	Ribosomal proteins L15p and L18e
52088	fa	CRAL/TRIO domain
52092	fa	Anti-sigma factor antagonist SpoIIaa
52097	fa	Clp protease, ClpP subunit
52100	fa	Tail specific protease, catalytic domain
52103	fa	Crotonase-like
52114	fa	DNA-repair protein XRCC1
52117	fa	DNA ligase
52122	fa	Lumazine synthase
52130	fa	Caspase catalytic domain
52137	fa	Gingipain R (RgpB), N-terminal domain
52142	fa	Uracil-DNA glycosylase
52147	fa	Mug-like
52152	fa	FabD-like
52157	fa	Initiation factor IF2/eIF5b, domain 3
52162	fa	Ribosomal protein L13
52167	fa	Ribosomal protein L4
52173	fa	CheY-related
52194	fa	Receiver domain of the ethylene receptor
52197	fa	Positive regulator of the amidase operon AmiR
52201	fa	Toll/Interleukin receptor TIR domain
52207	fa	Hypothetical protein MTH538
52211	fa	Succinyl-CoA synthetase domains
52219	fa	Flavodoxin-related
52231	fa	Cytochrome p450 reductase N-terminal domain-like
52235	fa	Quinone reductase
52243	fa	Cobalamin (vitamin B12)-binding domain
52252	fa	Ornithine decarboxylase N-terminal "wing" domain
52256	fa	N5-CAIR mutase (phosphoribosylaminoimidazole carboxylase, PurE)
52260	fa	Cutinase-like
52267	fa	Esterase
52270	fa	Esterase domain of haemagglutinin-esterase-fusion glycoprotein HEF1
52273	fa	Acetylhydrolase
52276	fa	Rhamnogalacturonan acetylesterase
52280	fa	Beta-D-glucan exohydrolase, C-terminal domain
52284	fa	Formate/glycerate dehydrogenases, substrate-binding domain
52297	fa	L-alanine dehydrogenase-like
52300	fa	S-adenosylhomocystein hydrolase
52305	fa	Type II 3-dehydroquinate dehydratase
52310	fa	N-deoxyribosyltransferase
52314	fa	Ribosomal protein S2
52318	fa	Class I glutamine amidotransferases (GAT)
52325	fa	DJ-1/PfpI
52328	fa	Catalase, C-terminal domain
52331	fa	Aspartyl dipeptidase PepE
52336	fa	Carbamoyl phosphate synthetase, large subunit allosteric, C-terminal domain
52339	fa	Methylglyoxal synthase, MgsA
52344	fa	Reductases
52359	fa	Aromatic dioxygenase reductase-like
52362	fa	Dihydroorotate dehydrogenase B, PyrK subunit
52365	fa	NADPH-cytochrome p450 reductase-like
52370	fa	Flavohemoglobin, C-terminal domain
52375	fa	Class I aminoacyl-tRNA synthetases (RS), catalytic domain
52394	fa	Cytidylyltransferase
52397	fa	Adenylyltransferase
52403	fa	N-type ATP pyrophosphatases
52410	fa	PAPS reductase-like
52414	fa	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain
52419	fa	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain
52426	fa	Cryptochrome/photolyase, N-terminal domain
52432	fa	ETFP subunits
52436	fa	Universal stress protein-like
52441	fa	BC N-terminal domain-like
52452	fa	D-Alanine ligase N-terminal domain
52457	fa	Prokaryotic glutathione synthetase, N-terminal domain
52460	fa	Eukaryotic glutathione synthetase, substrate-binding domain
52463	fa	Synapsin domain
52468	fa	Deoxyhypusine synthase, DHS
52471	fa	C-terminal domain of the electron transfer flavoprotein alpha subunit
52475	fa	Pyruvate oxidase and decarboxylase, middle domain
52484	fa	Transhydrogenase domain III (dIII)
52491	fa	Tubulin, GTPase domain
52508	fa	Homo-oligomeric flavin-containing Cys decarboxylases, HFCD
52513	fa	NagB-like
52541	fa	Nucleotide and nucleoside kinases
52566	fa	Shikimate kinase (AroK)
52569	fa	Chloramphenicol phosphotransferase
52572	fa	Adenosine-5'phosphosulfate kinase (APS kinase)
52575	fa	PAPS sulfotransferase
52584	fa	Phosphoribulokinase/pantothenate kinase
52589	fa	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, kinase domain
52592	fa	G proteins
52641	fa	Motor proteins
52652	fa	Nitrogenase iron protein-like
52670	fa	RecA protein-like (ATPase-domain)
52686	fa	ABC transporter ATPase domain-like
52724	fa	RNA helicase
52729	fa	PTS IIb component
52734	fa	Nicotinate mononucleotide:5,6-dimethylbenzimidazole phosphoribosyltransferase (CobT)
52739	fa	Methylesterase CheB, C-terminal domain
52744	fa	Subtilases
52764	fa	Serine-carboxyl proteinase, SCP
52769	fa	Arginase-like amidino hydrolases
52773	fa	Histone deacetylase, HDAC
52778	fa	CAT-like
52789	fa	Low-molecular-weight phosphotyrosine protein phosphatases
52795	fa	PTS system, Lactose/Cellobiose specific IIB subunit
52800	fa	Dual specificity phosphatase-like
52805	fa	Higher-molecular-weight phosphotyrosine protein phosphatases
52822	fa	Cell cycle control phosphatase, catalytic domain
52827	fa	Multidomain sulfurtransferase (rhodanese)
52834	fa	Thioltransferase
52849	fa	PDI-like
52855	fa	Calsequestrin
52862	fa	Glutathione S-transferase (GST), N-terminal domain
52888	fa	Phosducin
52892	fa	ERP29 N domain-like
52895	fa	spliceosomal protein U5-15Kd
52898	fa	DsbC/DsbG C-terminal domain-like
52901	fa	Glutathione peroxidase-like
52914	fa	RNA 3'-terminal phosphate cyclase, RPTC, insert domain
52918	fa	Thioredoxin-like 2Fe-2S ferredoxin
52923	fa	Transketolase C-terminal domain-like
52926	fa	Branched-chain alpha-keto acid dehydrogenase beta-subunit, C-terminal-domain
52931	fa	Pyruvate-ferredoxin oxidoreductase, PFOR, domain II
52936	fa	Pyruvate kinase, C-terminal domain
52944	fa	ATP synthase (F1-ATPase), gamma subunit
52950	fa	Leucine aminopeptidase (Aminopeptidase A), N-terminal domain
52955	fa	Anticodon-binding domain of Class II aaRS
52965	fa	TolB, N-terminal domain
52969	fa	Diol dehydratase, beta subunit
52973	fa	ITPase (Ham1)
52976	fa	Maf-like
52981	fa	Restriction endonuclease EcoRI
52984	fa	Restriction endonuclease EcoRV
52987	fa	Restriction endonuclease BamHI
52990	fa	Restriction endonuclease BglI
52993	fa	Restriction endonuclease BglII
52996	fa	Restriction endonuclease PvuII
52999	fa	Cfr10I/Bse634I
53002	fa	Restriction endonuclease MunI
53005	fa	Restriction endonuclease NaeI
53008	fa	Restriction endonuclease NgoIV
53011	fa	Restriction endonuclease BsobI
53014	fa	Restriction endonuclease FokI, C-terminal (catalytic) domain
53017	fa	lambda exonuclease
53020	fa	DNA mismatch repair protein MutH from
53023	fa	Very short patch repair (VSR) endonuclease
53026	fa	TnsA endonuclease, N-terminal domain
53029	fa	Endonuclease I (Holliday junction resolvase)
53033	fa	tRNA-intron endonuclease catalytic domain-like
53037	fa	Eukaryotic RPB5 N-terminal domain
53042	fa	gamma,delta resolvase, catalytic domain
53045	fa	5' to 3' exonuclease catalytic domain
53057	fa	beta-carbonic anhydrase, cab
53063	fa	EIIA-man component-like
53068	fa	Actin/HSP70
53080	fa	Acetokinase-like
53083	fa	Hexokinase
53089	fa	Glycerol kinase
53093	fa	Creatinase/prolidase N-terminal domain
53099	fa	Ribonuclease H
53107	fa	Retroviral integrase, catalytic domain
53112	fa	mu transposase, core domain
53115	fa	Transposase inhibitor (Tn5 transposase)
53118	fa	DnaQ-like 3'-5' exonuclease
53134	fa	RuvC resolvase
53138	fa	Ribosomal protein L18 and S11
53143	fa	ERF1/Dom34 middle domain-like
53147	fa	MTH1175-like
53151	fa	DNA repair protein MutS, domain II
53156	fa	Methylated DNA-protein cysteine methyltransferase domain
53164	fa	Hydrogenase maturating endopeptidase HybD
53168	fa	Purine and uridine phosphorylases
53179	fa	Peptidyl-tRNA hydrolase-like
53183	fa	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)
53188	fa	Pancreatic carboxypeptidases
53198	fa	Carboxypeptidase T
53201	fa	Leucine aminopeptidase, C-terminal domain
53204	fa	Bacterial dinuclear zinc exopeptidases
53210	fa	FolH catalytic domain-like
53214	fa	LigB-like
53219	fa	MogA-like
53224	fa	Aminoacid dehydrogenases
53235	fa	Tetrahydrofolate dehydrogenase/cyclohydrolase
53240	fa	Malic enzyme N-domain
53245	fa	MurCDEF C-terminal domain
53250	fa	Folylpolyglutamate synthetase, C-terminal domain
53255	fa	Cofactor-dependent phosphoglycerate mutase
53258	fa	Histidine acid phosphatase
53267	fa	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, phosphatase domain
53272	fa	Phosphoribosyltransferases (PRTases)
53296	fa	Phosphoribosylpyrophosphate synthetase-like
53301	fa	Integrin A (or I) domain
53324	fa	Pyruvate-ferredoxin oxidoreductase, PFOR, domain III
53329	fa	Formyltransferase
53336	fa	COMT-like
53339	fa	RNA methyltransferase FtsJ
53342	fa	Fibrillarin homologue
53345	fa	Hypothetical protein MJ0882
53348	fa	Glycine N-methyltransferase
53351	fa	Arginine methyltransferase
53354	fa	Protein-L-isoaspartyl O-methyltransferase
53357	fa	Chemotaxis receptor methyltransferase CheR, C-terminal domain
53377	fa	Type II DNA methylase
53384	fa	AAT-like
53397	fa	Beta-eliminating lyases
53402	fa	Cystathionine synthase-like
53417	fa	GABA-aminotransferase-like
53444	fa	Ornithine decarboxylase major domain
53449	fa	Spore coat polysaccharide biosynthesis protein SpsA
53452	fa	beta 1,4 galactosyltransferase (b4GalT1)
53458	fa	Galactosyltransferase LgtC
53461	fa	UDP-glucose pyrophosphorylase
53464	fa	glucose-1-phosphate thymidylyltransferase
53467	fa	1,3-glucuronyltransferase
53470	fa	Molybdenum cofactor biosynthesis protein MobA
53475	fa	Acetylcholinesterase-like
53487	fa	Carboxylesterase
53491	fa	Mycobacterial antigens
53496	fa	Prolyl oligopeptidase, C-terminal domain
53499	fa	Serine carboxypeptidase-like
53506	fa	Gastric lipase
53509	fa	Proline iminopeptidase-like
53513	fa	Haloalkane dehalogenase
53518	fa	Dienelactone hydrolase
53522	fa	Carbon-carbon bond hydrolase
53525	fa	Epoxide hydrolase
53531	fa	Haloperoxidase
53542	fa	Thioesterases
53547	fa	Carboxylesterase/thioesterase 1
53552	fa	A novel bacterial esterase
53555	fa	Lipase
53558	fa	Fungal lipases
53570	fa	Bacterial lipase
53577	fa	Pancreatic lipase, N-terminal domain
53585	fa	Hydroxynitrile lyase-like
53591	fa	Nucleoside hydrolase
53598	fa	Dihydrofolate reductases
53614	fa	Ribokinase-like
53620	fa	Thiamin biosynthesis kinases
53624	fa	MurCDEF
53629	fa	Folylpolyglutamate synthetase
53634	fa	Carbamate kinase
53640	fa	AraD-like aldolase/epimerase
53645	fa	Lysophospholipase
53650	fa	Alkaline phosphatase
53653	fa	Arylsulfatase
53660	fa	Dimeric isocitrate & isopropylmalate dehydrogenases
53672	fa	Aspartate/ornithine carbamoyltransferase
53682	fa	Aspartate/glutamate racemase
53687	fa	Tryptophan synthase beta subunit-like PLP-dependent enzymes
53698	fa	double-SIS domain
53701	fa	Phosphoglucose isomerase, PGI
53707	fa	Formate dehydrogenase/DMSO reductase, domains 1-3
53721	fa	ALDH-like
53733	fa	Aconitase iron-sulfur domain
53739	fa	Phosphoglucomutase, first 3 domains
53744	fa	L-fucose isomerase, N-terminal and second domains
53749	fa	Phosphoglycerate kinase
53757	fa	beta-Glucosyltransferase (DNA-modifying)
53760	fa	Peptidoglycan biosynthesis glycosyltransferase MurG
53763	fa	UDP-N-acetylglucosamine 2-epimerase
53766	fa	Oligosaccharide phosphorylase
53775	fa	Glutaminase/Asparaginase
53785	fa	Phosphofructokinase
53791	fa	Tetrapyrrole methylase
53796	fa	PEP carboxykinase C-terminal domain
53801	fa	Ferrochelatase
53804	fa	Cobalt chelatase CbiK
53808	fa	Periplasmic ferric siderophore binding protein FhuD
53811	fa	TroA-like
53816	fa	Nitrogenase iron-molybdenum protein
53823	fa	L-arabinose binding protein-like
53851	fa	Phosphate binding protein-like
53888	fa	Transferrin
53902	fa	Thiolase-related
53914	fa	Chalcone synthase-like
53921	fa	Fe-only hydrogenase
53928	fa	Cytidine deaminase
53956	fa	Family 19 glycosidase
53960	fa	C-type lysozyme
53981	fa	Phage lysozyme
53984	fa	Lambda lysozyme
53987	fa	G-type lysozyme
53991	fa	Bacterial muramidase, catalytic domain
53996	fa	Chitosanase
54002	fa	Papain-like
54037	fa	FMDV leader protease
54040	fa	Calpain large subunit, catalytic domain (domain II)
54044	fa	Transglutaminase core
54047	fa	Arylamine N-acetyltransferase
54050	fa	Ubiquitin carboxyl-terminal hydrolase UCH-L
54054	fa	Adenain-like
54061	fa	HNH-motif
54066	fa	DNA/RNA non-specific endonuclease
54069	fa	Intron-encoded homing endonucleases
54077	fa	Ribonuclease A-like
54099	fa	Prion-like
54107	fa	LysM domain
54112	fa	Urease, gamma-subunit
54118	fa	Interleukin 8-like chemokines
54161	fa	"Histone-like" proteins from archaea
54165	fa	Chromo domain
54172	fa	DNA-binding domain from tn916 integrase
54175	fa	GCC-box binding domain
54178	fa	Methyl-CpG-binding domain, MBD
54185	fa	Penicillin-binding protein 2x (pbp-2x), c-terminal domain
54190	fa	L23p
54193	fa	L15e
54198	fa	HIT (HINT, histidine triad) family of protein kinase-interacting proteins
54207	fa	Hexose-1-phosphate uridylyltransferase
54212	fa	Translational machinery components
54220	fa	RNase P protein
54224	fa	DNA gyrase/MutL, second domain
54229	fa	Ribonuclease PH domain 1-like
54232	fa	GHMP Kinase, N-terminal domain
54237	fa	Ubiquitin-related
54250	fa	UBX domain
54253	fa	GABARAP-like
54256	fa	First domain of FERM
54263	fa	Ras-binding domain, RBD
54278	fa	CAD domain
54286	fa	MoaD
54289	fa	ThiS
54293	fa	2Fe-2S ferredoxin-related
54312	fa	2Fe-2S ferredoxin domains from multidomain proteins
54329	fa	Staphylokinase/streptokinase
54335	fa	Superantigen toxins, C-terminal domain
54359	fa	Immunoglobulin-binding domains
54365	fa	Translation initiation factor IF3, N-terminal domain
54369	fa	Glutamine synthetase, N-terminal domain
54374	fa	GMC oxidoreductases
54378	fa	PHBH-like
54384	fa	D-aminoacid oxidase-like
54394	fa	L-aminoacid/polyamine oxidase
54399	fa	GDI-like
54404	fa	Monellin
54407	fa	Cystatins
54417	fa	Amine oxidase N-terminal region
54424	fa	DsbC/DsbG N-terminal domain-like
54428	fa	Scytalone dehydratase
54431	fa	NTF2-like
54434	fa	Ketosteroid isomerase-like
54438	fa	Ring hydroxylating beta subunit
54442	fa	Uracil-DNA glycosylase inhibitor protein
54448	fa	Transcriptional coactivator PC4 C-terminal domain
54453	fa	MHC antigen-recognition domain
54496	fa	UBC-related
54507	fa	Diaminopimelate epimerase
54512	fa	Fluorescent proteins
54519	fa	Transcriptional factor tubby, C-terminal domain
54524	fa	Pilin
54530	fa	Mitochondrial glycoprotein MAM33-like
54535	fa	FKBP immunophilin/proline isomerase
54549	fa	GreA transcript cleavage factor, C-terminal domain
54553	fa	Colicin E3 immunity protein
54557	fa	Chitinase insertion domain
54566	fa	Ribosomal protein S16
54571	fa	Ribosomal protein S19
54576	fa	Ribosomal protein L31e
54581	fa	Allophycocyanin linker chain (domain)
54586	fa	Cdc48 domain 2-like
54594	fa	Glyoxalase I (lactoylglutathione lyase)
54598	fa	Antibiotic resistance proteins
54602	fa	Extradiol dioxygenases
54612	fa	Bacterial protein-export protein SecB
54617	fa	DNA-binding domain of Mlu1-box binding protein MBP1
54622	fa	Heme-binding protein A (HasA)
54627	fa	Chalcone isomerase
54632	fa	CBS-domain pair
54638	fa	4HBT-like
54641	fa	beta-Hydroxydecanol thiol ester dehydrase
54644	fa	Acyl-CoA thioesterase
54649	fa	DLC
54655	fa	CI-2 family of serine protease inhibitors
54666	fa	CO dehydrogenase molybdoprotein N-domain-like
54676	fa	NadC N-terminal domain-like
54681	fa	Pyrimidine nucleoside phosphorylase C-terminal domain
54687	fa	Ribosomal protein L10e
54691	fa	Molybdopterin synthase subunit MoaE
54696	fa	BTB/POZ domain
54701	fa	Tetramerization domain of potassium channels
54714	fa	Elongation factor Ts (EF-Ts), dimerisation domain
54720	fa	Fe,Mn superoxide dismutase (SOD), C-terminal domain
54737	fa	Ribosomal protein L7/12, C-terminal domain
54743	fa	AbrB N-terminal domain-like
54748	fa	Ribosomal L11/L12e N-terminal domain
54753	fa	RecA protein, C-terminal domain
54758	fa	Anti-lipopolysaccharide factor
54763	fa	Signal recognition particle alu RNA binding heterodimer, SRP9/14
54769	fa	Double-stranded RNA-binding domain (dsRBD)
54778	fa	Ribosomal S5 protein, N-terminal domain
54783	fa	Porphobilinogen deaminase (hydroxymethylbilane synthase), C-terminal domain
54787	fa	PI-Pfui intein middle domain
54792	fa	Eukaryotic type KH-domain (KH-domain type I)
54807	fa	Alpha-lytic protease prodomain
54811	fa	GMP synthetase C-terminal dimerisation domain
54815	fa	Prokaryotic type KH domain (KH-domain type II)
54822	fa	Ribosomal protein S3 C-terminal domain
54827	fa	Enolase N-terminal domain-like
54844	fa	Ribosomal protein L22
54850	fa	GroEL-like chaperone, intermediate domain
54853	fa	Group II chaperonin (CCT, TRIC), intermediate domain
54858	fa	DNA damage-inducible protein DinI
54863	fa	Short-chain ferredoxins
54870	fa	7-Fe ferredoxin
54874	fa	Archaeal ferredoxins
54877	fa	Single 4Fe-4S cluster ferredoxin
54884	fa	Ferredoxin domains from multidomain proteins
54894	fa	Aspartate carbamoyltransferase, Regulatory-chain, N-terminal domain
54898	fa	Pancreatic carboxypeptidase, activation domain
54905	fa	Subtilase propeptides/inhibitors
54910	fa	Muconalactone isomerase, MLI
54914	fa	Prokaryotic signal transducing protein
54920	fa	Nucleoside diphosphate kinase, NDK
54929	fa	Canonical RBD
54954	fa	Non-canonical RBD domain
54958	fa	Viral DNA-binding domain
54967	fa	Ribulose 1,5-bisphosphate carboxylase-oxygenase
54976	fa	Acylphosphatase-like
54981	fa	EF-G/eEF-2 domains III and V
54985	fa	eEF-1beta-like
54992	fa	Anticodon-binding domain of PheRS
54996	fa	Ribosomal protein S6
55000	fa	Ribosomal protein S10
55004	fa	Poly(A) polymerase, PAP, C-terminal domain
55009	fa	HMA, heavy metal-associated domain
55022	fa	Phosphoglycerate dehydrogenase, regulatory (C-terminal) domain
55025	fa	Allosteric threonine deaminase C-terminal domain
55028	fa	Phenylalanine metabolism regulatory domain
55032	fa	Bacterial exopeptidase dimerisation domain
55036	fa	NAD-binding domain of HMG-CoA reductase
55041	fa	Molybdenum cofactor biosynthesis protein C, MoaC
55045	fa	TRADD, N-terminal domain
55049	fa	Probable ACP-binding domain of malonyl-CoA ACP transacylase
55053	fa	CheY-binding domain of CheA
55057	fa	Killer toxin KP6 alpha-subunit
55061	fa	Homoserine kinase
55065	fa	Translational regulator protein regA
55069	fa	Peptide methionine sulfoxide reductase
55074	fa	Adenylyl and guanylyl cyclase catalytic domain
55084	fa	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, HPPK
55089	fa	Methyl-coenzyme M reductase gamma chain
55094	fa	Methyl-coenzyme M reductase alpha and beta chain N-terminal domain
55104	fa	Vanillyl-alcohol oxidase-like
55109	fa	D-lactate dehydrogenase
55113	fa	Formylmethanofuran:tetrahydromethanopterin formyltransferase
55117	fa	Formiminotransferase domain of formiminotransferase-cyclodeaminase.
55121	fa	Pseudouridine synthase I TruA
55125	fa	Duplicated SiR/NiR-like domains 1 and 3
55130	fa	Ribosomal protein L30p/L7e
55137	fa	Multidrug-binding domain of transcription activator BmrR
55140	fa	Rob transcription factor, C-terminal domain
55145	fa	tRNA splicing product Appr>p cyclic nucleotide phosphodiesterase
55150	fa	Pepsin inhibitor-3
55155	fa	mRNA triphosphatase CET1
55160	fa	eIF1-like
55167	fa	Muramoyl-pentapeptide carboxypeptidase
55170	fa	Hedgehog (development protein), N-terminal signaling domain
55178	fa	Ribosomal protein S4
55182	fa	Heat shock protein 15 kD
55187	fa	Threonyl-tRNA synthetase (ThrRS), second 'additional' domain
55191	fa	Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain
55195	fa	Ribosome recycling factor, RRF
55201	fa	Translation initiation factor IF3, C-terminal domain
55206	fa	RNA 3'-terminal phosphate cyclase, RPTC
55209	fa	Enolpyruvate transferase, EPT
55217	fa	TolA
55222	fa	Virally encoded KP4 toxin
55225	fa	SMK toxin
55230	fa	Cell division protein MinE topological specificity domain
55235	fa	Cyanase C-terminal domain
55240	fa	RuBisCO, small subunit
55249	fa	PCD-like
55253	fa	C-terminal domain of arginine repressor
55258	fa	RNA polymerase alpha subunit dimerisation domain
55262	fa	GAD domain
55268	fa	tRNA-intron endonuclease N-terminal domain-like
55272	fa	DNA repair protein MutS, domain I
55278	fa	GYF domain
55283	fa	Ribosomal protein L5
55288	fa	RPB5
55294	fa	RPB6
55299	fa	YjgF/L-PSP
55304	fa	Chorismate mutase
55308	fa	Tubulin, C-terminal domain
55316	fa	L30e/L7ae ribosomal proteins
55323	fa	ERF1/Dom34 C-terminal domain-like
55327	fa	PurM N-terminal domain-like
55332	fa	4-oxalocrotonate tautomerase-like
55336	fa	5-carboxymethyl-2-hydroxymuconate isomerase (CHMI)
55339	fa	MIF-related
55348	fa	GAPDH-like
55363	fa	Homoserine dehydrogenase-like
55368	fa	Dihydrodipicolinate reductase-like
55373	fa	Biliverdin reductase
55376	fa	Glucose 6-phosphate dehydrogenase-like
55384	fa	Copper amine oxidase, domain N
55388	fa	Frataxin-like
55395	fa	Bactericidal permeability-increasing protein, BPI
55400	fa	Subtilisin inhibitor
55406	fa	RNA bacteriophage capsid protein
55419	fa	Translation initiation factor eIF4e
55425	fa	FAD/NAD-linked reductases, dimerisation (C-terminal) domain
55448	fa	CO dehydrogenase flavoprotein C-terminal domain-like
55456	fa	SRF-like
55465	fa	The origin DNA-binding domain of SV40 T-antigen
55470	fa	NADH oxidase/flavin reductase
55482	fa	N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1
55487	fa	Zinc protease
55490	fa	Thermolysin-like
55499	fa	Leishmanolysin
55502	fa	Neutral endopeptidase (neprilysin)
55505	fa	Neurolysin-like
55508	fa	Serralysin-like metalloprotease, catalytic (N-terminal) domain
55512	fa	Clostridium neurotoxins, catalytic domain
55516	fa	Astacin
55519	fa	Reprolysin-like
55525	fa	TNF-alpha converting enzyme, TACE, catalytic domain
55528	fa	Matrix metalloproteases, catalytic domain
55546	fa	beta-N-acetylhexosaminidase domain
55551	fa	SH2 domain
55595	fa	HPr-like
55605	fa	Glucose permease domain IIB
55609	fa	Group I mobile intron endonuclease
55614	fa	Intein endonuclease
55621	fa	GTP cyclohydrolase I
55625	fa	6-pyruvoyl tetrahydropterin synthase
55628	fa	DHN aldolase/epimerase
55633	fa	Urate oxidase (uricase)
55638	fa	Cell cycle regulatory proteins
55649	fa	beta-lactamase-inhibitor protein, BLIP
55654	fa	Ribosomal protein L9 C-domain
55659	fa	Ribosomal protein L9 N-domain
55662	fa	N-terminal domain of RNase HI
55667	fa	Ribonuclease PH domain 2-like
55672	fa	Regulatory factor Nef
55677	fa	CytB endotoxin-like
55682	fa	Class II aminoacyl-tRNA synthetase (aaRS)-like, catalytic domain
55707	fa	Biotin holoenzyme synthetase
55712	fa	Clathrin adaptor appendage, alpha and beta chain-specific domain
55719	fa	Sterol carrier protein, SCP
55725	fa	Ran-binding protein mog1p
55730	fa	N-acetyl transferase, NAT
55748	fa	N-myristoyl transferase, NMT
55754	fa	Gelsolin-like
55762	fa	Cofilin-like
55771	fa	Profilin (actin-binding protein)
55782	fa	GAF domain
55786	fa	PYP-like
55789	fa	Heme-binding PAS domain
55798	fa	PR-1-like
55805	fa	IIA domain of mannitol-specific and ntr phosphotransferase EII
55812	fa	MutT-like
55817	fa	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain
55822	fa	YrdC-like
55827	fa	YbaK/ProRS associated domain
55832	fa	Thymidylate synthase/dCMP hydroxymethylase
55847	fa	N-acetylmuramoyl-L-alanine amidase-like
55857	fa	Cytochrome b5
55870	fa	Vaccinia DNA topoisomerase I, 9 kDa N-terminal fragment
55875	fa	Heat shock protein 90, HSP90, N-terminal domain
55879	fa	DNA gyrase/MutL, N-terminal domain
55884	fa	Histidine kinase
55891	fa	Sporulation response regulatory protein Spo0B
55896	fa	Ribonuclease Rh-like
55905	fa	Ornithine decarboxylase C-terminal domain
55910	fa	Ribosome anti-association factor eIF6 (aIF6)
55914	fa	Amidinotransferase
55921	fa	Creatinase/aminopeptidase
55932	fa	Glutamine synthetase catalytic domain
55935	fa	Guanido kinase catalytic domain
55946	fa	TATA-box binding protein (TBP), C-terminal domain
55952	fa	DNA repair glycosylase, N-terminal domain
55958	fa	Phosphoglucomutase, C-terminal domain
55962	fa	Pathogenesis-related protein 10 (PR10)-like
55966	fa	STAR domain
55969	fa	Ring hydroxylating alpha subunit catalytic domain
55974	fa	S-adenosylmethionine synthetase
55980	fa	DNA polymerase III, beta subunit
55983	fa	DNA polymerase processivity factor
56004	fa	Molybdenum cofactor-binding domain
56015	fa	Nitrite and sulphite reductase 4Fe-4S domain-like
56020	fa	The spindle assembly checkpoint protein mad2
56025	fa	Nuclease
56030	fa	Monooxygenase (hydroxylase) regulatory protein
56038	fa	B3/B4 domain of PheRS, PheT
56043	fa	PurM C-terminal domain-like
56048	fa	Ribosomal protein S8
56054	fa	Ribosomal protein L6
56060	fa	ATP-binding domain of peptide synthetases
56067	fa	BC ATP-binding domain-like
56078	fa	Synapsin C-terminal domain
56081	fa	Succinyl-CoA synthetase, beta-chain, N-terminal domain
56085	fa	Pyruvate phosphate dikinase, N-terminal domain
56088	fa	Eukaryotic glutathione synthetase ATP-binding domain
56092	fa	ATP-dependent DNA ligase catalytic domain
56096	fa	Adenylation domain of NAD+-dependent DNA ligase
56100	fa	mRNA capping enzyme
56105	fa	SAICAR synthase
56108	fa	Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta
56168	fa	Actin-fragmin kinase, catalytic domain
56171	fa	Phoshoinositide 3-kinase (PI3K), catalytic domain
56177	fa	FAD-linked oxidases, N-terminal domain
56184	fa	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase (MurB), N-terminal domain
56187	fa	CO dehydrogenase flavoprotein N-terminal domain-like
56195	fa	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain
56200	fa	Methenyltetrahydromethanopterin cyclohydrolase
56205	fa	Hect, E3 ligase catalytic domain
56210	fa	Nitrile hydratase alpha chain
56215	fa	4'-Phosphopantetheinyl transferase SFP
56220	fa	DNase I-like
56229	fa	Aldehyde ferredoxin oxidoreductase, N-terminal domain
56236	fa	Class II glutamine amidotransferases
56244	fa	Penicillin acylase, catalytic domain
56248	fa	Penicillin V acylase
56251	fa	Proteasome subunits
